GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0023051~regulation of signaling,119,2.38e-06,"6198, 9101, 5781, 23607, 8775, 6477, 8654, 84959, 94121, 596, 1455, 53944, 9218, 8767, 5019, 3635, 3093, 4067, 5037, 79643, 84313, 51377, 5305, 408, 9125, 8396, 6772, 10193, 29, 6774, 116986, 64853, 9361, 374, 23380, 10913, 2321, 7337, 1759, 56957, 4087, 4088, 4089, 9138, 55072, 3033, 59272, 1490, 5607, 2730, 2332, 10000, 5601, 55915, 5606, 9146, 23526, 9265, 8452, 6275, 5584, 22839, 4090, 9261, 23081, 26470, 10612, 673, 10614, 952, 5578, 5579, 10298, 1936, 2081, 5594, 5595, 2241, 65977, 27330, 2876, 79444, 2597, 5588, 207, 6714, 10105, 7409, 9046, 7424, 8994, 9049, 3066, 80739, 282618, 572, 3458, 55022, 1796, 3611, 1950, 1399, 10550, 30845, 2648, 5495, 8644, 7432, 6464, 5894, 8087, 2932, 192669, 8517, 867, 9727, 5007, 8877, 26060",416,1.494071596,"['RPS6KB1', 'USP8', 'PTPN11', 'CD2AP', 'NAPA', 'SIAH1', 'PDE5A', 'UBASH3B', 'SYTL4', 'BCL2', 'CSNK1G2', 'CSNK1G1', 'VAPA', 'RIPK2', 'OXCT1', 'INPP5D', 'UBE2K', 'LYN', 'PEBP1', 'CHMP6', 'VPS25', 'UCHL5', 'PIP4K2A', 'ARRB1', 'CNOT9', 'PIP4K2B', 'STAT1', 'RNF41', 'ABR', 'STAT3', 'AGAP2', 'AIDA', 'LONP1', 'AREG', 'SRGAP2', 'EDAR', 'FLT1', 'UBE3A', 'DNM1', 'OTUD7B', 'SMAD2', 'SMAD3', 'SMAD4', 'ARHGEF1', 'RNF31', 'HADH', 'ACE2', 'CCN2', 'MAP2K5', 'GCLM', 'FMR1', 'AKT3', 'MAPK9', 'LANCL2', 'MAP2K3', 'HGS', 'ARHGAP45', 'CYTH3', 'CUL3', 'S100A4', 'PRKCI', 'DLGAP4', 'SMAD5', 'MAPKAPK2', 'KDM4C', 'SEZ6L2', 'TRIM3', 'BRAF', 'HEXIM1', 'CD38', 'PRKCA', 'PRKCB', 'PAK4', 'EEF1D', 'ERN1', 'MAPK1', 'MAPK3', 'FER', 'PLEKHA3', 'RPS6KA6', 'GPX1', 'BIRC7', 'GAPDH', 'PRKCQ', 'AKT1', 'SRC', 'PPIF', 'VAV1', 'DOK2', 'VEGFC', 'LIMD1', 'AIP', 'HDAC2', 'MPIG6B', 'IFNL1', 'BAD', 'IFNG', 'PID1', 'DOK1', 'ILK', 'EGF', 'CRKL', 'ARL6IP5', 'EHD3', 'KAT2A', 'PPM1B', 'AKR1C3', 'VIP', 'SHC1', 'RAF1', 'FXR1', 'GSK3B', 'AGO3', 'IKBKG', 'CBL', 'RAB11FIP3', 'OSBP', 'SPHK1', 'APPL1']"
GO:0032270~positive regulation of cellular protein metabolic process,65,3.64e-06,"8452, 5781, 6198, 8654, 79058, 673, 55364, 596, 54472, 5578, 8767, 9817, 3093, 2081, 7332, 5594, 5595, 4067, 9798, 3329, 79444, 207, 208, 408, 5702, 6714, 9125, 9046, 7424, 6774, 116986, 3066, 2251, 282618, 572, 374, 3458, 1796, 3611, 1950, 10913, 1399, 2321, 10550, 7337, 5315, 30844, 2648, 4361, 4088, 6464, 4089, 5894, 8087, 1490, 5607, 2932, 2332, 5007, 5524, 8877, 9647, 5601, 56648, 5606",416,1.810270534,"['CUL3', 'PTPN11', 'RPS6KB1', 'PDE5A', 'ASPSCR1', 'BRAF', 'IMPACT', 'BCL2', 'TOLLIP', 'PRKCA', 'RIPK2', 'KEAP1', 'UBE2K', 'ERN1', 'UBE2L3', 'MAPK1', 'MAPK3', 'LYN', 'IST1', 'HSPD1', 'BIRC7', 'AKT1', 'AKT2', 'ARRB1', 'PSMC3', 'SRC', 'CNOT9', 'DOK2', 'VEGFC', 'STAT3', 'AGAP2', 'HDAC2', 'FGF6', 'IFNL1', 'BAD', 'AREG', 'IFNG', 'DOK1', 'ILK', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'ARL6IP5', 'UBE3A', 'PKM', 'EHD4', 'KAT2A', 'MRE11', 'SMAD3', 'SHC1', 'SMAD4', 'RAF1', 'FXR1', 'CCN2', 'MAP2K5', 'GSK3B', 'FMR1', 'OSBP', 'PTPA', 'SPHK1', 'PPM1F', 'MAPK9', 'EIF5A2', 'MAP2K3']"
GO:0010646~regulation of cell communication,117,4.33e-06,"6198, 9101, 5781, 23607, 8775, 6477, 8654, 84959, 94121, 596, 1455, 53944, 9218, 8767, 5019, 3635, 3093, 4067, 5037, 79643, 84313, 51377, 5305, 408, 9125, 8396, 6772, 10193, 29, 6774, 116986, 64853, 9361, 374, 23380, 10913, 2321, 7337, 1759, 56957, 4087, 4088, 4089, 9138, 55072, 3033, 59272, 1490, 5607, 2730, 2332, 10000, 5601, 55915, 5606, 9146, 23526, 9265, 8452, 6275, 5584, 22839, 4090, 9261, 23081, 26470, 10612, 673, 10614, 952, 5578, 5579, 10298, 1936, 2081, 5594, 5595, 2241, 27330, 2876, 79444, 2597, 5588, 207, 6714, 10105, 7409, 9046, 7424, 8994, 9049, 3066, 80739, 282618, 572, 3458, 55022, 1796, 3611, 1950, 1399, 10550, 2648, 5495, 8644, 7432, 6464, 5894, 8087, 2932, 192669, 8517, 867, 9727, 5007, 8877, 26060",416,1.483394173,"['RPS6KB1', 'USP8', 'PTPN11', 'CD2AP', 'NAPA', 'SIAH1', 'PDE5A', 'UBASH3B', 'SYTL4', 'BCL2', 'CSNK1G2', 'CSNK1G1', 'VAPA', 'RIPK2', 'OXCT1', 'INPP5D', 'UBE2K', 'LYN', 'PEBP1', 'CHMP6', 'VPS25', 'UCHL5', 'PIP4K2A', 'ARRB1', 'CNOT9', 'PIP4K2B', 'STAT1', 'RNF41', 'ABR', 'STAT3', 'AGAP2', 'AIDA', 'LONP1', 'AREG', 'SRGAP2', 'EDAR', 'FLT1', 'UBE3A', 'DNM1', 'OTUD7B', 'SMAD2', 'SMAD3', 'SMAD4', 'ARHGEF1', 'RNF31', 'HADH', 'ACE2', 'CCN2', 'MAP2K5', 'GCLM', 'FMR1', 'AKT3', 'MAPK9', 'LANCL2', 'MAP2K3', 'HGS', 'ARHGAP45', 'CYTH3', 'CUL3', 'S100A4', 'PRKCI', 'DLGAP4', 'SMAD5', 'MAPKAPK2', 'KDM4C', 'SEZ6L2', 'TRIM3', 'BRAF', 'HEXIM1', 'CD38', 'PRKCA', 'PRKCB', 'PAK4', 'EEF1D', 'ERN1', 'MAPK1', 'MAPK3', 'FER', 'RPS6KA6', 'GPX1', 'BIRC7', 'GAPDH', 'PRKCQ', 'AKT1', 'SRC', 'PPIF', 'VAV1', 'DOK2', 'VEGFC', 'LIMD1', 'AIP', 'HDAC2', 'MPIG6B', 'IFNL1', 'BAD', 'IFNG', 'PID1', 'DOK1', 'ILK', 'EGF', 'CRKL', 'ARL6IP5', 'KAT2A', 'PPM1B', 'AKR1C3', 'VIP', 'SHC1', 'RAF1', 'FXR1', 'GSK3B', 'AGO3', 'IKBKG', 'CBL', 'RAB11FIP3', 'OSBP', 'SPHK1', 'APPL1']"
GO:0031401~positive regulation of protein modification process,53,5.23e-06,"8452, 5781, 8654, 79058, 673, 596, 54472, 5578, 8767, 3093, 2081, 7332, 5594, 5595, 4067, 79444, 207, 208, 408, 6714, 9125, 9046, 7424, 116986, 3066, 2251, 282618, 374, 3458, 1796, 3611, 1950, 10913, 1399, 2321, 10550, 7337, 30844, 2648, 4361, 6464, 4089, 5894, 8087, 1490, 5607, 2932, 2332, 5007, 5524, 8877, 5601, 5606",416,1.943235459,"['CUL3', 'PTPN11', 'PDE5A', 'ASPSCR1', 'BRAF', 'BCL2', 'TOLLIP', 'PRKCA', 'RIPK2', 'UBE2K', 'ERN1', 'UBE2L3', 'MAPK1', 'MAPK3', 'LYN', 'BIRC7', 'AKT1', 'AKT2', 'ARRB1', 'SRC', 'CNOT9', 'DOK2', 'VEGFC', 'AGAP2', 'HDAC2', 'FGF6', 'IFNL1', 'AREG', 'IFNG', 'DOK1', 'ILK', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'ARL6IP5', 'UBE3A', 'EHD4', 'KAT2A', 'MRE11', 'SHC1', 'SMAD4', 'RAF1', 'FXR1', 'CCN2', 'MAP2K5', 'GSK3B', 'FMR1', 'OSBP', 'PTPA', 'SPHK1', 'MAPK9', 'MAP2K3']"
GO:0010647~positive regulation of cell communication,71,5.25e-06,"6275, 9101, 5781, 5584, 6477, 8654, 10612, 673, 10614, 1455, 952, 53944, 5578, 9218, 8767, 5579, 5019, 1936, 3093, 2081, 5594, 5595, 4067, 2876, 79444, 2597, 51377, 207, 408, 6714, 10105, 9125, 9046, 6774, 116986, 3066, 282618, 572, 374, 3458, 1796, 3611, 1950, 10913, 1399, 2321, 10550, 7337, 5495, 4087, 8644, 4088, 7432, 6464, 4089, 5894, 55072, 8087, 1490, 5607, 2932, 2332, 192669, 10000, 8517, 867, 5007, 8877, 5601, 55915, 5606",416,1.732277947,"['S100A4', 'USP8', 'PTPN11', 'PRKCI', 'SIAH1', 'PDE5A', 'TRIM3', 'BRAF', 'HEXIM1', 'CSNK1G2', 'CD38', 'CSNK1G1', 'PRKCA', 'VAPA', 'RIPK2', 'PRKCB', 'OXCT1', 'EEF1D', 'UBE2K', 'ERN1', 'MAPK1', 'MAPK3', 'LYN', 'GPX1', 'BIRC7', 'GAPDH', 'UCHL5', 'AKT1', 'ARRB1', 'SRC', 'PPIF', 'CNOT9', 'DOK2', 'STAT3', 'AGAP2', 'HDAC2', 'IFNL1', 'BAD', 'AREG', 'IFNG', 'DOK1', 'ILK', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'ARL6IP5', 'UBE3A', 'PPM1B', 'SMAD2', 'AKR1C3', 'SMAD3', 'VIP', 'SHC1', 'SMAD4', 'RAF1', 'RNF31', 'FXR1', 'CCN2', 'MAP2K5', 'GSK3B', 'FMR1', 'AGO3', 'AKT3', 'IKBKG', 'CBL', 'OSBP', 'SPHK1', 'MAPK9', 'LANCL2', 'MAP2K3']"
GO:0023056~positive regulation of signaling,71,5.85e-06,"6275, 9101, 5781, 5584, 6477, 8654, 10612, 673, 10614, 1455, 952, 53944, 5578, 9218, 8767, 5579, 5019, 1936, 3093, 2081, 5594, 5595, 4067, 2876, 79444, 2597, 51377, 207, 408, 6714, 10105, 9125, 9046, 6774, 116986, 3066, 282618, 572, 374, 3458, 1796, 3611, 1950, 10913, 1399, 2321, 10550, 7337, 5495, 4087, 8644, 4088, 7432, 6464, 4089, 5894, 55072, 8087, 1490, 5607, 2932, 2332, 192669, 10000, 8517, 867, 5007, 8877, 5601, 55915, 5606",416,1.726836236,"['S100A4', 'USP8', 'PTPN11', 'PRKCI', 'SIAH1', 'PDE5A', 'TRIM3', 'BRAF', 'HEXIM1', 'CSNK1G2', 'CD38', 'CSNK1G1', 'PRKCA', 'VAPA', 'RIPK2', 'PRKCB', 'OXCT1', 'EEF1D', 'UBE2K', 'ERN1', 'MAPK1', 'MAPK3', 'LYN', 'GPX1', 'BIRC7', 'GAPDH', 'UCHL5', 'AKT1', 'ARRB1', 'SRC', 'PPIF', 'CNOT9', 'DOK2', 'STAT3', 'AGAP2', 'HDAC2', 'IFNL1', 'BAD', 'AREG', 'IFNG', 'DOK1', 'ILK', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'ARL6IP5', 'UBE3A', 'PPM1B', 'SMAD2', 'AKR1C3', 'SMAD3', 'VIP', 'SHC1', 'SMAD4', 'RAF1', 'RNF31', 'FXR1', 'CCN2', 'MAP2K5', 'GSK3B', 'FMR1', 'AGO3', 'AKT3', 'IKBKG', 'CBL', 'OSBP', 'SPHK1', 'MAPK9', 'LANCL2', 'MAP2K3']"
GO:0009966~regulation of signal transduction,106,5.86e-06,"6198, 9101, 5781, 23607, 6477, 8654, 84959, 596, 1455, 53944, 9218, 8767, 3635, 3093, 4067, 5037, 79643, 84313, 51377, 5305, 408, 9125, 8396, 6772, 10193, 29, 6774, 116986, 64853, 9361, 374, 23380, 10913, 2321, 7337, 56957, 4087, 4088, 4089, 9138, 55072, 59272, 1490, 5607, 2730, 10000, 5601, 55915, 5606, 9146, 23526, 9265, 8452, 6275, 5584, 22839, 4090, 9261, 23081, 26470, 10612, 673, 10614, 5578, 5579, 10298, 1936, 2081, 5594, 5595, 2241, 27330, 2876, 79444, 2597, 5588, 207, 6714, 10105, 7409, 9046, 7424, 8994, 9049, 3066, 80739, 282618, 572, 3458, 55022, 1796, 3611, 1950, 1399, 10550, 5495, 8644, 6464, 5894, 2932, 192669, 8517, 867, 5007, 8877, 26060",416,1.516058699,"['RPS6KB1', 'USP8', 'PTPN11', 'CD2AP', 'SIAH1', 'PDE5A', 'UBASH3B', 'BCL2', 'CSNK1G2', 'CSNK1G1', 'VAPA', 'RIPK2', 'INPP5D', 'UBE2K', 'LYN', 'PEBP1', 'CHMP6', 'VPS25', 'UCHL5', 'PIP4K2A', 'ARRB1', 'CNOT9', 'PIP4K2B', 'STAT1', 'RNF41', 'ABR', 'STAT3', 'AGAP2', 'AIDA', 'LONP1', 'AREG', 'SRGAP2', 'EDAR', 'FLT1', 'UBE3A', 'OTUD7B', 'SMAD2', 'SMAD3', 'SMAD4', 'ARHGEF1', 'RNF31', 'ACE2', 'CCN2', 'MAP2K5', 'GCLM', 'AKT3', 'MAPK9', 'LANCL2', 'MAP2K3', 'HGS', 'ARHGAP45', 'CYTH3', 'CUL3', 'S100A4', 'PRKCI', 'DLGAP4', 'SMAD5', 'MAPKAPK2', 'KDM4C', 'SEZ6L2', 'TRIM3', 'BRAF', 'HEXIM1', 'PRKCA', 'PRKCB', 'PAK4', 'EEF1D', 'ERN1', 'MAPK1', 'MAPK3', 'FER', 'RPS6KA6', 'GPX1', 'BIRC7', 'GAPDH', 'PRKCQ', 'AKT1', 'SRC', 'PPIF', 'VAV1', 'DOK2', 'VEGFC', 'LIMD1', 'AIP', 'HDAC2', 'MPIG6B', 'IFNL1', 'BAD', 'IFNG', 'PID1', 'DOK1', 'ILK', 'EGF', 'CRKL', 'ARL6IP5', 'PPM1B', 'AKR1C3', 'SHC1', 'RAF1', 'GSK3B', 'AGO3', 'IKBKG', 'CBL', 'OSBP', 'SPHK1', 'APPL1']"
GO:0009967~positive regulation of signal transduction,65,8.46e-06,"6275, 9101, 5781, 5584, 6477, 8654, 10612, 673, 10614, 1455, 53944, 5578, 9218, 8767, 5579, 1936, 3093, 2081, 5595, 4067, 2876, 79444, 2597, 51377, 207, 408, 6714, 10105, 9125, 9046, 6774, 116986, 3066, 282618, 572, 374, 3458, 1796, 3611, 1950, 10913, 1399, 2321, 10550, 7337, 5495, 4087, 8644, 4088, 6464, 4089, 5894, 55072, 1490, 5607, 2932, 192669, 10000, 8517, 867, 5007, 8877, 5601, 55915, 5606",416,1.763744889,"['S100A4', 'USP8', 'PTPN11', 'PRKCI', 'SIAH1', 'PDE5A', 'TRIM3', 'BRAF', 'HEXIM1', 'CSNK1G2', 'CSNK1G1', 'PRKCA', 'VAPA', 'RIPK2', 'PRKCB', 'EEF1D', 'UBE2K', 'ERN1', 'MAPK3', 'LYN', 'GPX1', 'BIRC7', 'GAPDH', 'UCHL5', 'AKT1', 'ARRB1', 'SRC', 'PPIF', 'CNOT9', 'DOK2', 'STAT3', 'AGAP2', 'HDAC2', 'IFNL1', 'BAD', 'AREG', 'IFNG', 'DOK1', 'ILK', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'ARL6IP5', 'UBE3A', 'PPM1B', 'SMAD2', 'AKR1C3', 'SMAD3', 'SHC1', 'SMAD4', 'RAF1', 'RNF31', 'CCN2', 'MAP2K5', 'GSK3B', 'AGO3', 'AKT3', 'IKBKG', 'CBL', 'OSBP', 'SPHK1', 'MAPK9', 'LANCL2', 'MAP2K3']"
GO:1902533~positive regulation of intracellular signal transduction,48,8.72e-06,"6275, 5781, 9046, 6477, 8654, 116986, 3066, 282618, 374, 572, 673, 3458, 10614, 1796, 3611, 1950, 10913, 1399, 2321, 10550, 5578, 7337, 9218, 5579, 8767, 1936, 2081, 8644, 5595, 6464, 4067, 5894, 55072, 1490, 5607, 2876, 79444, 2597, 192669, 10000, 8517, 207, 867, 5007, 8877, 408, 6714, 5606",416,1.990899725,"['S100A4', 'PTPN11', 'DOK2', 'SIAH1', 'PDE5A', 'AGAP2', 'HDAC2', 'IFNL1', 'AREG', 'BAD', 'BRAF', 'IFNG', 'HEXIM1', 'DOK1', 'ILK', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'ARL6IP5', 'PRKCA', 'UBE3A', 'VAPA', 'PRKCB', 'RIPK2', 'EEF1D', 'ERN1', 'AKR1C3', 'MAPK3', 'SHC1', 'LYN', 'RAF1', 'RNF31', 'CCN2', 'MAP2K5', 'GPX1', 'BIRC7', 'GAPDH', 'AGO3', 'AKT3', 'IKBKG', 'AKT1', 'CBL', 'OSBP', 'SPHK1', 'ARRB1', 'SRC', 'MAP2K3']"
GO:0001934~positive regulation of protein phosphorylation,44,9.51e-06,"9125, 5781, 9046, 7424, 8654, 116986, 3066, 2251, 282618, 374, 596, 673, 3458, 1796, 3611, 1950, 10913, 1399, 2321, 10550, 5578, 8767, 30844, 3093, 2081, 4361, 5594, 5595, 6464, 4067, 4089, 5894, 1490, 8087, 5607, 79444, 2332, 207, 5007, 208, 8877, 408, 6714, 5606",416,2.064636752,"['CNOT9', 'PTPN11', 'DOK2', 'VEGFC', 'PDE5A', 'AGAP2', 'HDAC2', 'FGF6', 'IFNL1', 'AREG', 'BCL2', 'BRAF', 'IFNG', 'DOK1', 'ILK', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'ARL6IP5', 'PRKCA', 'RIPK2', 'EHD4', 'UBE2K', 'ERN1', 'MRE11', 'MAPK1', 'MAPK3', 'SHC1', 'LYN', 'SMAD4', 'RAF1', 'CCN2', 'FXR1', 'MAP2K5', 'BIRC7', 'FMR1', 'AKT1', 'OSBP', 'AKT2', 'SPHK1', 'ARRB1', 'SRC', 'MAP2K3']"
GO:0000165~MAPK cascade,39,1.17e-05,"9146, 5781, 9046, 11183, 8654, 64853, 9261, 673, 1796, 1950, 10913, 1399, 2321, 151742, 10550, 5578, 8767, 2081, 4086, 5594, 5595, 4088, 6464, 4067, 4089, 5894, 5037, 59272, 1490, 5607, 27330, 79444, 5501, 5601, 8877, 7867, 408, 6714, 5606",416,2.167127691,"['HGS', 'PTPN11', 'DOK2', 'MAP4K5', 'PDE5A', 'AIDA', 'MAPKAPK2', 'BRAF', 'DOK1', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'PPM1L', 'ARL6IP5', 'PRKCA', 'RIPK2', 'ERN1', 'SMAD1', 'MAPK1', 'MAPK3', 'SMAD3', 'SHC1', 'LYN', 'SMAD4', 'RAF1', 'PEBP1', 'ACE2', 'CCN2', 'MAP2K5', 'RPS6KA6', 'BIRC7', 'PPP1CC', 'MAPK9', 'SPHK1', 'MAPKAPK3', 'ARRB1', 'SRC', 'MAP2K3']"
GO:0023014~signal transduction by protein phosphorylation,39,1.17e-05,"9146, 5781, 9046, 11183, 8654, 64853, 9261, 673, 1796, 1950, 10913, 1399, 2321, 151742, 10550, 5578, 8767, 2081, 4086, 5594, 5595, 4088, 6464, 4067, 4089, 5894, 5037, 59272, 1490, 5607, 27330, 79444, 5501, 5601, 8877, 7867, 408, 6714, 5606",416,2.167127691,"['HGS', 'PTPN11', 'DOK2', 'MAP4K5', 'PDE5A', 'AIDA', 'MAPKAPK2', 'BRAF', 'DOK1', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'PPM1L', 'ARL6IP5', 'PRKCA', 'RIPK2', 'ERN1', 'SMAD1', 'MAPK1', 'MAPK3', 'SMAD3', 'SHC1', 'LYN', 'SMAD4', 'RAF1', 'PEBP1', 'ACE2', 'CCN2', 'MAP2K5', 'RPS6KA6', 'BIRC7', 'PPP1CC', 'MAPK9', 'SPHK1', 'MAPKAPK3', 'ARRB1', 'SRC', 'MAP2K3']"
GO:0042327~positive regulation of phosphorylation,46,1.19e-05,"8850, 9125, 5781, 9046, 7424, 8654, 116986, 3066, 2251, 282618, 374, 572, 596, 673, 3458, 1796, 3611, 1950, 10913, 1399, 2321, 10550, 5578, 8767, 30844, 3093, 2081, 4361, 5594, 5595, 6464, 4067, 4089, 5894, 1490, 8087, 5607, 79444, 2332, 207, 5007, 208, 8877, 408, 6714, 5606",416,2.004595721,"['KAT2B', 'CNOT9', 'PTPN11', 'DOK2', 'VEGFC', 'PDE5A', 'AGAP2', 'HDAC2', 'FGF6', 'IFNL1', 'AREG', 'BAD', 'BCL2', 'BRAF', 'IFNG', 'DOK1', 'ILK', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'ARL6IP5', 'PRKCA', 'RIPK2', 'EHD4', 'UBE2K', 'ERN1', 'MRE11', 'MAPK1', 'MAPK3', 'SHC1', 'LYN', 'SMAD4', 'RAF1', 'CCN2', 'FXR1', 'MAP2K5', 'BIRC7', 'FMR1', 'AKT1', 'OSBP', 'AKT2', 'SPHK1', 'ARRB1', 'SRC', 'MAP2K3']"
GO:0045937~positive regulation of phosphate metabolic process,49,1.23e-05,"8850, 5781, 8654, 673, 596, 5578, 8767, 3093, 2081, 5594, 5595, 4067, 79444, 207, 208, 408, 6714, 9125, 9046, 7424, 116986, 3066, 2251, 282618, 572, 374, 3458, 55022, 1796, 3611, 1950, 10913, 1399, 2321, 10550, 30844, 4361, 4088, 6464, 4089, 5894, 8087, 1490, 5607, 2332, 5007, 5524, 8877, 5606",416,1.947187356,"['KAT2B', 'PTPN11', 'PDE5A', 'BRAF', 'BCL2', 'PRKCA', 'RIPK2', 'UBE2K', 'ERN1', 'MAPK1', 'MAPK3', 'LYN', 'BIRC7', 'AKT1', 'AKT2', 'ARRB1', 'SRC', 'CNOT9', 'DOK2', 'VEGFC', 'AGAP2', 'HDAC2', 'FGF6', 'IFNL1', 'BAD', 'AREG', 'IFNG', 'PID1', 'DOK1', 'ILK', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'ARL6IP5', 'EHD4', 'MRE11', 'SMAD3', 'SHC1', 'SMAD4', 'RAF1', 'FXR1', 'CCN2', 'MAP2K5', 'FMR1', 'OSBP', 'PTPA', 'SPHK1', 'MAP2K3']"
GO:0010562~positive regulation of phosphorus metabolic process,49,1.23e-05,"8850, 5781, 8654, 673, 596, 5578, 8767, 3093, 2081, 5594, 5595, 4067, 79444, 207, 208, 408, 6714, 9125, 9046, 7424, 116986, 3066, 2251, 282618, 572, 374, 3458, 55022, 1796, 3611, 1950, 10913, 1399, 2321, 10550, 30844, 4361, 4088, 6464, 4089, 5894, 8087, 1490, 5607, 2332, 5007, 5524, 8877, 5606",416,1.947187356,"['KAT2B', 'PTPN11', 'PDE5A', 'BRAF', 'BCL2', 'PRKCA', 'RIPK2', 'UBE2K', 'ERN1', 'MAPK1', 'MAPK3', 'LYN', 'BIRC7', 'AKT1', 'AKT2', 'ARRB1', 'SRC', 'CNOT9', 'DOK2', 'VEGFC', 'AGAP2', 'HDAC2', 'FGF6', 'IFNL1', 'BAD', 'AREG', 'IFNG', 'PID1', 'DOK1', 'ILK', 'EGF', 'EDAR', 'CRKL', 'FLT1', 'ARL6IP5', 'EHD4', 'MRE11', 'SMAD3', 'SHC1', 'SMAD4', 'RAF1', 'FXR1', 'CCN2', 'MAP2K5', 'FMR1', 'OSBP', 'PTPA', 'SPHK1', 'MAP2K3']"
GO:0010604~positive regulation of macromolecule metabolic process,112,2.06e-05,"6197, 6198, 9101, 5781, 8654, 23326, 596, 54472, 8767, 3093, 7332, 7454, 4067, 10262, 26205, 3371, 51377, 5702, 408, 9125, 6772, 10193, 6774, 116986, 374, 10913, 2321, 84105, 7337, 5315, 135112, 87178, 4361, 5450, 4086, 4087, 4088, 4089, 1490, 5607, 2332, 9647, 5601, 11059, 5606, 9146, 8850, 8452, 29109, 3561, 4090, 79058, 55364, 673, 1017, 952, 5578, 5579, 9817, 2081, 4141, 140609, 5594, 5595, 9798, 26523, 3329, 83547, 1820, 79444, 26088, 5588, 207, 208, 6714, 9046, 7424, 9049, 3068, 3066, 2251, 282618, 572, 3458, 55022, 1796, 3611, 29842, 1950, 1399, 10550, 30844, 26292, 2648, 4286, 7432, 6464, 22948, 4287, 5894, 23633, 8087, 5093, 5094, 2932, 192669, 8517, 5007, 5524, 8877, 56648, 87",416,1.452102879,"['RPS6KA3', 'RPS6KB1', 'USP8', 'PTPN11', 'PDE5A', 'USP22', 'BCL2', 'TOLLIP', 'RIPK2', 'UBE2K', 'UBE2L3', 'WAS', 'LYN', 'SF3B4', 'GMEB2', 'TNC', 'UCHL5', 'PSMC3', 'ARRB1', 'CNOT9', 'STAT1', 'RNF41', 'STAT3', 'AGAP2', 'AREG', 'EDAR', 'FLT1', 'PCBD2', 'UBE3A', 'PKM', 'NCOA7', 'PNPT1', 'MRE11', 'POU2AF1', 'SMAD1', 'SMAD2', 'SMAD3', 'SMAD4', 'CCN2', 'MAP2K5', 'FMR1', 'PPM1F', 'MAPK9', 'WWP1', 'MAP2K3', 'HGS', 'KAT2B', 'CUL3', 'FHOD1', 'IL2RG', 'SMAD5', 'ASPSCR1', 'IMPACT', 'BRAF', 'CDK2', 'CD38', 'PRKCA', 'PRKCB', 'KEAP1', 'ERN1', 'MARS1', 'NEK7', 'MAPK1', 'MAPK3', 'IST1', 'AGO1', 'HSPD1', 'RILP', 'ARID3A', 'BIRC7', 'GGA1', 'PRKCQ', 'AKT1', 'AKT2', 'SRC', 'DOK2', 'VEGFC', 'AIP', 'HDGF', 'HDAC2', 'FGF6', 'IFNL1', 'BAD', 'IFNG', 'PID1', 'DOK1', 'ILK', 'TFCP2L1', 'EGF', 'CRKL', 'ARL6IP5', 'EHD4', 'MYCBP', 'KAT2A', 'MITF', 'VIP', 'SHC1', 'CCT5', 'ATXN3', 'RAF1', 'KPNA6', 'FXR1', 'PCBP1', 'PCBP2', 'GSK3B', 'AGO3', 'IKBKG', 'OSBP', 'PTPA', 'SPHK1', 'EIF5A2', 'ACTN1']"
