GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0002443~leukocyte mediated immunity,30,3.46e-10,"2922, 2204, 57823, 8809, 1378, 1178, 3135, 6348, 7855, 735, 6504, 716, 717, 718, 7133, 7037, 3594, 1191, 3426, 1401, 325, 567, 722, 79987, 51279, 727, 925, 3689, 3965, 729",291,4.065853145,"['GRP', 'FCAR', 'SLAMF7', 'IL18R1', 'CR1', 'CLC', 'HLA-G', 'CCL3', 'FZD5', 'C9', 'SLAMF1', 'C1S', 'C2', 'C3', 'TNFRSF1B', 'TFRC', 'IL12RB1', 'CLU', 'CFI', 'CRP', 'APCS', 'B2M', 'C4BPA', 'SVEP1', 'C1RL', 'C5', 'CD8A', 'ITGB2', 'LGALS9', 'C6']"
GO:0002449~lymphocyte mediated immunity,26,1.26e-09,"57823, 8809, 1378, 1178, 3135, 7855, 735, 6504, 716, 717, 718, 7133, 7037, 3594, 1191, 3426, 1401, 325, 567, 722, 79987, 51279, 727, 925, 3965, 729",291,4.415939392,"['SLAMF7', 'IL18R1', 'CR1', 'CLC', 'HLA-G', 'FZD5', 'C9', 'SLAMF1', 'C1S', 'C2', 'C3', 'TNFRSF1B', 'TFRC', 'IL12RB1', 'CLU', 'CFI', 'CRP', 'APCS', 'B2M', 'C4BPA', 'SVEP1', 'C1RL', 'C5', 'CD8A', 'LGALS9', 'C6']"
GO:0002697~regulation of immune effector process,28,2e-09,"9865, 8995, 8809, 1378, 1178, 3135, 5654, 7855, 735, 6504, 4602, 718, 7133, 7037, 4189, 8764, 2220, 3594, 51191, 3426, 3567, 3929, 567, 722, 79987, 51237, 3689, 3965",291,4.016091084,"['TRIL', 'TNFSF18', 'IL18R1', 'CR1', 'CLC', 'HLA-G', 'HTRA1', 'FZD5', 'C9', 'SLAMF1', 'MYB', 'C3', 'TNFRSF1B', 'TFRC', 'DNAJB9', 'TNFRSF14', 'FCN2', 'IL12RB1', 'HERC5', 'CFI', 'IL5', 'LBP', 'B2M', 'C4BPA', 'SVEP1', 'MZB1', 'ITGB2', 'LGALS9']"
GO:0043207~response to external biotic stimulus,48,2.53e-09,"929, 6035, 6038, 3240, 2922, 5618, 2921, 613209, 2204, 3512, 79798, 2167, 6348, 5654, 7855, 81494, 717, 149708, 718, 6362, 7132, 4360, 4283, 7133, 6346, 6863, 7412, 8764, 3078, 2220, 3594, 3394, 55593, 51191, 26228, 1191, 7096, 1401, 27179, 3929, 567, 722, 2332, 6039, 85363, 629, 3965, 4879",291,2.604271949,"['CD14', 'RNASE1', 'RNASE4', 'HP', 'GRP', 'PRLR', 'CXCL3', 'DEFB135', 'FCAR', 'JCHAIN', 'ARMC5', 'FABP4', 'CCL3', 'HTRA1', 'FZD5', 'CFHR5', 'C2', 'WFDC5', 'C3', 'CCL18', 'TNFRSF1A', 'MRC1', 'CXCL9', 'TNFRSF1B', 'CCL1', 'TAC1', 'VCAM1', 'TNFRSF14', 'CFHR1', 'FCN2', 'IL12RB1', 'IRF8', 'OTUD5', 'HERC5', 'STAP1', 'CLU', 'TLR1', 'CRP', 'IL36A', 'LBP', 'B2M', 'C4BPA', 'FMR1', 'RNASE6', 'TRIM5', 'CFB', 'LGALS9', 'NPPB']"
GO:0009607~response to biotic stimulus,49,3.16e-09,"6035, 6038, 3240, 5618, 613209, 3512, 5654, 6348, 81494, 717, 718, 6362, 7132, 7133, 7412, 1191, 7096, 27179, 3929, 567, 722, 6039, 85363, 3965, 929, 8751, 2922, 2921, 2204, 79798, 2167, 7855, 149708, 4360, 4283, 6346, 6863, 8764, 3078, 2220, 3594, 55593, 3394, 51191, 26228, 1401, 2332, 629, 4879",291,2.55218651,"['RNASE1', 'RNASE4', 'HP', 'PRLR', 'DEFB135', 'JCHAIN', 'HTRA1', 'CCL3', 'CFHR5', 'C2', 'C3', 'CCL18', 'TNFRSF1A', 'TNFRSF1B', 'VCAM1', 'CLU', 'TLR1', 'IL36A', 'LBP', 'B2M', 'C4BPA', 'RNASE6', 'TRIM5', 'LGALS9', 'CD14', 'ADAM15', 'GRP', 'CXCL3', 'FCAR', 'ARMC5', 'FABP4', 'FZD5', 'WFDC5', 'MRC1', 'CXCL9', 'CCL1', 'TAC1', 'TNFRSF14', 'CFHR1', 'FCN2', 'IL12RB1', 'OTUD5', 'IRF8', 'HERC5', 'STAP1', 'CRP', 'FMR1', 'CFB', 'NPPB']"
GO:0050778~positive regulation of immune response,38,3.8e-09,"929, 9865, 8809, 1378, 3135, 7855, 5699, 735, 81494, 6504, 716, 4602, 717, 718, 7037, 8764, 3078, 2220, 3594, 26228, 1191, 7096, 3426, 1401, 3929, 325, 567, 722, 146722, 79987, 51279, 727, 925, 3689, 85363, 629, 3965, 729",291,3.022203017,"['CD14', 'TRIL', 'IL18R1', 'CR1', 'HLA-G', 'FZD5', 'PSMB10', 'C9', 'CFHR5', 'SLAMF1', 'C1S', 'MYB', 'C2', 'C3', 'TFRC', 'TNFRSF14', 'CFHR1', 'FCN2', 'IL12RB1', 'STAP1', 'CLU', 'TLR1', 'CFI', 'CRP', 'LBP', 'APCS', 'B2M', 'C4BPA', 'CD300LF', 'SVEP1', 'C1RL', 'C5', 'CD8A', 'ITGB2', 'TRIM5', 'CFB', 'LGALS9', 'C6']"
GO:0051707~response to other organism,47,6.94e-09,"929, 6035, 6038, 3240, 5618, 2921, 613209, 2204, 3512, 79798, 2167, 6348, 5654, 7855, 81494, 717, 149708, 718, 6362, 7132, 4360, 4283, 7133, 6346, 6863, 7412, 8764, 3078, 2220, 3594, 3394, 55593, 51191, 26228, 1191, 7096, 1401, 27179, 3929, 567, 722, 2332, 6039, 85363, 629, 3965, 4879",291,2.55628168,"['CD14', 'RNASE1', 'RNASE4', 'HP', 'PRLR', 'CXCL3', 'DEFB135', 'FCAR', 'JCHAIN', 'ARMC5', 'FABP4', 'CCL3', 'HTRA1', 'FZD5', 'CFHR5', 'C2', 'WFDC5', 'C3', 'CCL18', 'TNFRSF1A', 'MRC1', 'CXCL9', 'TNFRSF1B', 'CCL1', 'TAC1', 'VCAM1', 'TNFRSF14', 'CFHR1', 'FCN2', 'IL12RB1', 'IRF8', 'OTUD5', 'HERC5', 'STAP1', 'CLU', 'TLR1', 'CRP', 'IL36A', 'LBP', 'B2M', 'C4BPA', 'FMR1', 'RNASE6', 'TRIM5', 'CFB', 'LGALS9', 'NPPB']"
GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,25,1.15e-08,"8995, 8809, 1378, 1178, 3135, 7855, 735, 6504, 716, 717, 718, 7133, 7037, 3594, 1191, 3426, 1401, 325, 567, 722, 79987, 51279, 727, 925, 729",291,4.109463781,"['TNFSF18', 'IL18R1', 'CR1', 'CLC', 'HLA-G', 'FZD5', 'C9', 'SLAMF1', 'C1S', 'C2', 'C3', 'TNFRSF1B', 'TFRC', 'IL12RB1', 'CLU', 'CFI', 'CRP', 'APCS', 'B2M', 'C4BPA', 'SVEP1', 'C1RL', 'C5', 'CD8A', 'C6']"
"GO:0006958~complement activation, classical pathway",14,6.79e-08,"1191, 3426, 1401, 1378, 325, 79987, 722, 51279, 735, 716, 727, 717, 718, 729",291,7.263477234,"['CLU', 'CFI', 'CRP', 'CR1', 'APCS', 'SVEP1', 'C4BPA', 'C1RL', 'C9', 'C1S', 'C5', 'C2', 'C3', 'C6']"
GO:0009617~response to bacterium,35,1.35e-07,"929, 6035, 6038, 3240, 5618, 2921, 613209, 2204, 3512, 2167, 6348, 7855, 717, 149708, 718, 7132, 4360, 4283, 7133, 6863, 7412, 8764, 2220, 3394, 55593, 26228, 7096, 1401, 27179, 3929, 567, 722, 6039, 629, 3965",291,2.780278367,"['CD14', 'RNASE1', 'RNASE4', 'HP', 'PRLR', 'CXCL3', 'DEFB135', 'FCAR', 'JCHAIN', 'FABP4', 'CCL3', 'FZD5', 'C2', 'WFDC5', 'C3', 'TNFRSF1A', 'MRC1', 'CXCL9', 'TNFRSF1B', 'TAC1', 'VCAM1', 'TNFRSF14', 'FCN2', 'IRF8', 'OTUD5', 'STAP1', 'TLR1', 'CRP', 'IL36A', 'LBP', 'B2M', 'C4BPA', 'RNASE6', 'CFB', 'LGALS9']"
GO:0002455~humoral immune response mediated by circulating immunoglobulin,14,2.13e-07,"1191, 3426, 1401, 1378, 325, 79987, 722, 51279, 735, 716, 727, 717, 718, 729",291,6.593794936,"['CLU', 'CFI', 'CRP', 'CR1', 'APCS', 'SVEP1', 'C4BPA', 'C1RL', 'C9', 'C1S', 'C5', 'C2', 'C3', 'C6']"
GO:0002250~adaptive immune response,33,4.01e-07,"8995, 57823, 8809, 151888, 1378, 3512, 1178, 2267, 3135, 10990, 7855, 735, 6504, 716, 717, 718, 7133, 7037, 8764, 3594, 1191, 3903, 3426, 1401, 325, 567, 722, 79987, 10462, 51279, 727, 925, 729",291,2.760069075,"['TNFSF18', 'SLAMF7', 'IL18R1', 'BTLA', 'CR1', 'JCHAIN', 'CLC', 'FGL1', 'HLA-G', 'LILRB5', 'FZD5', 'C9', 'SLAMF1', 'C1S', 'C2', 'C3', 'TNFRSF1B', 'TFRC', 'TNFRSF14', 'IL12RB1', 'CLU', 'LAIR1', 'CFI', 'CRP', 'APCS', 'B2M', 'C4BPA', 'SVEP1', 'CLEC10A', 'C1RL', 'C5', 'CD8A', 'C6']"
GO:0002253~activation of immune response,27,1.97e-06,"929, 9865, 1378, 5699, 735, 81494, 716, 717, 718, 3078, 2220, 26228, 1191, 7096, 3426, 1401, 3929, 325, 722, 146722, 79987, 51279, 727, 925, 85363, 629, 729",291,2.934601043,"['CD14', 'TRIL', 'CR1', 'PSMB10', 'C9', 'CFHR5', 'C1S', 'C2', 'C3', 'CFHR1', 'FCN2', 'STAP1', 'CLU', 'TLR1', 'CFI', 'CRP', 'LBP', 'APCS', 'C4BPA', 'CD300LF', 'SVEP1', 'C1RL', 'C5', 'CD8A', 'TRIM5', 'CFB', 'C6']"
GO:0019724~B cell mediated immunity,16,2.32e-06,"7037, 1191, 3426, 1401, 1378, 325, 79987, 722, 3135, 51279, 735, 716, 727, 717, 718, 729",291,4.599753053,"['TFRC', 'CLU', 'CFI', 'CRP', 'CR1', 'APCS', 'SVEP1', 'C4BPA', 'HLA-G', 'C1RL', 'C9', 'C1S', 'C5', 'C2', 'C3', 'C6']"
GO:0016064~immunoglobulin mediated immune response,15,9.59e-06,"7037, 1191, 3426, 1401, 1378, 325, 79987, 722, 51279, 735, 716, 727, 717, 718, 729",291,4.369008862,"['TFRC', 'CLU', 'CFI', 'CRP', 'CR1', 'APCS', 'SVEP1', 'C4BPA', 'C1RL', 'C9', 'C1S', 'C5', 'C2', 'C3', 'C6']"
GO:0030449~regulation of complement activation,6,6.5e-05,"3426, 1378, 79987, 722, 735, 718",291,13.73977959,"['CFI', 'CR1', 'SVEP1', 'C4BPA', 'C9', 'C3']"
GO:0002237~response to molecule of bacterial origin,18,7.53e-05,"929, 4360, 4283, 7133, 7412, 3394, 55593, 26228, 7096, 2921, 2204, 27179, 3929, 567, 6348, 7855, 717, 3965",291,3.112918814,"['CD14', 'MRC1', 'CXCL9', 'TNFRSF1B', 'VCAM1', 'IRF8', 'OTUD5', 'STAP1', 'TLR1', 'CXCL3', 'FCAR', 'IL36A', 'LBP', 'B2M', 'CCL3', 'FZD5', 'C2', 'LGALS9']"
GO:2000257~regulation of protein activation cascade,6,0.000106,"3426, 1378, 79987, 722, 735, 718",291,12.45167526,"['CFI', 'CR1', 'SVEP1', 'C4BPA', 'C9', 'C3']"
GO:0002673~regulation of acute inflammatory response,8,0.000156,"3426, 1378, 325, 79987, 722, 5468, 735, 718",291,6.89962958,"['CFI', 'CR1', 'APCS', 'SVEP1', 'C4BPA', 'PPARG', 'C9', 'C3']"
GO:0002820~negative regulation of adaptive immune response,7,0.00036,"1378, 79987, 722, 8995, 8764, 3135, 6504",291,7.378770523,"['CR1', 'SVEP1', 'C4BPA', 'TNFSF18', 'TNFRSF14', 'HLA-G', 'SLAMF1']"
GO:0098542~defense response to other organism,23,0.001220843,"7132, 4283, 6035, 6863, 6038, 8764, 3078, 2220, 3594, 3394, 3240, 51191, 613209, 1401, 3512, 79798, 3929, 567, 5654, 6039, 81494, 149708, 85363",291,2.136231466,"['TNFRSF1A', 'CXCL9', 'RNASE1', 'TAC1', 'RNASE4', 'TNFRSF14', 'CFHR1', 'FCN2', 'IL12RB1', 'IRF8', 'HP', 'HERC5', 'DEFB135', 'CRP', 'JCHAIN', 'ARMC5', 'LBP', 'B2M', 'HTRA1', 'RNASE6', 'CFHR5', 'WFDC5', 'TRIM5']"
GO:0002920~regulation of humoral immune response,6,0.001274829,"3426, 1378, 79987, 722, 735, 718",291,7.378770523,"['CFI', 'CR1', 'SVEP1', 'C4BPA', 'C9', 'C3']"
GO:0002707~negative regulation of lymphocyte mediated immunity,6,0.001759404,"1378, 79987, 722, 3135, 6504, 3965",291,6.869889797,"['CR1', 'SVEP1', 'C4BPA', 'HLA-G', 'SLAMF1', 'LGALS9']"
GO:0002823~negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,6,0.001759404,"1378, 79987, 722, 8995, 3135, 6504",291,6.869889797,"['CR1', 'SVEP1', 'C4BPA', 'TNFSF18', 'HLA-G', 'SLAMF1']"
GO:0002704~negative regulation of leukocyte mediated immunity,6,0.003776507,"1378, 79987, 722, 3135, 6504, 3965",291,5.774689975,"['CR1', 'SVEP1', 'C4BPA', 'HLA-G', 'SLAMF1', 'LGALS9']"
"GO:0030451~regulation of complement activation, alternative pathway",3,0.005919647,"3426, 1378, 718",291,24.90335052,"['CFI', 'CR1', 'C3']"
"GO:0045959~negative regulation of complement activation, classical pathway",3,0.007535904,"1378, 79987, 722",291,22.13631157,"['CR1', 'SVEP1', 'C4BPA']"
GO:0002698~negative regulation of immune effector process,8,0.00786783,"1378, 79987, 722, 8995, 3135, 5654, 6504, 3965",291,3.518354157,"['CR1', 'SVEP1', 'C4BPA', 'TNFSF18', 'HLA-G', 'HTRA1', 'SLAMF1', 'LGALS9']"
"GO:0030450~regulation of complement activation, classical pathway",3,0.009327082,"1378, 79987, 722",291,19.92268041,"['CR1', 'SVEP1', 'C4BPA']"
GO:0002924~negative regulation of humoral immune response mediated by circulating immunoglobulin,3,0.013412024,"1378, 79987, 722",291,16.60223368,"['CR1', 'SVEP1', 'C4BPA']"
GO:0002712~regulation of B cell mediated immunity,5,0.015606158,"1378, 7037, 79987, 722, 718",291,5.188198024,"['CR1', 'TFRC', 'SVEP1', 'C4BPA', 'C3']"
GO:0002889~regulation of immunoglobulin mediated immune response,5,0.015606158,"1378, 7037, 79987, 722, 718",291,5.188198024,"['CR1', 'TFRC', 'SVEP1', 'C4BPA', 'C3']"
GO:0070613~regulation of protein processing,6,0.01675496,"3426, 1378, 79987, 722, 735, 718",291,4.024783922,"['CFI', 'CR1', 'SVEP1', 'C4BPA', 'C9', 'C3']"
GO:0016485~protein processing,11,0.017630188,"3426, 1378, 2158, 79987, 722, 51279, 735, 2152, 3240, 9508, 718",291,2.387249287,"['CFI', 'CR1', 'F9', 'SVEP1', 'C4BPA', 'C1RL', 'C9', 'F3', 'HP', 'ADAMTS3', 'C3']"
GO:1903317~regulation of protein maturation,6,0.018117293,"3426, 1378, 79987, 722, 735, 718",291,3.94508523,"['CFI', 'CR1', 'SVEP1', 'C4BPA', 'C9', 'C3']"
GO:0050777~negative regulation of immune response,9,0.020333942,"1378, 79987, 722, 8995, 8764, 3135, 5468, 6504, 3965",291,2.668216127,"['CR1', 'SVEP1', 'C4BPA', 'TNFSF18', 'TNFRSF14', 'HLA-G', 'PPARG', 'SLAMF1', 'LGALS9']"
GO:0045916~negative regulation of complement activation,3,0.020715997,"1378, 79987, 722",291,13.28178694,"['CR1', 'SVEP1', 'C4BPA']"
GO:2000258~negative regulation of protein activation cascade,3,0.023443946,"1378, 79987, 722",291,12.45167526,"['CR1', 'SVEP1', 'C4BPA']"
GO:0002713~negative regulation of B cell mediated immunity,3,0.026310357,"1378, 79987, 722",291,11.71922377,"['CR1', 'SVEP1', 'C4BPA']"
GO:0002890~negative regulation of immunoglobulin mediated immune response,3,0.026310357,"1378, 79987, 722",291,11.71922377,"['CR1', 'SVEP1', 'C4BPA']"
GO:0002921~negative regulation of humoral immune response,3,0.032439718,"1378, 79987, 722",291,10.48562127,"['CR1', 'SVEP1', 'C4BPA']"
GO:0002923~regulation of humoral immune response mediated by circulating immunoglobulin,3,0.032439718,"1378, 79987, 722",291,10.48562127,"['CR1', 'SVEP1', 'C4BPA']"
GO:0051604~protein maturation,11,0.049017601,"3426, 1378, 2158, 79987, 722, 51279, 735, 2152, 3240, 9508, 718",291,2.006863412,"['CFI', 'CR1', 'F9', 'SVEP1', 'C4BPA', 'C1RL', 'C9', 'F3', 'HP', 'ADAMTS3', 'C3']"
GO:1903318~negative regulation of protein maturation,3,0.151481672,"1378, 79987, 722",291,4.331017481,"['CR1', 'SVEP1', 'C4BPA']"
GO:0010955~negative regulation of protein processing,3,0.151481672,"1378, 79987, 722",291,4.331017481,"['CR1', 'SVEP1', 'C4BPA']"
GO:0001906~cell killing,19,6.77e-08,"6362, 4283, 6346, 6863, 3078, 3594, 26228, 2921, 57823, 1378, 567, 3135, 735, 81494, 727, 3965, 718, 4879, 729",291,4.928788123,"['CCL18', 'CXCL9', 'CCL1', 'TAC1', 'CFHR1', 'IL12RB1', 'STAP1', 'CXCL3', 'SLAMF7', 'CR1', 'B2M', 'HLA-G', 'C9', 'CFHR5', 'C5', 'LGALS9', 'C3', 'NPPB', 'C6']"
GO:0035821~modification of morphology or physiology of other organism,18,8.71e-08,"6362, 4283, 6346, 6863, 3078, 3482, 2192, 2921, 1401, 325, 2332, 6348, 735, 81494, 727, 85363, 4879, 729",291,5.152417348,"['CCL18', 'CXCL9', 'CCL1', 'TAC1', 'CFHR1', 'IGF2R', 'FBLN1', 'CXCL3', 'CRP', 'APCS', 'FMR1', 'CCL3', 'C9', 'CFHR5', 'C5', 'TRIM5', 'NPPB', 'C6']"
GO:0031640~killing of cells of other organism,11,1.8e-05,"6362, 2921, 4283, 6346, 6863, 3078, 735, 81494, 727, 729, 4879",291,5.891115176,"['CCL18', 'CXCL3', 'CXCL9', 'CCL1', 'TAC1', 'CFHR1', 'C9', 'CFHR5', 'C5', 'C6', 'NPPB']"
GO:0044364~disruption of cells of other organism,11,1.8e-05,"6362, 2921, 4283, 6346, 6863, 3078, 735, 81494, 727, 729, 4879",291,5.891115176,"['CCL18', 'CXCL3', 'CXCL9', 'CCL1', 'TAC1', 'CFHR1', 'C9', 'CFHR5', 'C5', 'C6', 'NPPB']"
GO:0019835~cytolysis,7,4.74e-05,"1378, 3929, 3078, 735, 81494, 727, 729",291,10.56505779,"['CR1', 'LBP', 'CFHR1', 'C9', 'CFHR5', 'C5', 'C6']"
GO:0019730~antimicrobial humoral response,10,0.000966,"6362, 2921, 4283, 3512, 567, 6346, 6863, 6039, 149708, 4879",291,3.976582917,"['CCL18', 'CXCL3', 'CXCL9', 'JCHAIN', 'B2M', 'CCL1', 'TAC1', 'RNASE6', 'WFDC5', 'NPPB']"
GO:0061844~antimicrobial humoral immune response mediated by antimicrobial peptide,8,0.0022411,"6362, 2921, 4283, 567, 6346, 6863, 6039, 4879",291,4.427262314,"['CCL18', 'CXCL3', 'CXCL9', 'B2M', 'CCL1', 'TAC1', 'RNASE6', 'NPPB']"
GO:0051240~positive regulation of multicellular organismal process,58,6.06e-07,"9388, 2152, 3481, 3084, 201633, 56975, 8809, 1378, 90, 6348, 50674, 6504, 4920, 4602, 718, 5617, 7133, 6288, 7058, 23654, 285, 1191, 7096, 27179, 3567, 3929, 567, 5468, 727, 3965, 929, 25805, 7422, 27, 8313, 28514, 2922, 411, 3135, 7855, 5754, 51548, 8828, 89780, 8289, 7037, 6423, 6346, 6863, 8764, 3594, 3394, 91461, 3625, 2332, 5764, 4879, 5925",291,1.978283623,"['LIPG', 'F3', 'IGF2', 'NRG1', 'TIGIT', 'FAM20C', 'IL18R1', 'CR1', 'ACVR1', 'CCL3', 'NEUROG3', 'SLAMF1', 'ROR2', 'MYB', 'C3', 'PRL', 'TNFRSF1B', 'SAA1', 'THBS2', 'PLXNB2', 'ANGPT2', 'CLU', 'TLR1', 'IL36A', 'IL5', 'LBP', 'B2M', 'PPARG', 'C5', 'LGALS9', 'CD14', 'BAMBI', 'VEGFA', 'ABL2', 'AXIN2', 'DLL1', 'GRP', 'ARSB', 'HLA-G', 'FZD5', 'PTK7', 'SIRT6', 'NRP2', 'WNT3A', 'ARID1A', 'TFRC', 'SFRP2', 'CCL1', 'TAC1', 'TNFRSF14', 'IL12RB1', 'IRF8', 'PKDCC', 'INHBB', 'FMR1', 'PTN', 'NPPB', 'RB1']"
GO:0001816~cytokine production,34,7.55e-07,"929, 9865, 28514, 2152, 201633, 2192, 8809, 1378, 1178, 3135, 6348, 7855, 6504, 718, 89780, 7133, 6288, 6346, 8764, 3594, 3394, 55593, 1191, 7096, 3625, 1401, 27179, 3929, 347, 567, 1001, 727, 3965, 9508",291,2.628525937,"['CD14', 'TRIL', 'DLL1', 'F3', 'TIGIT', 'FBLN1', 'IL18R1', 'CR1', 'CLC', 'HLA-G', 'CCL3', 'FZD5', 'SLAMF1', 'C3', 'WNT3A', 'TNFRSF1B', 'SAA1', 'CCL1', 'TNFRSF14', 'IL12RB1', 'IRF8', 'OTUD5', 'CLU', 'TLR1', 'INHBB', 'CRP', 'IL36A', 'LBP', 'APOD', 'B2M', 'CDH3', 'C5', 'LGALS9', 'ADAMTS3']"
GO:0001817~regulation of cytokine production,33,5.13e-06,"929, 9865, 28514, 2152, 201633, 2192, 8809, 1378, 1178, 3135, 6348, 7855, 6504, 718, 89780, 7133, 6288, 6346, 8764, 3594, 3394, 55593, 1191, 7096, 3625, 1401, 27179, 3929, 347, 567, 1001, 727, 3965",291,2.448597593,"['CD14', 'TRIL', 'DLL1', 'F3', 'TIGIT', 'FBLN1', 'IL18R1', 'CR1', 'CLC', 'HLA-G', 'CCL3', 'FZD5', 'SLAMF1', 'C3', 'WNT3A', 'TNFRSF1B', 'SAA1', 'CCL1', 'TNFRSF14', 'IL12RB1', 'IRF8', 'OTUD5', 'CLU', 'TLR1', 'INHBB', 'CRP', 'IL36A', 'LBP', 'APOD', 'B2M', 'CDH3', 'C5', 'LGALS9']"
GO:0001819~positive regulation of cytokine production,22,5.66e-05,"929, 89780, 6288, 6346, 8764, 3594, 2152, 3394, 201633, 1191, 7096, 8809, 27179, 3929, 567, 3135, 6348, 7855, 6504, 727, 3965, 718",291,2.751405958,"['CD14', 'WNT3A', 'SAA1', 'CCL1', 'TNFRSF14', 'IL12RB1', 'F3', 'IRF8', 'TIGIT', 'CLU', 'TLR1', 'IL18R1', 'IL36A', 'LBP', 'B2M', 'HLA-G', 'CCL3', 'FZD5', 'SLAMF1', 'C5', 'LGALS9', 'C3']"
GO:0022610~biological adhesion,70,5.42e-16,"128434, 3481, 3084, 201633, 2192, 396, 2348, 3959, 57823, 1378, 1178, 2267, 953, 90, 6504, 4602, 8740, 7133, 6288, 7058, 6247, 7412, 2683, 23654, 3371, 285, 145581, 27253, 402, 567, 4059, 78999, 3689, 3965, 1306, 8751, 7422, 27, 8995, 3381, 10516, 4907, 53841, 284359, 78986, 3135, 6402, 5754, 8828, 340267, 89780, 8289, 5098, 7037, 64101, 6423, 8764, 3594, 1293, 3625, 1840, 29930, 347, 1441, 3909, 1001, 79987, 342035, 8839, 92949",291,2.899953481,"['VSTM2L', 'IGF2', 'NRG1', 'TIGIT', 'FBLN1', 'ARHGDIA', 'FOLR1', 'LGALS3BP', 'SLAMF7', 'CR1', 'CLC', 'FGL1', 'ENTPD1', 'ACVR1', 'SLAMF1', 'MYB', 'TNFSF14', 'TNFRSF1B', 'SAA1', 'THBS2', 'RS1', 'VCAM1', 'B4GALT1', 'PLXNB2', 'TNC', 'ANGPT2', 'LRFN5', 'PCDH17', 'ARL2', 'B2M', 'BCAM', 'LRFN4', 'ITGB2', 'LGALS9', 'COL15A1', 'ADAM15', 'VEGFA', 'ABL2', 'TNFSF18', 'IBSP', 'FBLN5', 'NT5E', 'CDHR5', 'IZUMO1', 'DUSP26', 'HLA-G', 'SELL', 'PTK7', 'NRP2', 'COL28A1', 'WNT3A', 'ARID1A', 'PCDHGC3', 'TFRC', 'LRRC4', 'SFRP2', 'TNFRSF14', 'IL12RB1', 'COL6A3', 'INHBB', 'DTX1', 'PCDHB1', 'APOD', 'CSF3R', 'LAMA3', 'CDH3', 'SVEP1', 'GLDN', 'CCN5', 'ADAMTSL1']"
GO:0007155~cell adhesion,69,1.68e-15,"128434, 3481, 3084, 201633, 2192, 396, 2348, 3959, 57823, 1378, 1178, 2267, 953, 90, 6504, 4602, 8740, 7133, 6288, 7058, 6247, 7412, 2683, 23654, 3371, 285, 145581, 27253, 402, 567, 4059, 78999, 3689, 3965, 1306, 8751, 7422, 27, 8995, 3381, 10516, 4907, 53841, 284359, 78986, 3135, 6402, 5754, 8828, 340267, 89780, 8289, 5098, 7037, 64101, 6423, 8764, 3594, 1293, 1840, 29930, 347, 1441, 3909, 1001, 79987, 342035, 8839, 92949",291,2.871062967,"['VSTM2L', 'IGF2', 'NRG1', 'TIGIT', 'FBLN1', 'ARHGDIA', 'FOLR1', 'LGALS3BP', 'SLAMF7', 'CR1', 'CLC', 'FGL1', 'ENTPD1', 'ACVR1', 'SLAMF1', 'MYB', 'TNFSF14', 'TNFRSF1B', 'SAA1', 'THBS2', 'RS1', 'VCAM1', 'B4GALT1', 'PLXNB2', 'TNC', 'ANGPT2', 'LRFN5', 'PCDH17', 'ARL2', 'B2M', 'BCAM', 'LRFN4', 'ITGB2', 'LGALS9', 'COL15A1', 'ADAM15', 'VEGFA', 'ABL2', 'TNFSF18', 'IBSP', 'FBLN5', 'NT5E', 'CDHR5', 'IZUMO1', 'DUSP26', 'HLA-G', 'SELL', 'PTK7', 'NRP2', 'COL28A1', 'WNT3A', 'ARID1A', 'PCDHGC3', 'TFRC', 'LRRC4', 'SFRP2', 'TNFRSF14', 'IL12RB1', 'COL6A3', 'DTX1', 'PCDHB1', 'APOD', 'CSF3R', 'LAMA3', 'CDH3', 'SVEP1', 'GLDN', 'CCN5', 'ADAMTSL1']"
GO:0045321~leukocyte activation,46,3.42e-10,"27, 8995, 28514, 3481, 201633, 2922, 5618, 3936, 2204, 57823, 8809, 1378, 51341, 79798, 1178, 2267, 3135, 6348, 7855, 5699, 6504, 4602, 8289, 8740, 89780, 9452, 7133, 7037, 4189, 7412, 8764, 3594, 3394, 26228, 1191, 145581, 7096, 3567, 1840, 3929, 567, 146722, 51237, 925, 3689, 3965",291,2.854963548,"['ABL2', 'TNFSF18', 'DLL1', 'IGF2', 'TIGIT', 'GRP', 'PRLR', 'LCP1', 'FCAR', 'SLAMF7', 'IL18R1', 'CR1', 'ZBTB7A', 'ARMC5', 'CLC', 'FGL1', 'HLA-G', 'CCL3', 'FZD5', 'PSMB10', 'SLAMF1', 'MYB', 'ARID1A', 'TNFSF14', 'WNT3A', 'ITM2A', 'TNFRSF1B', 'TFRC', 'DNAJB9', 'VCAM1', 'TNFRSF14', 'IL12RB1', 'IRF8', 'STAP1', 'CLU', 'LRFN5', 'TLR1', 'IL5', 'DTX1', 'LBP', 'B2M', 'CD300LF', 'MZB1', 'CD8A', 'ITGB2', 'LGALS9']"
