GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0046683~response to organophosphorus,3,0.355405583,"3488, 5972, 4327",181,2.390327369
GO:0048639~positive regulation of developmental growth,3,0.483488009,"51738, 3479, 28514",181,1.840826824
GO:0045927~positive regulation of growth,3,0.72312855,"51738, 3479, 28514",181,1.177587748
GO:2001237~negative regulation of extrinsic apoptotic signaling pathway,3,0.242285403,"3958, 117584, 3479",181,3.17132542
GO:2001236~regulation of extrinsic apoptotic signaling pathway,3,0.442863815,"3958, 117584, 3479",181,1.989465015
GO:2001234~negative regulation of apoptotic signaling pathway,3,0.652699552,"3958, 117584, 3479",181,1.345814569
"GO:0030330~DNA damage response, signal transduction by p53 class mediator",3,0.151359784,"22976, 22925, 8493",181,4.328430641
GO:0072331~signal transduction by p53 class mediator,4,0.174010272,"22976, 117584, 22925, 8493",181,2.773193657
GO:0042770~signal transduction in response to DNA damage,3,0.204609197,"22976, 22925, 8493",181,3.55893186
GO:0006974~cellular response to DNA damage stimulus,6,0.934944997,"22976, 7132, 22925, 84787, 8493, 4869",181,0.694802315
GO:0002768~immune response-regulating cell surface receptor signaling pathway,7,0.170457092,"3958, 338339, 151888, 3929, 925, 5648, 26228",181,1.873122032
GO:0002429~immune response-activating cell surface receptor signaling pathway,5,0.448931072,"3958, 3929, 925, 5648, 26228",181,1.450651573
GO:0050851~antigen receptor-mediated signaling pathway,3,0.77963392,"3958, 925, 26228",181,1.050176614
GO:0051302~regulation of cell division,5,0.106497578,"9212, 332, 6871, 2277, 28514",181,2.766009218
GO:0051781~positive regulation of cell division,3,0.221670504,"9212, 332, 2277",181,3.371619657
GO:0051301~cell division,3,0.98482337,"9212, 332, 2277",181,0.493534464
GO:0051222~positive regulation of protein transport,7,0.094658795,"51738, 3479, 79778, 5468, 8536, 947, 10972",181,2.224332413
GO:1904951~positive regulation of establishment of protein localization,7,0.120718347,"51738, 3479, 79778, 5468, 8536, 947, 10972",181,2.076043585
GO:0090087~regulation of peptide transport,10,0.123299479,"3936, 51738, 332, 84417, 3479, 79778, 5468, 8536, 947, 10972",181,1.730436885
GO:0032880~regulation of protein localization,13,0.172081985,"51738, 7037, 1000, 3936, 3958, 332, 3479, 79778, 5468, 8536, 947, 10972, 85363",181,1.46876553
GO:0051223~regulation of protein transport,9,0.180416189,"3936, 51738, 332, 3479, 79778, 5468, 8536, 947, 10972",181,1.642583935
GO:0070201~regulation of establishment of protein localization,9,0.219720126,"3936, 51738, 332, 3479, 79778, 5468, 8536, 947, 10972",181,1.554873143
GO:0032612~interleukin-1 production,3,0.352037262,"51738, 3479, 10972",181,2.408299755
GO:0032652~regulation of interleukin-1 production,3,0.355405583,"51738, 3479, 10972",181,2.390327369
GO:0032388~positive regulation of intracellular transport,4,0.399612078,"79778, 1001, 5468, 8536",181,1.743150299
GO:1903829~positive regulation of cellular protein localization,5,0.428550838,"3958, 7037, 79778, 5468, 8536",181,1.491172567
GO:0060341~regulation of cellular localization,11,0.442563668,"9212, 3936, 3958, 51738, 332, 7037, 79778, 1001, 1000, 5468, 8536",181,1.18631062
GO:0033036~macromolecule localization,31,0.459279514,"9388, 5360, 51738, 1000, 3936, 3958, 332, 10516, 3479, 336, 79778, 85477, 10972, 26092, 718, 4869, 7132, 9212, 8542, 22925, 7037, 90952, 5972, 2760, 84417, 1401, 3929, 5468, 8536, 947, 140606",181,1.059138122
GO:1903827~regulation of cellular protein localization,7,0.475256363,"3936, 3958, 7037, 79778, 1000, 5468, 8536",181,1.262458937
GO:0090316~positive regulation of intracellular protein transport,3,0.492691706,"79778, 5468, 8536",181,1.80962637
GO:0033157~regulation of intracellular protein transport,4,0.51044476,"3936, 79778, 5468, 8536",181,1.482888275
GO:0032386~regulation of intracellular transport,5,0.707382944,"3936, 79778, 1001, 5468, 8536",181,1.040623351
GO:0034613~cellular protein localization,15,0.901643435,"7132, 9212, 7037, 90952, 1000, 3936, 3958, 10516, 79778, 85477, 5468, 8536, 26092, 10972, 4869",181,0.799560328
GO:0070727~cellular macromolecule localization,15,0.906122507,"7132, 9212, 7037, 90952, 1000, 3936, 3958, 10516, 79778, 85477, 5468, 8536, 26092, 10972, 4869",181,0.794798678
GO:0051641~cellular localization,24,0.914775335,"7132, 9212, 51738, 9551, 7037, 6563, 90952, 2760, 1000, 3164, 3936, 3958, 332, 10516, 79778, 1001, 85477, 5468, 4710, 8536, 26092, 10972, 5627, 4869",181,0.819191477
GO:0042886~amide transport,14,0.91534274,"5360, 51738, 7037, 6563, 3936, 332, 84417, 3479, 79778, 5468, 8536, 947, 10972, 4869",181,0.77973468
GO:0071705~nitrogen compound transport,16,0.940060778,"5360, 51738, 7037, 6563, 3936, 332, 84417, 3479, 79778, 11254, 5468, 8536, 947, 10972, 6948, 4869",181,0.758901507
GO:0051649~establishment of localization in cell,16,0.954384158,"9212, 51738, 9551, 6563, 1000, 3164, 3936, 332, 79778, 1001, 5468, 4710, 8536, 10972, 5627, 4869",181,0.737602458
GO:0008104~protein localization,19,0.955202264,"7132, 9212, 51738, 7037, 90952, 1000, 3936, 3958, 332, 10516, 3479, 79778, 85477, 5468, 8536, 26092, 947, 10972, 4869",181,0.752444792
GO:0015833~peptide transport,12,0.968422982,"3936, 51738, 332, 84417, 3479, 7037, 79778, 5468, 8536, 947, 10972, 4869",181,0.68222336
GO:0015031~protein transport,11,0.978949382,"3936, 51738, 332, 3479, 7037, 79778, 5468, 8536, 947, 10972, 4869",181,0.644592488
GO:0045184~establishment of protein localization,11,0.989145191,"3936, 51738, 332, 3479, 7037, 79778, 5468, 8536, 947, 10972, 4869",181,0.604450599
GO:0046907~intracellular transport,10,0.990030702,"3936, 9551, 79778, 1001, 5468, 4710, 8536, 10972, 5627, 4869",181,0.587929272
GO:0006886~intracellular protein transport,5,0.993238472,"79778, 5468, 8536, 10972, 4869",181,0.481804855
GO:0032787~monocarboxylic acid metabolic process,10,0.178343315,"10613, 9388, 7132, 6916, 3479, 8875, 2026, 83440, 5468, 718",181,1.5840943
GO:0043436~oxoacid metabolic process,14,0.252232167,"9388, 7132, 8875, 92370, 84706, 10613, 6916, 883, 3479, 51363, 2026, 83440, 5468, 718",181,1.32631001
GO:0006082~organic acid metabolic process,14,0.267136701,"9388, 7132, 8875, 92370, 84706, 10613, 6916, 883, 3479, 51363, 2026, 83440, 5468, 718",181,1.308889125
GO:0019752~carboxylic acid metabolic process,12,0.352696035,"10613, 9388, 7132, 6916, 883, 3479, 8875, 2026, 83440, 5468, 84706, 718",181,1.256093598
GO:0044712~single-organism catabolic process,12,0.363384473,"10613, 9388, 883, 3479, 2026, 336, 83440, 2760, 5657, 84706, 4327, 4758",181,1.245107356
GO:0006631~fatty acid metabolic process,6,0.383253271,"10613, 9388, 7132, 6916, 5468, 718",181,1.469283795
GO:0022602~ovulation cycle process,3,0.208010328,"5806, 2660, 4327",181,3.519822719
GO:0042698~ovulation cycle,3,0.28713601,"5806, 2660, 4327",181,2.809683047
GO:0009749~response to glucose,4,0.266487229,"51052, 51738, 5068, 336",181,2.235978132
GO:0009746~response to hexose,4,0.275476656,"51052, 51738, 5068, 336",181,2.178937873
GO:0034284~response to monosaccharide,4,0.295105842,"51052, 51738, 5068, 336",181,2.093489329
GO:0009743~response to carbohydrate,4,0.369811806,"51052, 51738, 5068, 336",181,1.83292628
GO:0044259~multicellular organismal macromolecule metabolic process,3,0.273337471,"5468, 5657, 4327",181,2.91185334
GO:0032963~collagen metabolic process,3,0.273337471,"5468, 5657, 4327",181,2.91185334
GO:0044236~multicellular organism metabolic process,3,0.365472935,"5468, 5657, 4327",181,2.337984434
GO:0006687~glycosphingolipid metabolic process,3,0.122852665,"285362, 2760, 4758",181,4.927751806
GO:0006664~glycolipid metabolic process,3,0.273337471,"285362, 2760, 4758",181,2.91185334
GO:1903509~liposaccharide metabolic process,3,0.276788718,"285362, 2760, 4758",181,2.885620427
GO:0006665~sphingolipid metabolic process,3,0.462148174,"285362, 2760, 4758",181,1.91798723
GO:0006643~membrane lipid metabolic process,3,0.597471127,"285362, 2760, 4758",181,1.48978543
GO:0042310~vasoconstriction,3,0.141711385,"6916, 5286, 1401",181,4.511322076
GO:0097756~negative regulation of blood vessel diameter,3,0.141711385,"6916, 5286, 1401",181,4.511322076
GO:0090066~regulation of anatomical structure size,8,0.273436891,"6916, 5286, 1401, 53841, 90952, 85477, 57715, 10501",181,1.514439089
GO:0035296~regulation of tube diameter,3,0.399352621,"6916, 5286, 1401",181,2.16421532
GO:0097746~regulation of blood vessel diameter,3,0.399352621,"6916, 5286, 1401",181,2.16421532
GO:0050880~regulation of blood vessel size,3,0.399352621,"6916, 5286, 1401",181,2.16421532
GO:0035150~regulation of tube size,3,0.405172334,"6916, 5286, 1401",181,2.149690385
GO:0003018~vascular process in circulatory system,3,0.513531485,"6916, 5286, 1401",181,1.740781888
GO:0001667~ameboidal-type cell migration,9,0.086749747,"22976, 1512, 5286, 411, 1000, 5468, 3164, 57715, 10501",181,1.969081152
GO:0010631~epithelial cell migration,6,0.266375237,"22976, 1512, 5286, 411, 5468, 3164",181,1.708287293
GO:0090132~epithelium migration,6,0.275652405,"22976, 1512, 5286, 411, 5468, 3164",181,1.694729457
GO:0090130~tissue migration,6,0.287832562,"22976, 1512, 5286, 411, 5468, 3164",181,1.668249309
GO:0043534~blood vessel endothelial cell migration,3,0.486497311,"5286, 5468, 3164",181,1.830307814
GO:0043542~endothelial cell migration,4,0.489925795,"22976, 5286, 5468, 3164",181,1.514439089
GO:0010632~regulation of epithelial cell migration,4,0.5312234,"1512, 5286, 411, 5468",181,1.428333857
GO:1901985~positive regulation of protein acetylation,3,0.101736004,"22976, 6871, 8536",181,5.522480472
GO:1901983~regulation of protein acetylation,3,0.214830082,"22976, 6871, 8536",181,3.444127606
GO:0006473~protein acetylation,3,0.617392646,"22976, 6871, 8536",181,1.436340213
GO:0043543~protein acylation,3,0.701760772,"22976, 6871, 8536",181,1.227217883
GO:0001654~eye development,7,0.172674863,"1415, 11081, 1420, 28514, 182, 118427, 64093",181,1.863779777
GO:0007423~sensory organ development,9,0.208686765,"1415, 11081, 8575, 1420, 28514, 50674, 182, 118427, 64093",181,1.577851564
GO:0043010~camera-type eye development,5,0.400971154,"1415, 11081, 1420, 28514, 182",181,1.547361678
GO:0048592~eye morphogenesis,3,0.450284495,"28514, 182, 118427",181,1.953072362
GO:0090596~sensory organ morphogenesis,4,0.494360835,"8575, 28514, 182, 118427",181,1.498497625
GO:0001655~urogenital system development,6,0.265068035,"5618, 1512, 5972, 28514, 182, 947",181,1.726705485
GO:0008217~regulation of blood pressure,4,0.278647808,"5972, 28514, 5468, 947",181,2.167877275
GO:0072009~nephron epithelium development,3,0.314634448,"28514, 182, 947",181,2.625441536
GO:0001822~kidney development,5,0.346194062,"1512, 5972, 28514, 182, 947",181,1.673478931
GO:0009887~animal organ morphogenesis,13,0.350859668,"8575, 28514, 1000, 182, 118427, 1512, 56975, 84957, 80781, 3918, 3488, 3909, 947",181,1.239270916
GO:0072001~renal system development,5,0.368727914,"1512, 5972, 28514, 182, 947",181,1.62261331
GO:0072073~kidney epithelium development,3,0.414855426,"28514, 182, 947",181,2.107262286
GO:0072006~nephron development,3,0.434143734,"28514, 182, 947",181,2.027239667
GO:0002009~morphogenesis of an epithelium,5,0.767080276,"1512, 3488, 3909, 28514, 182",181,0.956702113
GO:0035295~tube development,5,0.851051272,"1512, 3488, 28514, 182, 718",181,0.834124655
GO:0048729~tissue morphogenesis,5,0.877556136,"1512, 3488, 3909, 28514, 182",181,0.79204715
GO:0030166~proteoglycan biosynthetic process,3,0.11671363,"3479, 51363, 92370",181,5.084188371
GO:0006024~glycosaminoglycan biosynthetic process,3,0.218247905,"51363, 2683, 92370",181,3.407487951
GO:0006029~proteoglycan metabolic process,3,0.221670504,"3479, 51363, 92370",181,3.371619657
GO:0006023~aminoglycan biosynthetic process,3,0.231963158,"51363, 2683, 92370",181,3.26840681
GO:0009100~glycoprotein metabolic process,7,0.23257177,"5806, 3479, 51363, 325, 2683, 92370, 10164",181,1.687078308
GO:0030203~glycosaminoglycan metabolic process,3,0.378760379,"51363, 2683, 92370",181,2.271658634
GO:0006022~aminoglycan metabolic process,3,0.414855426,"51363, 2683, 92370",181,2.107262286
GO:0009101~glycoprotein biosynthetic process,5,0.432432931,"3479, 51363, 2683, 92370, 10164",181,1.482888275
GO:1901137~carbohydrate derivative biosynthetic process,7,0.722697717,"9551, 3479, 51363, 2683, 92370, 10164, 4710",181,0.97568628
GO:0006790~sulfur compound metabolic process,3,0.8864376,"51363, 92370, 10164",181,0.80884815
GO:0031018~endocrine pancreas development,3,0.07101254,"28514, 1000, 50674",181,6.814975902
GO:0031016~pancreas development,3,0.171019836,"28514, 1000, 50674",181,4.003798343
GO:0035270~endocrine system development,3,0.378760379,"28514, 1000, 50674",181,2.271658634
GO:0033365~protein localization to organelle,5,0.985190271,"9212, 7037, 79778, 5468, 26092",181,0.534374153
GO:0044724~single-organism carbohydrate catabolic process,5,0.06386347,"3479, 2026, 83440, 2760, 4758",181,3.315775025
GO:0019318~hexose metabolic process,6,0.083705943,"51738, 3479, 51363, 2026, 83440, 2683",181,2.572721827
GO:0005975~carbohydrate metabolic process,11,0.084479873,"51738, 3479, 51363, 2026, 83440, 2760, 2683, 3486, 10164, 280, 4758",181,1.801299868
GO:0016052~carbohydrate catabolic process,5,0.090622633,"3479, 2026, 83440, 2760, 4758",181,2.933185599
GO:0005996~monosaccharide metabolic process,6,0.137408967,"51738, 3479, 51363, 2026, 83440, 2683",181,2.193862106
GO:0006096~glycolytic process,3,0.197826478,"3479, 2026, 83440",181,3.639816675
GO:0044723~single-organism carbohydrate metabolic process,8,0.199134527,"51738, 3479, 51363, 2026, 83440, 2760, 2683, 4758",181,1.674791464
GO:0006757~ATP generation from ADP,3,0.201214441,"3479, 2026, 83440",181,3.598919858
GO:0006165~nucleoside diphosphate phosphorylation,3,0.228528503,"3479, 2026, 83440",181,3.302101726
GO:0046939~nucleotide phosphorylation,3,0.231963158,"3479, 2026, 83440",181,3.26840681
GO:0046031~ADP metabolic process,3,0.238841962,"3479, 2026, 83440",181,3.203038674
GO:0009135~purine nucleoside diphosphate metabolic process,3,0.283688267,"3479, 2026, 83440",181,2.834547499
GO:0009179~purine ribonucleoside diphosphate metabolic process,3,0.283688267,"3479, 2026, 83440",181,2.834547499
GO:0006006~glucose metabolic process,4,0.293456911,"51738, 3479, 2026, 83440",181,2.103802085
GO:0006090~pyruvate metabolic process,3,0.294026081,"3479, 2026, 83440",181,2.761240236
GO:0009185~ribonucleoside diphosphate metabolic process,3,0.314634448,"3479, 2026, 83440",181,2.625441536
GO:0046034~ATP metabolic process,5,0.319019182,"9551, 3479, 2026, 83440, 4710",181,1.744574441
GO:0016051~carbohydrate biosynthetic process,4,0.349285224,"3479, 51363, 2026, 2683",181,1.906570639
GO:0009132~nucleoside diphosphate metabolic process,3,0.352037262,"3479, 2026, 83440",181,2.408299755
GO:0009205~purine ribonucleoside triphosphate metabolic process,5,0.381793394,"9551, 3479, 2026, 83440, 4710",181,1.593551579
GO:0009199~ribonucleoside triphosphate metabolic process,5,0.391170565,"9551, 3479, 2026, 83440, 4710",181,1.560935026
GO:0009144~purine nucleoside triphosphate metabolic process,5,0.391407785,"9551, 3479, 2026, 83440, 4710",181,1.570116997
GO:1901135~carbohydrate derivative metabolic process,14,0.402557046,"285362, 9551, 2760, 2683, 92370, 5806, 3479, 51363, 2026, 325, 83440, 10164, 4710, 4758",181,1.17789707
GO:0009126~purine nucleoside monophosphate metabolic process,5,0.413896329,"9551, 3479, 2026, 83440, 4710",181,1.534022353
GO:0009167~purine ribonucleoside monophosphate metabolic process,5,0.413896329,"9551, 3479, 2026, 83440, 4710",181,1.534022353
GO:0009141~nucleoside triphosphate metabolic process,5,0.432432931,"9551, 3479, 2026, 83440, 4710",181,1.482888275
GO:0009161~ribonucleoside monophosphate metabolic process,5,0.447037665,"9551, 3479, 2026, 83440, 4710",181,1.454604302
GO:0019362~pyridine nucleotide metabolic process,3,0.46342774,"3479, 2026, 83440",181,1.906570639
GO:0046496~nicotinamide nucleotide metabolic process,3,0.46342774,"3479, 2026, 83440",181,1.906570639
GO:0009123~nucleoside monophosphate metabolic process,5,0.479659082,"9551, 3479, 2026, 83440, 4710",181,1.393837543
GO:0072524~pyridine-containing compound metabolic process,3,0.483488009,"3479, 2026, 83440",181,1.840826824
GO:0006733~oxidoreduction coenzyme metabolic process,3,0.515662814,"3479, 2026, 83440",181,1.731372256
GO:0006091~generation of precursor metabolites and energy,5,0.652242759,"51052, 3479, 2026, 83440, 4710",181,1.119160962
GO:0006732~coenzyme metabolic process,4,0.660397501,"3479, 8875, 2026, 83440",181,1.1765064
GO:0009150~purine ribonucleotide metabolic process,5,0.72291804,"9551, 3479, 2026, 83440, 4710",181,1.018778204
GO:0006163~purine nucleotide metabolic process,5,0.741803278,"9551, 3479, 2026, 83440, 4710",181,0.992267247
GO:0009259~ribonucleotide metabolic process,5,0.749595153,"9551, 3479, 2026, 83440, 4710",181,0.981323123
GO:0019693~ribose phosphate metabolic process,5,0.771898937,"9551, 3479, 2026, 83440, 4710",181,0.949892845
GO:0072521~purine-containing compound metabolic process,5,0.790400335,"9551, 3479, 2026, 83440, 4710",181,0.923598234
GO:0051186~cofactor metabolic process,4,0.820372647,"3479, 8875, 2026, 83440",181,0.90290026
GO:0019637~organophosphate metabolic process,9,0.858735035,"9388, 9551, 5286, 3479, 2026, 336, 57048, 83440, 4710",181,0.821994527
GO:0009117~nucleotide metabolic process,5,0.876116997,"9551, 3479, 2026, 83440, 4710",181,0.794404433
GO:0006753~nucleoside phosphate metabolic process,5,0.882480578,"9551, 3479, 2026, 83440, 4710",181,0.783905696
GO:0055086~nucleobase-containing small molecule metabolic process,5,0.909680484,"9551, 3479, 2026, 83440, 4710",181,0.73633073
GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,5,0.258172273,"7037, 3567, 5468, 85363, 4869",181,1.920286975
GO:0051092~positive regulation of NF-kappaB transcription factor activity,3,0.456529184,"7037, 85363, 4869",181,1.94123556
GO:0006641~triglyceride metabolic process,3,0.252627772,"9388, 336, 718",181,3.079844879
GO:0006639~acylglycerol metabolic process,3,0.345282896,"9388, 336, 718",181,2.44506769
GO:0006638~neutral lipid metabolic process,3,0.348662971,"9388, 336, 718",181,2.42654445
GO:0008610~lipid biosynthetic process,8,0.506774748,"5618, 10613, 9388, 6916, 5286, 336, 57048, 718",181,1.187960565
GO:0046486~glycerolipid metabolic process,5,0.523280621,"9388, 5286, 336, 57048, 718",181,1.318122911
GO:0007601~visual perception,5,0.157857525,"1415, 11081, 80781, 1420, 1001",181,2.383213299
GO:0050953~sensory perception of light stimulus,5,0.162262423,"1415, 11081, 80781, 1420, 1001",181,2.351717088
GO:0007600~sensory perception,7,0.921283526,"1415, 11081, 332, 80781, 567, 1420, 1001",181,0.72772706
GO:0050877~neurological system process,10,0.941706048,"1415, 11081, 51738, 332, 80781, 567, 1420, 1001, 2760, 1075",181,0.717526585
GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,4,0.293456911,"7132, 338339, 7037, 85363",181,2.103802085
GO:0043122~regulation of I-kappaB kinase/NF-kappaB signaling,4,0.494360835,"7132, 338339, 7037, 85363",181,1.498497625
GO:0007249~I-kappaB kinase/NF-kappaB signaling,4,0.517768179,"7132, 338339, 7037, 85363",181,1.452625249
GO:0007292~female gamete generation,4,0.166115097,"5806, 3479, 4327, 1082",181,2.82829022
GO:0022414~reproductive process,19,0.246467331,"51738, 5069, 5675, 5972, 2683, 2660, 1082, 5618, 5806, 10406, 3479, 2026, 3488, 284359, 5468, 4327, 132141, 718, 5617",181,1.256093598
GO:0000003~reproduction,19,0.248924094,"51738, 5069, 5675, 5972, 2683, 2660, 1082, 5618, 5806, 10406, 3479, 2026, 3488, 284359, 5468, 4327, 132141, 718, 5617",181,1.253764623
GO:0048608~reproductive structure development,7,0.265030571,"5618, 51738, 5806, 5972, 5468, 4327, 718",181,1.610723471
GO:0061458~reproductive system development,7,0.271346021,"5618, 51738, 5806, 5972, 5468, 4327, 718",181,1.596956604
GO:0003006~developmental process involved in reproduction,10,0.312502196,"5618, 51738, 5806, 3479, 5972, 2683, 5468, 4327, 132141, 718",181,1.356644928
GO:0032504~multicellular organism reproduction,11,0.40336211,"51738, 5806, 10406, 3479, 2026, 284359, 2683, 2660, 4327, 132141, 1082",181,1.224658513
GO:0048609~multicellular organismal reproductive process,10,0.506938159,"51738, 5806, 10406, 3479, 2026, 2683, 2660, 4327, 132141, 1082",181,1.143125865
GO:0008406~gonad development,3,0.670451456,"5806, 5972, 4327",181,1.302048241
GO:0045137~development of primary sexual characteristics,3,0.681171442,"5806, 5972, 4327",181,1.276111026
GO:0022412~cellular process involved in reproduction in multicellular organism,4,0.716921599,"5806, 3479, 284359, 132141",181,1.0784642
GO:0044702~single organism reproductive process,13,0.718677786,"51738, 5972, 2683, 2660, 1082, 5618, 5806, 10406, 3479, 284359, 5468, 4327, 132141",181,0.94807611
GO:0007548~sex differentiation,3,0.774944867,"5806, 5972, 4327",181,1.060608832
GO:0019953~sexual reproduction,8,0.793439805,"5806, 10406, 3479, 284359, 2683, 4327, 132141, 1082",181,0.892522097
GO:0007281~germ cell development,3,0.830796332,"5806, 3479, 132141",181,0.936561016
GO:0007276~gamete generation,6,0.856498623,"5806, 10406, 3479, 4327, 132141, 1082",181,0.821291968
GO:0014065~phosphatidylinositol 3-kinase signaling,3,0.375479885,"5286, 3479, 375033",181,2.287884767
GO:0048015~phosphatidylinositol-mediated signaling,3,0.484929592,"5286, 3479, 375033",181,1.819908338
GO:0048017~inositol lipid-mediated signaling,3,0.498736337,"5286, 3479, 375033",181,1.77946593
GO:0008203~cholesterol metabolic process,3,0.368815603,"10613, 8542, 336",181,2.321042517
GO:1902652~secondary alcohol metabolic process,3,0.382071301,"10613, 8542, 336",181,2.255661038
GO:1901615~organic hydroxy compound metabolic process,7,0.402643649,"5360, 10613, 8542, 3479, 336, 2861, 1001",181,1.363824253
GO:0016125~sterol metabolic process,3,0.417999578,"10613, 8542, 336",181,2.093489329
GO:0008202~steroid metabolic process,4,0.61448343,"5618, 10613, 8542, 336",181,1.259798889
GO:0006066~alcohol metabolic process,4,0.622414714,"10613, 8542, 3479, 336",181,1.245107356
GO:0055088~lipid homeostasis,4,0.240692042,"9388, 336, 57048, 5468",181,2.346548479
GO:0042632~cholesterol homeostasis,3,0.252627772,"9388, 336, 57048",181,3.079844879
GO:0055092~sterol homeostasis,3,0.256078136,"9388, 336, 57048",181,3.050513023
GO:0046474~glycerophospholipid biosynthetic process,3,0.515662814,"5286, 336, 57048",181,1.731372256
GO:0045017~glycerolipid biosynthetic process,3,0.614944127,"5286, 336, 57048",181,1.442810214
GO:0008654~phospholipid biosynthetic process,3,0.638895391,"5286, 336, 57048",181,1.380620118
GO:0006644~phospholipid metabolic process,4,0.780671973,"9388, 5286, 336, 57048",181,0.97061778
GO:0006650~glycerophospholipid metabolic process,3,0.794654324,"5286, 336, 57048",181,1.016837674
GO:0090407~organophosphate biosynthetic process,5,0.827667056,"9551, 5286, 336, 57048, 4710",181,0.869445894
GO:0051384~response to glucocorticoid,3,0.398529172,"336, 5069, 2660",181,2.178937873
GO:0031960~response to corticosteroid,3,0.474401419,"336, 5069, 2660",181,1.873122032
GO:0048545~response to steroid hormone,4,0.639853742,"7035, 336, 5069, 2660",181,1.213272225
GO:0070371~ERK1 and ERK2 cascade,5,0.365243534,"1512, 3479, 6358, 6504, 1846",181,1.63253755
GO:0070372~regulation of ERK1 and ERK2 cascade,4,0.583767215,"3479, 6358, 6504, 1846",181,1.318122911
GO:0070374~positive regulation of ERK1 and ERK2 cascade,3,0.627067905,"3479, 6358, 6504",181,1.411030253
GO:0042593~glucose homeostasis,4,0.414532384,"51738, 3488, 57048, 5468",181,1.701481367
GO:0033500~carbohydrate homeostasis,4,0.417198758,"51738, 3488, 57048, 5468",181,1.694729457
GO:0048878~chemical homeostasis,11,0.790004217,"9388, 6916, 51738, 1512, 7037, 336, 3488, 567, 57048, 6358, 5468",181,0.892437321
GO:0051345~positive regulation of hydrolase activity,8,0.397986887,"1512, 355, 8853, 6358, 5468, 5996, 5657, 26092",181,1.320160195
GO:0043547~positive regulation of GTPase activity,4,0.515828389,"8853, 6358, 5996, 5657",181,1.457583014
GO:0043087~regulation of GTPase activity,4,0.702262762,"8853, 6358, 5996, 5657",181,1.103544763
GO:0009314~response to radiation,6,0.427481603,"22976, 9212, 7412, 51435, 8493, 4869",181,1.39262551
GO:0009411~response to UV,3,0.429431903,"9212, 51435, 4869",181,2.040152022
GO:0009416~response to light stimulus,3,0.812831358,"9212, 51435, 4869",181,0.976536181
GO:0006629~lipid metabolic process,17,0.298497543,"9388, 5360, 285362, 7132, 8542, 5286, 2760, 2683, 51052, 5618, 10613, 6916, 336, 57048, 5468, 718, 4758",181,1.231380766
GO:0044255~cellular lipid metabolic process,12,0.457083057,"10613, 285362, 9388, 7132, 6916, 5286, 336, 57048, 2760, 5468, 4758, 718",181,1.157376215
GO:0006633~fatty acid biosynthetic process,3,0.524857241,"10613, 9388, 6916",181,1.703743976
GO:0044283~small molecule biosynthetic process,6,0.626965162,"5360, 10613, 9388, 6916, 51363, 2026",181,1.110238709
GO:0072330~monocarboxylic acid biosynthetic process,3,0.679050327,"10613, 9388, 6916",181,1.28121547
GO:0016053~organic acid biosynthetic process,3,0.832018512,"10613, 9388, 6916",181,0.933830517
GO:0046394~carboxylic acid biosynthetic process,3,0.832018512,"10613, 9388, 6916",181,0.933830517
GO:0055114~oxidation-reduction process,7,0.362696703,"285362, 51052, 3479, 2026, 336, 5468, 4710",181,1.426289486
GO:0015980~energy derivation by oxidation of organic compounds,3,0.765306553,"51052, 3479, 4710",181,1.08210766
GO:0006338~chromatin remodeling,8,0.10029256,"22976, 57798, 9212, 6871, 84787, 8493, 3183, 4869",181,2.024037077
GO:1902749~regulation of cell cycle G2/M phase transition,3,0.368815603,"22976, 9212, 4869",181,2.321042517
GO:1901987~regulation of cell cycle phase transition,5,0.583459262,"22976, 9212, 332, 902, 4869",181,1.221601325
GO:0044770~cell cycle phase transition,6,0.608395019,"22976, 9212, 332, 902, 8493, 4869",181,1.133819
GO:0006325~chromatin organization,8,0.784489148,"22976, 57798, 9212, 6871, 84787, 8493, 3183, 4869",181,0.901946828
GO:0016570~histone modification,4,0.838342426,"22976, 9212, 6871, 84787",181,0.871575149
GO:0006259~DNA metabolic process,9,0.851091379,"22976, 9212, 7037, 84787, 100134934, 5468, 8493, 3183, 4869",181,0.830519967
GO:0016569~covalent chromatin modification,4,0.85749071,"22976, 9212, 6871, 84787",181,0.837395732
GO:0018205~peptidyl-lysine modification,3,0.893881366,"22976, 6871, 84787",181,0.790873747
GO:0051276~chromosome organization,10,0.905559885,"22976, 57798, 9212, 332, 6871, 84787, 100134934, 8493, 3183, 4869",181,0.770331571
GO:0006281~DNA repair,3,0.975525611,"22976, 84787, 4869",181,0.541969319
GO:0051338~regulation of transferase activity,10,0.435599672,"5618, 9212, 3479, 336, 2660, 5468, 8536, 902, 26228, 4869",181,1.213272225
GO:0043549~regulation of kinase activity,8,0.547480287,"5618, 3479, 2660, 5468, 8536, 902, 26228, 4869",181,1.143431923
GO:0045859~regulation of protein kinase activity,7,0.549863455,"5618, 3479, 5468, 8536, 902, 26228, 4869",181,1.16960202
GO:0051347~positive regulation of transferase activity,6,0.576318558,"5618, 9212, 3479, 336, 8536, 26228",181,1.175427036
GO:0045860~positive regulation of protein kinase activity,4,0.678334082,"5618, 3479, 8536, 26228",181,1.144964673
