GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0006935~chemotaxis,14,0.007706531,"7412, 2660, 3164, 26228, 3958, 3918, 140596, 3929, 2277, 3909, 6358, 6504, 57715, 10501",181,2.310280342,"['VCAM1', 'MSTN', 'NR4A1', 'STAP1', 'LGALS3', 'LAMC2', 'DEFB104A', 'LBP', 'VEGFD', 'LAMA3', 'CCL14', 'SLAMF1', 'SEMA4G', 'SEMA6B']"
GO:0042330~taxis,14,0.008191684,"7412, 2660, 3164, 26228, 3958, 3918, 140596, 3929, 2277, 3909, 6358, 6504, 57715, 10501",181,2.292563468,"['VCAM1', 'MSTN', 'NR4A1', 'STAP1', 'LGALS3', 'LAMC2', 'DEFB104A', 'LBP', 'VEGFD', 'LAMA3', 'CCL14', 'SLAMF1', 'SEMA4G', 'SEMA6B']"
"GO:0006957~complement activation, alternative pathway",5,3.14E-05,"1675, 733, 735, 11326, 718",181,26.69198895,"['CFD', 'C8G', 'C9', 'VSIG4', 'C3']"
GO:0072376~protein activation cascade,10,5.14E-05,"1401, 1675, 325, 733, 966, 735, 5648, 2160, 11326, 718",181,5.898782088,"['CRP', 'CFD', 'APCS', 'C8G', 'CD59', 'C9', 'MASP1', 'F11', 'VSIG4', 'C3']"
GO:0002673~regulation of acute inflammatory response,7,8.24E-05,"325, 966, 5468, 735, 5648, 11326, 718",181,9.7061778,"['APCS', 'CD59', 'PPARG', 'C9', 'MASP1', 'VSIG4', 'C3']"
GO:0006956~complement activation,9,0.000109,"1401, 1675, 325, 733, 966, 735, 5648, 11326, 718",181,6.159689758,"['CRP', 'CFD', 'APCS', 'C8G', 'CD59', 'C9', 'MASP1', 'VSIG4', 'C3']"
GO:0030449~regulation of complement activation,5,0.000144,"966, 735, 5648, 11326, 718",181,18.40826824,"['CD59', 'C9', 'MASP1', 'VSIG4', 'C3']"
GO:2000257~regulation of protein activation cascade,5,0.000213,"966, 735, 5648, 11326, 718",181,16.68249309,"['CD59', 'C9', 'MASP1', 'VSIG4', 'C3']"
GO:0002920~regulation of humoral immune response,5,0.001601198,"966, 735, 5648, 11326, 718",181,9.885921833,"['CD59', 'C9', 'MASP1', 'VSIG4', 'C3']"
GO:0070613~regulation of protein processing,6,0.002341299,"10418, 966, 735, 5648, 11326, 718",181,6.4707852,"['SPON1', 'CD59', 'C9', 'MASP1', 'VSIG4', 'C3']"
GO:0016485~protein processing,10,0.002347424,"1512, 10418, 9159, 5972, 966, 735, 5648, 2160, 11326, 718",181,3.489148882,"['CTSH', 'SPON1', 'PCSK7', 'REN', 'CD59', 'C9', 'MASP1', 'F11', 'VSIG4', 'C3']"
GO:1903317~regulation of protein maturation,6,0.002554593,"10418, 966, 735, 5648, 11326, 718",181,6.34265084,"['SPON1', 'CD59', 'C9', 'MASP1', 'VSIG4', 'C3']"
GO:0051604~protein maturation,10,0.007233501,"1512, 10418, 9159, 5972, 966, 735, 5648, 2160, 11326, 718",181,2.933185599,"['CTSH', 'SPON1', 'PCSK7', 'REN', 'CD59', 'C9', 'MASP1', 'F11', 'VSIG4', 'C3']"
GO:0045916~negative regulation of complement activation,3,0.008365147,"966, 5648, 11326",181,21.35359116,"['CD59', 'MASP1', 'VSIG4']"
GO:2000258~negative regulation of protein activation cascade,3,0.009502022,"966, 5648, 11326",181,20.01899171,"['CD59', 'MASP1', 'VSIG4']"
GO:0002921~negative regulation of humoral immune response,3,0.013295187,"966, 5648, 11326",181,16.85809828,"['CD59', 'MASP1', 'VSIG4']"
GO:0002698~negative regulation of immune effector process,6,0.013594263,"3958, 336, 966, 6504, 5648, 11326",181,4.24243533,"['LGALS3', 'APOA2', 'CD59', 'SLAMF1', 'MASP1', 'VSIG4']"
GO:0010955~negative regulation of protein processing,3,0.068396789,"966, 5648, 11326",181,6.963127552,"['CD59', 'MASP1', 'VSIG4']"
GO:1903318~negative regulation of protein maturation,3,0.068396789,"966, 5648, 11326",181,6.963127552,"['CD59', 'MASP1', 'VSIG4']"
GO:0050777~negative regulation of immune response,10,0.00026,"9212, 3958, 5133, 336, 966, 5468, 6504, 5648, 9173, 11326",181,4.766426598,"['AURKB', 'LGALS3', 'PDCD1', 'APOA2', 'CD59', 'PPARG', 'SLAMF1', 'MASP1', 'IL1RL1', 'VSIG4']"
GO:0002683~negative regulation of immune system process,14,0.00300112,"9212, 5133, 28514, 26228, 9173, 3958, 325, 336, 146722, 966, 5468, 6504, 5648, 11326",181,2.590556987,"['AURKB', 'PDCD1', 'DLL1', 'STAP1', 'IL1RL1', 'LGALS3', 'APCS', 'APOA2', 'CD300LF', 'CD59', 'PPARG', 'SLAMF1', 'MASP1', 'VSIG4']"
GO:0006955~immune response,51,2.27E-10,"8575, 9865, 5068, 6590, 3958, 355, 151888, 140596, 6504, 5657, 718, 8542, 1075, 3567, 3929, 567, 325, 6039, 966, 6358, 5468, 925, 85363, 22976, 28514, 3936, 1512, 1675, 336, 84787, 733, 10990, 735, 5996, 149708, 11326, 9212, 4360, 5133, 7037, 182, 26228, 9173, 338339, 5806, 10406, 1401, 146722, 10164, 5648, 5968",181,2.595407886,"['PRKRA', 'TRIL', 'REG3A', 'SLPI', 'LGALS3', 'FAS', 'BTLA', 'DEFB104A', 'SLAMF1', 'PRTN3', 'C3', 'APOL1', 'CTSC', 'IL5', 'LBP', 'B2M', 'APCS', 'RNASE6', 'CD59', 'CCL14', 'PPARG', 'CD8A', 'TRIM5', 'PAXIP1', 'DLL1', 'LCP1', 'CTSH', 'CFD', 'APOA2', 'KMT5C', 'C8G', 'LILRB5', 'C9', 'RGS1', 'WFDC5', 'VSIG4', 'AURKB', 'MRC1', 'PDCD1', 'TFRC', 'JAG1', 'STAP1', 'IL1RL1', 'CLEC4D', 'PTX3', 'WFDC2', 'CRP', 'CD300LF', 'CHST4', 'MASP1', 'REG1B']"
GO:0002682~regulation of immune system process,42,1.13E-08,"22976, 9865, 28514, 5618, 3958, 1512, 1675, 151888, 3479, 336, 55423, 733, 84787, 735, 85477, 6504, 718, 11326, 9212, 5133, 7037, 5675, 7412, 2660, 1075, 182, 26228, 9173, 338339, 1401, 3567, 3929, 325, 567, 146722, 2277, 966, 5468, 10164, 925, 5648, 85363",181,2.63314982,"['PAXIP1', 'TRIL', 'DLL1', 'PRLR', 'LGALS3', 'CTSH', 'CFD', 'BTLA', 'IGF1', 'APOA2', 'SIRPG', 'C8G', 'KMT5C', 'C9', 'SCIN', 'SLAMF1', 'C3', 'VSIG4', 'AURKB', 'PDCD1', 'TFRC', 'PSG6', 'VCAM1', 'MSTN', 'CTSC', 'JAG1', 'STAP1', 'IL1RL1', 'CLEC4D', 'CRP', 'IL5', 'LBP', 'APCS', 'B2M', 'CD300LF', 'VEGFD', 'CD59', 'PPARG', 'CHST4', 'CD8A', 'MASP1', 'TRIM5']"
GO:0002684~positive regulation of immune system process,34,2.05E-08,"22976, 9865, 5618, 3958, 1675, 3479, 55423, 733, 84787, 735, 85477, 6504, 718, 11326, 7037, 7412, 2660, 1075, 182, 26228, 9173, 338339, 1401, 3567, 3929, 325, 567, 146722, 2277, 966, 10164, 925, 5648, 85363",181,3.010041872,"['PAXIP1', 'TRIL', 'PRLR', 'LGALS3', 'CFD', 'IGF1', 'SIRPG', 'C8G', 'KMT5C', 'C9', 'SCIN', 'SLAMF1', 'C3', 'VSIG4', 'TFRC', 'VCAM1', 'MSTN', 'CTSC', 'JAG1', 'STAP1', 'IL1RL1', 'CLEC4D', 'CRP', 'IL5', 'LBP', 'APCS', 'B2M', 'CD300LF', 'VEGFD', 'CD59', 'CHST4', 'CD8A', 'MASP1', 'TRIM5']"
GO:0006959~humoral immune response,19,2.13E-08,"5133, 5068, 6590, 3958, 10406, 1401, 1675, 325, 567, 733, 966, 6039, 735, 5657, 149708, 5648, 718, 5968, 11326",181,5.28278948,"['PDCD1', 'REG3A', 'SLPI', 'LGALS3', 'WFDC2', 'CRP', 'CFD', 'APCS', 'B2M', 'C8G', 'CD59', 'RNASE6', 'C9', 'PRTN3', 'WFDC5', 'MASP1', 'C3', 'REG1B', 'VSIG4']"
GO:0002252~immune effector process,29,7.13E-08,"22976, 9865, 28514, 3936, 3958, 1512, 1675, 336, 733, 84787, 735, 6504, 718, 11326, 7037, 1075, 182, 338339, 5806, 1401, 3567, 3929, 325, 567, 966, 6039, 925, 5648, 85363",181,3.2353926,"['PAXIP1', 'TRIL', 'DLL1', 'LCP1', 'LGALS3', 'CTSH', 'CFD', 'APOA2', 'C8G', 'KMT5C', 'C9', 'SLAMF1', 'C3', 'VSIG4', 'TFRC', 'CTSC', 'JAG1', 'CLEC4D', 'PTX3', 'CRP', 'IL5', 'LBP', 'APCS', 'B2M', 'CD59', 'RNASE6', 'CD8A', 'MASP1', 'TRIM5']"
GO:0050776~regulation of immune response,29,4.48E-07,"22976, 9865, 3958, 1512, 1675, 151888, 336, 733, 84787, 735, 6504, 718, 11326, 9212, 5133, 7037, 26228, 9173, 338339, 1401, 3929, 325, 567, 146722, 966, 5468, 925, 5648, 85363",181,2.957278623,"['PAXIP1', 'TRIL', 'LGALS3', 'CTSH', 'CFD', 'BTLA', 'APOA2', 'C8G', 'KMT5C', 'C9', 'SLAMF1', 'C3', 'VSIG4', 'AURKB', 'PDCD1', 'TFRC', 'STAP1', 'IL1RL1', 'CLEC4D', 'CRP', 'LBP', 'APCS', 'B2M', 'CD300LF', 'CD59', 'PPARG', 'CD8A', 'MASP1', 'TRIM5']"
GO:0006952~defense response,42,4.59E-07,"51738, 9865, 5068, 6590, 3958, 1675, 140596, 51267, 336, 733, 27189, 10990, 735, 6504, 149708, 718, 11326, 7132, 9212, 4360, 8542, 7037, 7412, 2683, 58189, 9173, 338339, 5806, 10406, 1401, 3567, 3929, 325, 567, 146722, 966, 6358, 6039, 5468, 10164, 5648, 85363",181,2.300797406,"['GHRL', 'TRIL', 'REG3A', 'SLPI', 'LGALS3', 'CFD', 'DEFB104A', 'CLEC1A', 'APOA2', 'C8G', 'IL17C', 'LILRB5', 'C9', 'SLAMF1', 'WFDC5', 'C3', 'VSIG4', 'TNFRSF1A', 'AURKB', 'MRC1', 'APOL1', 'TFRC', 'VCAM1', 'B4GALT1', 'WFDC1', 'IL1RL1', 'CLEC4D', 'PTX3', 'WFDC2', 'CRP', 'IL5', 'LBP', 'APCS', 'B2M', 'CD300LF', 'CD59', 'CCL14', 'RNASE6', 'PPARG', 'CHST4', 'MASP1', 'TRIM5']"
GO:0045087~innate immune response,27,8.04E-06,"9865, 6590, 3958, 1675, 140596, 733, 735, 6504, 149708, 718, 11326, 9212, 4360, 8542, 338339, 5806, 10406, 1401, 3929, 325, 567, 146722, 6358, 6039, 5468, 5648, 85363",181,2.671672666,"['TRIL', 'SLPI', 'LGALS3', 'CFD', 'DEFB104A', 'C8G', 'C9', 'SLAMF1', 'WFDC5', 'C3', 'VSIG4', 'AURKB', 'MRC1', 'APOL1', 'CLEC4D', 'PTX3', 'WFDC2', 'CRP', 'LBP', 'APCS', 'B2M', 'CD300LF', 'CCL14', 'RNASE6', 'PPARG', 'MASP1', 'TRIM5']"
GO:0048584~positive regulation of response to stimulus,47,9.04E-06,"22976, 51738, 8575, 9865, 5068, 3486, 28514, 1000, 5618, 3958, 1512, 355, 1675, 3479, 2861, 733, 84787, 735, 6504, 718, 11326, 5617, 7132, 22925, 7037, 2660, 1075, 182, 26228, 9173, 338339, 1401, 3567, 3929, 3489, 325, 3488, 567, 146722, 2277, 1001, 966, 6358, 5468, 925, 5648, 85363",181,1.934500356,"['PAXIP1', 'GHRL', 'PRKRA', 'TRIL', 'REG3A', 'IGFBP3', 'DLL1', 'CDH2', 'PRLR', 'LGALS3', 'CTSH', 'FAS', 'CFD', 'IGF1', 'GPR37', 'C8G', 'KMT5C', 'C9', 'SLAMF1', 'C3', 'VSIG4', 'PRL', 'TNFRSF1A', 'PLA2R1', 'TFRC', 'MSTN', 'CTSC', 'JAG1', 'STAP1', 'IL1RL1', 'CLEC4D', 'CRP', 'IL5', 'LBP', 'IGFBP6', 'APCS', 'IGFBP5', 'B2M', 'CD300LF', 'VEGFD', 'CDH3', 'CD59', 'CCL14', 'PPARG', 'CD8A', 'MASP1', 'TRIM5']"
GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,15,2.68E-05,"22976, 7037, 1075, 182, 9173, 1512, 1401, 325, 567, 84787, 733, 735, 6504, 925, 718",181,3.964156775,"['PAXIP1', 'TFRC', 'CTSC', 'JAG1', 'IL1RL1', 'CTSH', 'CRP', 'APCS', 'B2M', 'KMT5C', 'C8G', 'C9', 'SLAMF1', 'CD8A', 'C3']"
GO:0002449~lymphocyte mediated immunity,14,7.94E-05,"22976, 7037, 1075, 182, 1512, 1401, 325, 567, 84787, 733, 735, 6504, 925, 718",181,3.822893558,"['PAXIP1', 'TFRC', 'CTSC', 'JAG1', 'CTSH', 'CRP', 'APCS', 'B2M', 'KMT5C', 'C8G', 'C9', 'SLAMF1', 'CD8A', 'C3']"
GO:0050778~positive regulation of immune response,21,0.000106,"22976, 9865, 7037, 26228, 3958, 1401, 1675, 3929, 325, 567, 146722, 84787, 733, 966, 735, 6504, 925, 5648, 85363, 718, 11326",181,2.685182122,"['PAXIP1', 'TRIL', 'TFRC', 'STAP1', 'LGALS3', 'CRP', 'CFD', 'LBP', 'APCS', 'B2M', 'CD300LF', 'KMT5C', 'C8G', 'CD59', 'C9', 'SLAMF1', 'CD8A', 'MASP1', 'TRIM5', 'C3', 'VSIG4']"
GO:0002697~regulation of immune effector process,15,0.000116,"22976, 9865, 7037, 3958, 3567, 3929, 336, 567, 84787, 966, 735, 6504, 5648, 718, 11326",181,3.459005048,"['PAXIP1', 'TRIL', 'TFRC', 'LGALS3', 'IL5', 'LBP', 'APOA2', 'B2M', 'KMT5C', 'CD59', 'C9', 'SLAMF1', 'MASP1', 'C3', 'VSIG4']"
GO:0002694~regulation of leukocyte activation,18,0.000303,"22976, 7037, 7412, 1075, 26228, 9173, 5618, 338339, 3958, 3567, 3479, 3929, 567, 55423, 146722, 84787, 6504, 11326",181,2.745461721,"['PAXIP1', 'TFRC', 'VCAM1', 'CTSC', 'STAP1', 'IL1RL1', 'PRLR', 'CLEC4D', 'LGALS3', 'IL5', 'IGF1', 'LBP', 'B2M', 'SIRPG', 'CD300LF', 'KMT5C', 'SLAMF1', 'VSIG4']"
GO:0002250~adaptive immune response,19,0.000458,"22976, 5133, 7037, 1075, 182, 9173, 338339, 1512, 1401, 151888, 325, 567, 84787, 733, 10990, 735, 6504, 925, 718",181,2.554900706,"['PAXIP1', 'PDCD1', 'TFRC', 'CTSC', 'JAG1', 'IL1RL1', 'CLEC4D', 'CTSH', 'CRP', 'BTLA', 'APCS', 'B2M', 'KMT5C', 'C8G', 'LILRB5', 'C9', 'SLAMF1', 'CD8A', 'C3']"
GO:0002253~activation of immune response,16,0.000617,"9865, 26228, 3958, 1401, 1675, 3929, 325, 146722, 733, 966, 735, 925, 5648, 85363, 718, 11326",181,2.79588755,"['TRIL', 'STAP1', 'LGALS3', 'CRP', 'CFD', 'LBP', 'APCS', 'CD300LF', 'C8G', 'CD59', 'C9', 'CD8A', 'MASP1', 'TRIM5', 'C3', 'VSIG4']"
GO:0002443~leukocyte mediated immunity,14,0.000703,"22976, 7037, 1075, 182, 1512, 1401, 325, 567, 84787, 733, 735, 6504, 925, 718",181,3.050513023,"['PAXIP1', 'TFRC', 'CTSC', 'JAG1', 'CTSH', 'CRP', 'APCS', 'B2M', 'KMT5C', 'C8G', 'C9', 'SLAMF1', 'CD8A', 'C3']"
GO:0050865~regulation of cell activation,18,0.000745,"22976, 7037, 7412, 1075, 26228, 9173, 5618, 338339, 3958, 3567, 3479, 3929, 567, 55423, 146722, 84787, 6504, 11326",181,2.535386813,"['PAXIP1', 'TFRC', 'VCAM1', 'CTSC', 'STAP1', 'IL1RL1', 'PRLR', 'CLEC4D', 'LGALS3', 'IL5', 'IGF1', 'LBP', 'B2M', 'SIRPG', 'CD300LF', 'KMT5C', 'SLAMF1', 'VSIG4']"
GO:0002700~regulation of production of molecular mediator of immune response,8,0.002249193,"22976, 9865, 7037, 3567, 336, 567, 84787, 6504",181,4.425614748,"['PAXIP1', 'TRIL', 'TFRC', 'IL5', 'APOA2', 'B2M', 'KMT5C', 'SLAMF1']"
GO:0045321~leukocyte activation,21,0.002367428,"22976, 7037, 7412, 28514, 1075, 26228, 9173, 5618, 3936, 338339, 3958, 3567, 3479, 3929, 567, 55423, 146722, 84787, 6504, 925, 11326",181,2.095445862,"['PAXIP1', 'TFRC', 'VCAM1', 'DLL1', 'CTSC', 'STAP1', 'IL1RL1', 'PRLR', 'LCP1', 'CLEC4D', 'LGALS3', 'IL5', 'IGF1', 'LBP', 'B2M', 'SIRPG', 'CD300LF', 'KMT5C', 'SLAMF1', 'CD8A', 'VSIG4']"
GO:0002699~positive regulation of immune effector process,9,0.004843301,"22976, 7037, 3567, 3929, 567, 84787, 6504, 5648, 718",181,3.431827151,"['PAXIP1', 'TFRC', 'IL5', 'LBP', 'B2M', 'KMT5C', 'SLAMF1', 'MASP1', 'C3']"
GO:0016064~immunoglobulin mediated immune response,8,0.005667303,"22976, 1401, 7037, 325, 84787, 733, 735, 718",181,3.746244063,"['PAXIP1', 'CRP', 'TFRC', 'APCS', 'KMT5C', 'C8G', 'C9', 'C3']"
GO:0019724~B cell mediated immunity,8,0.006013117,"22976, 1401, 7037, 325, 84787, 733, 735, 718",181,3.697591543,"['PAXIP1', 'CRP', 'TFRC', 'APCS', 'KMT5C', 'C8G', 'C9', 'C3']"
GO:0002708~positive regulation of lymphocyte mediated immunity,6,0.006984374,"22976, 7037, 567, 84787, 6504, 718",181,5.004747928,"['PAXIP1', 'TFRC', 'B2M', 'KMT5C', 'SLAMF1', 'C3']"
GO:0002824~positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,6,0.006984374,"22976, 7037, 567, 84787, 6504, 718",181,5.004747928,"['PAXIP1', 'TFRC', 'B2M', 'KMT5C', 'SLAMF1', 'C3']"
GO:0002714~positive regulation of B cell mediated immunity,4,0.006988502,"22976, 7037, 84787, 718",181,10.16837674,"['PAXIP1', 'TFRC', 'KMT5C', 'C3']"
GO:0002891~positive regulation of immunoglobulin mediated immune response,4,0.006988502,"22976, 7037, 84787, 718",181,10.16837674,"['PAXIP1', 'TFRC', 'KMT5C', 'C3']"
GO:0002366~leukocyte activation involved in immune response,9,0.007663909,"22976, 3936, 3958, 338339, 7037, 3929, 84787, 28514, 6504",181,3.17132542,"['PAXIP1', 'LCP1', 'LGALS3', 'CLEC4D', 'TFRC', 'LBP', 'KMT5C', 'DLL1', 'SLAMF1']"
GO:0002263~cell activation involved in immune response,9,0.008236139,"22976, 3936, 3958, 338339, 7037, 3929, 84787, 28514, 6504",181,3.130005219,"['PAXIP1', 'LCP1', 'LGALS3', 'CLEC4D', 'TFRC', 'LBP', 'KMT5C', 'DLL1', 'SLAMF1']"
GO:0002821~positive regulation of adaptive immune response,6,0.008431504,"22976, 7037, 567, 84787, 6504, 718",181,4.780654737,"['PAXIP1', 'TFRC', 'B2M', 'KMT5C', 'SLAMF1', 'C3']"
GO:0002822~regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,7,0.008874212,"22976, 7037, 567, 84787, 6504, 9173, 718",181,3.933556266,"['PAXIP1', 'TFRC', 'B2M', 'KMT5C', 'SLAMF1', 'IL1RL1', 'C3']"
GO:0002702~positive regulation of production of molecular mediator of immune response,6,0.00922771,"22976, 7037, 3567, 567, 84787, 6504",181,4.675968867,"['PAXIP1', 'TFRC', 'IL5', 'B2M', 'KMT5C', 'SLAMF1']"
GO:0002819~regulation of adaptive immune response,7,0.012826176,"22976, 7037, 567, 84787, 6504, 9173, 718",181,3.628037333,"['PAXIP1', 'TFRC', 'B2M', 'KMT5C', 'SLAMF1', 'IL1RL1', 'C3']"
GO:0002639~positive regulation of immunoglobulin production,4,0.013238575,"22976, 7037, 3567, 84787",181,8.057958928,"['PAXIP1', 'TFRC', 'IL5', 'KMT5C']"
GO:0002285~lymphocyte activation involved in immune response,7,0.014613958,"22976, 3936, 3958, 338339, 7037, 84787, 28514",181,3.525357031,"['PAXIP1', 'LCP1', 'LGALS3', 'CLEC4D', 'TFRC', 'KMT5C', 'DLL1']"
GO:0002705~positive regulation of leukocyte mediated immunity,6,0.017515448,"22976, 7037, 567, 84787, 6504, 718",181,3.97893003,"['PAXIP1', 'TFRC', 'B2M', 'KMT5C', 'SLAMF1', 'C3']"
GO:0051251~positive regulation of lymphocyte activation,10,0.018627527,"22976, 5618, 3479, 7037, 3567, 567, 55423, 84787, 7412, 6504",181,2.506290042,"['PAXIP1', 'PRLR', 'IGF1', 'TFRC', 'IL5', 'B2M', 'SIRPG', 'KMT5C', 'VCAM1', 'SLAMF1']"
GO:0002712~regulation of B cell mediated immunity,4,0.021866129,"22976, 7037, 84787, 718",181,6.672997238,"['PAXIP1', 'TFRC', 'KMT5C', 'C3']"
GO:0002889~regulation of immunoglobulin mediated immune response,4,0.021866129,"22976, 7037, 84787, 718",181,6.672997238,"['PAXIP1', 'TFRC', 'KMT5C', 'C3']"
GO:0051249~regulation of lymphocyte activation,12,0.026535252,"22976, 5618, 3958, 3479, 7037, 3567, 567, 55423, 84787, 7412, 6504, 11326",181,2.11771152,"['PAXIP1', 'PRLR', 'LGALS3', 'IGF1', 'TFRC', 'IL5', 'B2M', 'SIRPG', 'KMT5C', 'VCAM1', 'SLAMF1', 'VSIG4']"
GO:0045830~positive regulation of isotype switching,3,0.027828507,"22976, 7037, 84787",181,11.43942384,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0002706~regulation of lymphocyte mediated immunity,6,0.030286112,"22976, 7037, 567, 84787, 6504, 718",181,3.444127606,"['PAXIP1', 'TFRC', 'B2M', 'KMT5C', 'SLAMF1', 'C3']"
GO:0002440~production of molecular mediator of immune response,8,0.030611589,"22976, 9865, 7037, 3567, 336, 567, 84787, 6504",181,2.669198895,"['PAXIP1', 'TRIL', 'TFRC', 'IL5', 'APOA2', 'B2M', 'KMT5C', 'SLAMF1']"
"GO:0006958~complement activation, classical pathway",5,0.031865587,"1401, 325, 733, 735, 718",181,4.170623273,"['CRP', 'APCS', 'C8G', 'C9', 'C3']"
GO:0002637~regulation of immunoglobulin production,4,0.034049223,"22976, 7037, 3567, 84787",181,5.619366095,"['PAXIP1', 'TFRC', 'IL5', 'KMT5C']"
GO:0002455~humoral immune response mediated by circulating immunoglobulin,5,0.043008909,"1401, 325, 733, 735, 718",181,3.786097723,"['CRP', 'APCS', 'C8G', 'C9', 'C3']"
GO:0002312~B cell activation involved in immune response,4,0.047716062,"22976, 7037, 84787, 28514",181,4.908871531,"['PAXIP1', 'TFRC', 'KMT5C', 'DLL1']"
GO:0045191~regulation of isotype switching,3,0.048731945,"22976, 7037, 84787",181,8.429049142,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0002703~regulation of leukocyte mediated immunity,6,0.079412481,"22976, 7037, 567, 84787, 6504, 718",181,2.614725448,"['PAXIP1', 'TFRC', 'B2M', 'KMT5C', 'SLAMF1', 'C3']"
GO:0050871~positive regulation of B cell activation,5,0.081204027,"22976, 5618, 7037, 3567, 84787",181,3.050513023,"['PAXIP1', 'PRLR', 'TFRC', 'IL5', 'KMT5C']"
GO:0045190~isotype switching,3,0.081789289,"22976, 7037, 84787",181,6.280467988,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0002204~somatic recombination of immunoglobulin genes involved in immune response,3,0.081789289,"22976, 7037, 84787",181,6.280467988,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0002208~somatic diversification of immunoglobulins involved in immune response,3,0.081789289,"22976, 7037, 84787",181,6.280467988,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0002381~immunoglobulin production involved in immunoglobulin mediated immune response,3,0.095907018,"22976, 7037, 84787",181,5.719711918,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0016447~somatic recombination of immunoglobulin gene segments,3,0.104686597,"22976, 7037, 84787",181,5.428879109,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0002718~regulation of cytokine production involved in immune response,4,0.107534691,"9865, 336, 567, 6504",181,3.472128644,"['TRIL', 'APOA2', 'B2M', 'SLAMF1']"
GO:0016445~somatic diversification of immunoglobulins,3,0.132203779,"22976, 7037, 84787",181,4.710350991,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0042113~B cell activation,7,0.133840252,"22976, 5618, 7037, 3567, 84787, 7412, 28514",181,2.014489732,"['PAXIP1', 'PRLR', 'TFRC', 'IL5', 'KMT5C', 'VCAM1', 'DLL1']"
GO:0016444~somatic cell DNA recombination,3,0.135356384,"22976, 7037, 84787",181,4.642085035,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0002562~somatic diversification of immune receptors via germline recombination within a single locus,3,0.135356384,"22976, 7037, 84787",181,4.642085035,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0045911~positive regulation of DNA recombination,3,0.148128946,"22976, 7037, 84787",181,4.387724211,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0050864~regulation of B cell activation,5,0.157857525,"22976, 5618, 7037, 3567, 84787",181,2.383213299,"['PAXIP1', 'PRLR', 'TFRC', 'IL5', 'KMT5C']"
GO:0002200~somatic diversification of immune receptors,3,0.167713015,"22976, 7037, 84787",181,4.054479334,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0002377~immunoglobulin production,4,0.26834781,"22976, 7037, 3567, 84787",181,2.212807374,"['PAXIP1', 'TFRC', 'IL5', 'KMT5C']"
GO:0002367~cytokine production involved in immune response,3,0.318057585,"336, 567, 6504",181,2.604096483,"['APOA2', 'B2M', 'SLAMF1']"
GO:0000018~regulation of DNA recombination,3,0.372151432,"22976, 7037, 84787",181,2.30434437,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0051090~regulation of sequence-specific DNA binding transcription factor activity,6,0.438461754,"22976, 7037, 3567, 5468, 85363, 4869",181,1.37469471,"['PAXIP1', 'TFRC', 'IL5', 'PPARG', 'TRIM5', 'NPM1']"
GO:0051054~positive regulation of DNA metabolic process,4,0.590032022,"22976, 9212, 7037, 84787",181,1.30603004,"['PAXIP1', 'AURKB', 'TFRC', 'KMT5C']"
GO:0006310~DNA recombination,3,0.838011408,"22976, 7037, 84787",181,0.920413412,"['PAXIP1', 'TFRC', 'KMT5C']"
GO:0051346~negative regulation of hydrolase activity,14,3.62E-05,"7035, 22925, 58189, 3164, 6590, 5806, 3958, 10406, 332, 117584, 325, 336, 10972, 149708",181,4.129147462,"['TFPI', 'PLA2R1', 'WFDC1', 'NR4A1', 'SLPI', 'PTX3', 'LGALS3', 'WFDC2', 'BIRC5', 'RFFL', 'APCS', 'APOA2', 'TMED10', 'WFDC5']"
GO:0030162~regulation of proteolysis,19,0.000239,"7035, 58189, 1075, 3164, 6590, 10406, 1512, 332, 355, 117584, 10418, 966, 5468, 735, 10972, 149708, 5648, 718, 11326",181,2.697594628,"['TFPI', 'WFDC1', 'CTSC', 'NR4A1', 'SLPI', 'WFDC2', 'CTSH', 'BIRC5', 'FAS', 'RFFL', 'SPON1', 'CD59', 'PPARG', 'C9', 'TMED10', 'WFDC5', 'MASP1', 'C3', 'VSIG4']"
GO:0045861~negative regulation of proteolysis,12,0.000358,"10406, 7035, 332, 117584, 966, 58189, 3164, 10972, 5648, 149708, 11326, 6590",181,3.768280793,"['WFDC2', 'TFPI', 'BIRC5', 'RFFL', 'CD59', 'WFDC1', 'NR4A1', 'TMED10', 'MASP1', 'WFDC5', 'VSIG4', 'SLPI']"
