GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0065009~regulation of molecular function,74,1.98E-06,"6197, 9146, 5584, 9943, 84959, 124790, 10614, 10935, 119, 5579, 51204, 5813, 959, 2081, 7332, 140609, 9910, 4067, 3329, 5905, 79643, 2876, 79444, 84313, 2035, 5588, 207, 7329, 6714, 11315, 7409, 8396, 7424, 10273, 9049, 93974, 29, 6774, 116986, 3265, 3066, 9241, 261726, 572, 374, 3458, 3337, 1950, 10550, 5910, 1915, 815, 26092, 4361, 3190, 4087, 129531, 6464, 4089, 5894, 55072, 59272, 1490, 54662, 2932, 2776, 2730, 5687, 4830, 867, 5524, 8877, 5601, 10049",304,1.728182161
GO:0001932~regulation of protein phosphorylation,47,5.40E-06,"9146, 9125, 5781, 9046, 7424, 116986, 3265, 3066, 2251, 9241, 84959, 124790, 57161, 9361, 282618, 374, 55364, 3458, 55022, 10614, 1796, 1950, 10550, 5910, 10298, 30844, 2081, 85480, 4361, 6464, 4067, 4089, 5894, 23236, 59272, 1490, 27330, 79643, 79444, 2776, 84313, 3445, 207, 867, 8877, 6714, 11315",304,2.028341283
GO:0051246~regulation of protein metabolic process,86,9.09E-06,"6197, 9146, 5781, 6198, 84959, 124790, 55364, 1017, 10614, 51204, 3633, 10298, 5813, 2081, 85480, 7332, 7375, 4067, 26523, 3329, 83547, 27330, 79643, 2876, 79444, 23173, 84313, 3445, 51377, 207, 7329, 5702, 6714, 11315, 9125, 9046, 7424, 10273, 8994, 93974, 6774, 116986, 3265, 3066, 2251, 9241, 261726, 57161, 9361, 282618, 572, 374, 4905, 3458, 55022, 1796, 1950, 10550, 7337, 5315, 5910, 135112, 1915, 30844, 2648, 4361, 4087, 6464, 4089, 5894, 59272, 23236, 1490, 2932, 2776, 1487, 192669, 867, 5524, 8877, 5601, 10289, 11059, 56648, 2539, 10049",304,1.573673227
GO:0009967~positive regulation of signal transduction,51,1.28E-05,"6275, 5781, 5584, 10614, 1455, 53944, 9218, 5579, 10971, 2081, 85480, 4067, 2876, 79444, 51377, 207, 7329, 6714, 11315, 9125, 9046, 6498, 93974, 6774, 116986, 3265, 3066, 57161, 282618, 572, 374, 3458, 1796, 1950, 10550, 7337, 815, 4087, 6464, 4089, 5894, 55072, 23236, 1490, 81858, 2932, 192669, 5687, 867, 8877, 5601",304,1.893705039
GO:0051247~positive regulation of protein metabolic process,52,1.39E-05,"5781, 6198, 55364, 2081, 85480, 7332, 4067, 3329, 83547, 79444, 3445, 207, 7329, 5702, 6714, 11315, 9125, 9046, 7424, 10273, 93974, 6774, 116986, 3265, 3066, 2251, 57161, 282618, 572, 374, 4905, 3458, 1796, 1950, 10550, 7337, 5315, 30844, 2648, 4361, 6464, 4089, 5894, 23236, 1490, 2932, 1487, 5524, 8877, 5601, 11059, 56648",304,1.871796209
GO:1902533~positive regulation of intracellular signal transduction,38,1.50E-05,"6275, 5781, 9046, 6498, 116986, 3265, 3066, 57161, 282618, 374, 572, 3458, 10614, 1796, 1950, 10550, 7337, 9218, 5579, 815, 2081, 85480, 6464, 4067, 5894, 55072, 23236, 1490, 81858, 2876, 79444, 192669, 207, 867, 7329, 8877, 6714, 11315",304,2.156808036
GO:0032268~regulation of cellular protein metabolic process,81,2.17E-05,"6197, 9146, 5781, 6198, 84959, 124790, 55364, 1017, 10614, 51204, 10298, 5813, 2081, 85480, 7332, 7375, 4067, 26523, 3329, 27330, 79643, 2876, 79444, 23173, 84313, 3445, 51377, 207, 7329, 5702, 6714, 11315, 9125, 9046, 7424, 10273, 8994, 93974, 6774, 116986, 3265, 3066, 2251, 9241, 261726, 57161, 9361, 282618, 572, 374, 3458, 55022, 1796, 1950, 10550, 7337, 5315, 5910, 135112, 30844, 2648, 4361, 4087, 6464, 4089, 5894, 59272, 23236, 1490, 2932, 2776, 1487, 192669, 867, 5524, 8877, 5601, 10289, 56648, 2539, 10049",304,1.568411634
GO:0009966~regulation of signal transduction,80,2.66E-05,"9146, 9265, 6275, 5781, 6198, 5584, 84959, 9261, 26470, 10614, 1455, 53944, 9218, 5579, 10298, 3635, 10971, 2081, 85480, 4067, 27330, 79643, 2876, 51571, 79444, 84313, 3445, 51377, 5588, 207, 7329, 6714, 11315, 7409, 9125, 8396, 9046, 6498, 7424, 10273, 8994, 9049, 93974, 29, 6774, 116986, 3265, 3066, 9241, 57161, 9361, 282618, 572, 374, 3458, 55022, 1796, 1950, 10550, 7337, 5910, 815, 3190, 4087, 6464, 4089, 5894, 55072, 59272, 23236, 1490, 81858, 2932, 2776, 2730, 192669, 5687, 867, 8877, 5601",304,1.565740861
GO:0023056~positive regulation of signaling,54,2.80E-05,"6275, 5781, 5584, 10614, 1455, 53944, 9218, 5579, 5019, 10971, 2081, 85480, 4067, 2876, 79444, 51377, 207, 7329, 6714, 11315, 9125, 9046, 6498, 93974, 6774, 116986, 3265, 3066, 9241, 57161, 282618, 572, 374, 4905, 3458, 1796, 1950, 10550, 7337, 815, 4087, 6464, 4089, 5894, 55072, 23236, 1490, 81858, 2932, 192669, 5687, 867, 8877, 5601",304,1.797240975
GO:0032270~positive regulation of cellular protein metabolic process,49,2.88E-05,"5781, 6198, 55364, 2081, 85480, 7332, 4067, 3329, 79444, 3445, 207, 7329, 5702, 6714, 11315, 9125, 9046, 7424, 10273, 93974, 6774, 116986, 3265, 3066, 2251, 57161, 282618, 572, 374, 3458, 1796, 1950, 10550, 7337, 5315, 30844, 2648, 4361, 6464, 4089, 5894, 23236, 1490, 2932, 1487, 5524, 8877, 5601, 56648",304,1.867436971
GO:0050790~regulation of catalytic activity,55,3.68E-05,"6197, 9146, 84959, 124790, 10614, 10935, 51204, 2081, 7332, 140609, 9910, 4067, 3329, 5905, 79643, 2876, 79444, 84313, 5588, 207, 7329, 6714, 11315, 7409, 8396, 7424, 10273, 9049, 93974, 29, 6774, 116986, 3265, 261726, 572, 374, 3458, 3337, 1950, 10550, 5910, 1915, 815, 26092, 4361, 6464, 5894, 1490, 54662, 2932, 2776, 2730, 867, 5524, 10049",304,1.766700021
GO:0031401~positive regulation of protein modification process,40,4.20E-05,"9125, 5781, 9046, 7424, 10273, 116986, 3265, 3066, 2251, 57161, 282618, 374, 3458, 1796, 1950, 10550, 7337, 30844, 2648, 2081, 85480, 4361, 7332, 6464, 4067, 4089, 5894, 23236, 1490, 2932, 79444, 1487, 3445, 207, 5524, 7329, 5601, 8877, 6714, 11315",304,2.006916462
GO:1902531~regulation of intracellular signal transduction,54,4.82E-05,"9146, 9265, 6275, 5781, 26470, 10614, 9218, 5579, 10298, 2081, 85480, 4067, 27330, 2876, 51571, 79444, 3445, 207, 7329, 6714, 11315, 7409, 9046, 6498, 8994, 9049, 29, 116986, 3265, 3066, 57161, 282618, 572, 374, 3458, 1796, 1950, 10550, 7337, 5910, 815, 3190, 6464, 4089, 5894, 55072, 59272, 23236, 1490, 81858, 2932, 192669, 867, 8877",304,1.761277713
GO:0010647~positive regulation of cell communication,53,5.14E-05,"6275, 5781, 5584, 10614, 1455, 53944, 9218, 5579, 5019, 10971, 2081, 85480, 4067, 2876, 79444, 51377, 207, 7329, 6714, 11315, 9125, 9046, 6498, 93974, 6774, 116986, 3265, 3066, 9241, 57161, 282618, 572, 374, 3458, 1796, 1950, 10550, 7337, 815, 4087, 6464, 4089, 5894, 55072, 23236, 1490, 81858, 2932, 192669, 5687, 867, 8877, 5601",304,1.769517429
GO:0048584~positive regulation of response to stimulus,65,1.30E-04,"6197, 6275, 5781, 5584, 9943, 9261, 10614, 1455, 51324, 53944, 9218, 5579, 5019, 3635, 10971, 2081, 85480, 4067, 3329, 2876, 51571, 79444, 51377, 5588, 207, 7329, 6714, 11315, 7409, 9125, 9046, 6498, 7424, 93974, 6774, 116986, 3265, 3066, 57161, 282618, 572, 374, 3458, 1796, 1950, 10550, 7337, 815, 4087, 6464, 4089, 5894, 55072, 23236, 1490, 81858, 79465, 2932, 192669, 5687, 867, 8877, 5601, 6778, 2814",304,1.592902903
GO:0023051~regulation of signaling,85,1.64E-04,"9146, 9265, 6275, 5781, 6198, 5584, 8775, 84959, 9261, 26470, 10614, 1455, 53944, 9218, 5579, 5019, 10298, 3635, 10971, 2081, 85480, 4067, 27330, 79643, 2876, 51571, 79444, 84313, 3445, 51377, 5588, 207, 7329, 6714, 11315, 7409, 9125, 8396, 9046, 6498, 7424, 10273, 8994, 9049, 93974, 29, 6774, 116986, 3265, 3066, 9241, 57161, 9361, 282618, 572, 374, 375, 4905, 3458, 55022, 1796, 1950, 10550, 7337, 5910, 815, 2648, 3190, 4087, 6464, 4089, 5894, 55072, 59272, 23236, 1490, 81858, 2932, 2776, 2730, 192669, 5687, 867, 8877, 5601",304,1.460370733
GO:0010646~regulation of cell communication,84,1.96E-04,"9146, 9265, 6275, 5781, 6198, 5584, 8775, 84959, 9261, 26470, 10614, 1455, 53944, 9218, 5579, 5019, 10298, 3635, 10971, 2081, 85480, 4067, 27330, 79643, 2876, 51571, 79444, 84313, 3445, 51377, 5588, 207, 7329, 6714, 11315, 7409, 9125, 8396, 9046, 6498, 7424, 10273, 8994, 9049, 93974, 29, 6774, 116986, 3265, 3066, 9241, 57161, 9361, 282618, 572, 374, 375, 3458, 55022, 1796, 1950, 10550, 7337, 5910, 815, 2648, 3190, 4087, 6464, 4089, 5894, 55072, 59272, 23236, 1490, 81858, 2932, 2776, 2730, 192669, 5687, 867, 8877, 5601",304,1.457369714
GO:0001934~positive regulation of protein phosphorylation,31,4.45E-04,"9125, 5781, 9046, 7424, 116986, 3265, 3066, 2251, 57161, 282618, 374, 3458, 1796, 1950, 10550, 30844, 2081, 85480, 4361, 6464, 4067, 4089, 5894, 23236, 1490, 79444, 3445, 207, 8877, 6714, 11315",304,1.990546917
GO:0042327~positive regulation of phosphorylation,32,7.03E-04,"9125, 5781, 9046, 7424, 116986, 3265, 3066, 2251, 57161, 282618, 374, 572, 3458, 1796, 1950, 10550, 30844, 2081, 85480, 4361, 6464, 4067, 4089, 5894, 23236, 1490, 79444, 3445, 207, 8877, 6714, 11315",304,1.908265034
GO:0000165~MAPK cascade,27,7.31E-04,"9146, 5781, 9046, 3265, 57161, 9261, 1796, 445329, 1950, 151742, 10550, 5910, 2081, 6464, 4067, 4089, 5894, 23236, 59272, 1490, 27330, 79444, 5687, 5501, 5601, 8877, 6714",304,2.053068339
GO:0023014~signal transduction by protein phosphorylation,27,7.31E-04,"9146, 5781, 9046, 3265, 57161, 9261, 1796, 445329, 1950, 151742, 10550, 5910, 2081, 6464, 4067, 4089, 5894, 23236, 59272, 1490, 27330, 79444, 5687, 5501, 5601, 8877, 6714",304,2.053068339
GO:0045937~positive regulation of phosphate metabolic process,34,7.87E-04,"9125, 5781, 9046, 7424, 116986, 3265, 3066, 2251, 57161, 282618, 374, 572, 3458, 55022, 1796, 1950, 10550, 30844, 2081, 85480, 4361, 6464, 4067, 4089, 5894, 23236, 1490, 79444, 3445, 207, 5524, 8877, 6714, 11315",304,1.848886813
GO:0010562~positive regulation of phosphorus metabolic process,34,7.87E-04,"9125, 5781, 9046, 7424, 116986, 3265, 3066, 2251, 57161, 282618, 374, 572, 3458, 55022, 1796, 1950, 10550, 30844, 2081, 85480, 4361, 6464, 4067, 4089, 5894, 23236, 1490, 79444, 3445, 207, 5524, 8877, 6714, 11315",304,1.848886813
GO:0010604~positive regulation of macromolecule metabolic process,78,0.001734989,"6197, 9146, 5781, 6198, 3561, 23326, 55364, 1017, 84246, 5579, 2081, 85480, 7332, 4141, 140609, 4067, 26205, 26523, 22885, 3329, 83547, 1820, 79444, 3445, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 9046, 7424, 10273, 9049, 93974, 6774, 116986, 3265, 3066, 2251, 9241, 57161, 3182, 282618, 572, 374, 4905, 3458, 55022, 1796, 1950, 10550, 7337, 5315, 135112, 87178, 30844, 2648, 4361, 5450, 3190, 4087, 6464, 4089, 5894, 23236, 1490, 2932, 1487, 192669, 5524, 8877, 5601, 6778, 11059, 56648",304,1.383864962
GO:0031325~positive regulation of cellular metabolic process,78,0.002307906,"6197, 5781, 6198, 23326, 55364, 1017, 84246, 5579, 2081, 85480, 7332, 4141, 140609, 4067, 26205, 26523, 3251, 22885, 3329, 1820, 79444, 3445, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 8396, 9046, 7424, 10273, 9049, 93974, 6774, 116986, 3265, 3066, 2251, 9241, 57161, 51181, 3182, 282618, 572, 374, 4905, 3458, 55022, 1796, 1950, 10550, 7337, 5315, 135112, 87178, 30844, 2648, 4361, 5450, 3190, 4087, 6464, 4089, 5894, 55072, 59272, 23236, 1490, 2932, 1487, 5524, 8877, 5601, 6778, 56648",304,1.369720486
GO:0009893~positive regulation of metabolic process,83,0.002404502,"6197, 9146, 5781, 6198, 3561, 23326, 55364, 1017, 84246, 5579, 2081, 85480, 7332, 4141, 140609, 4067, 26205, 26523, 3251, 22885, 3329, 83547, 1820, 79444, 3445, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 8396, 9046, 7424, 10273, 9049, 93974, 6774, 116986, 3265, 3066, 2251, 9241, 57161, 51181, 3182, 282618, 572, 374, 4905, 3458, 55022, 1796, 1950, 10550, 7337, 5315, 135112, 87178, 30844, 2648, 4361, 5450, 3190, 4087, 6464, 4089, 5894, 55072, 59272, 23236, 1490, 2932, 1487, 192669, 5524, 8877, 5601, 6778, 11059, 56648",304,1.349075314
GO:0043408~regulation of MAPK cascade,22,0.005492473,"2081, 9146, 5781, 9046, 6464, 4067, 4089, 5894, 3265, 23236, 59272, 1490, 57161, 27330, 79444, 1796, 1950, 10550, 8877, 5910, 10298, 6714",304,1.92368602
GO:0043410~positive regulation of MAPK cascade,15,0.02970104,"2081, 5781, 9046, 6464, 5894, 3265, 23236, 1490, 57161, 79444, 1796, 1950, 10550, 8877, 6714",304,1.880741981
GO:0031098~stress-activated protein kinase signaling cascade,10,0.033122941,"2081, 79444, 4067, 10550, 3265, 5601, 8877, 23236, 1490, 9261",304,2.270324248
GO:0060548~negative regulation of cell death,41,3.13E-07,"6197, 6198, 5584, 116986, 3265, 3066, 9241, 573, 55364, 445329, 1311, 10935, 27243, 135112, 10298, 959, 54936, 85480, 4361, 3190, 6464, 4089, 5894, 55072, 57099, 1490, 1072, 163, 3329, 2932, 79643, 2876, 79444, 2730, 5588, 207, 867, 8877, 6714, 11315, 10049",304,2.433550174
GO:0008219~cell death,67,3.52E-07,"6197, 6198, 5584, 55288, 117145, 55364, 10935, 27243, 9218, 318, 5579, 10298, 10015, 3635, 959, 10971, 2081, 85480, 4067, 1072, 163, 3329, 79643, 2876, 79444, 5588, 207, 6714, 11315, 7409, 6498, 93974, 116986, 3265, 3066, 9241, 572, 203245, 573, 3458, 445329, 1311, 10550, 5315, 135112, 815, 54936, 10314, 9135, 4361, 3190, 6464, 4089, 5894, 55072, 57099, 1490, 81858, 2932, 2730, 4830, 867, 5524, 8877, 5601, 2539, 10049",304,1.887075006
GO:0010941~regulation of cell death,56,1.07E-06,"6197, 6198, 5584, 55364, 10935, 27243, 10298, 3635, 959, 10971, 85480, 4067, 1072, 163, 3329, 79643, 2876, 79444, 5588, 207, 6714, 11315, 7409, 6498, 93974, 116986, 3265, 3066, 9241, 572, 573, 3458, 445329, 1311, 10550, 135112, 815, 54936, 10314, 4361, 3190, 6464, 4089, 5894, 55072, 57099, 1490, 2932, 2730, 4830, 867, 5524, 8877, 5601, 2539, 10049",304,1.979904572
GO:0012501~programmed cell death,60,7.05E-06,"6197, 6198, 5584, 55288, 117145, 10935, 318, 5579, 10298, 10015, 3635, 959, 10971, 2081, 85480, 4067, 1072, 3329, 2876, 79444, 5588, 207, 6714, 11315, 7409, 6498, 93974, 116986, 3265, 3066, 9241, 572, 203245, 573, 3458, 1311, 10550, 5315, 815, 54936, 10314, 9135, 4361, 3190, 6464, 4089, 5894, 55072, 57099, 1490, 81858, 2932, 2730, 4830, 867, 5524, 8877, 5601, 2539, 10049",304,1.807651534
GO:0043067~regulation of programmed cell death,50,1.11E-05,"6197, 6198, 5584, 10935, 10298, 3635, 959, 10971, 85480, 4067, 1072, 3329, 2876, 79444, 5588, 207, 6714, 11315, 7409, 6498, 93974, 116986, 3265, 3066, 9241, 572, 573, 3458, 1311, 10550, 815, 54936, 10314, 4361, 3190, 6464, 4089, 5894, 55072, 57099, 1490, 2932, 2730, 4830, 867, 5524, 8877, 5601, 2539, 10049",304,1.919356248
GO:0006915~apoptotic process,56,1.15E-05,"6197, 6198, 5584, 55288, 117145, 10935, 318, 5579, 10298, 10015, 3635, 959, 10971, 2081, 85480, 4067, 1072, 3329, 2876, 79444, 5588, 207, 6714, 11315, 7409, 6498, 93974, 116986, 3265, 3066, 9241, 572, 203245, 573, 3458, 1311, 10550, 815, 10314, 9135, 4361, 3190, 6464, 4089, 5894, 57099, 1490, 81858, 2932, 2730, 867, 5524, 8877, 5601, 2539, 10049",304,1.828386451
GO:0042981~regulation of apoptotic process,48,2.86E-05,"6197, 6198, 5584, 6498, 93974, 116986, 3265, 3066, 9241, 572, 573, 3458, 1311, 10935, 10550, 10298, 815, 10971, 3635, 959, 10314, 85480, 4361, 3190, 6464, 4067, 4089, 5894, 57099, 1490, 1072, 3329, 2932, 2876, 79444, 2730, 5588, 207, 4830, 867, 5524, 5601, 8877, 6714, 2539, 11315, 10049, 7409",304,1.884691655
GO:0043069~negative regulation of programmed cell death,33,6.13E-05,"6197, 6198, 5584, 116986, 3265, 3066, 9241, 573, 1311, 10935, 10298, 959, 54936, 85480, 4361, 3190, 6464, 5894, 55072, 57099, 1072, 3329, 2932, 2876, 79444, 2730, 5588, 207, 867, 8877, 6714, 11315, 10049",304,2.160432137
GO:0043066~negative regulation of apoptotic process,31,1.92E-04,"6197, 6198, 5584, 116986, 3265, 3066, 9241, 573, 1311, 10935, 10298, 959, 85480, 4361, 3190, 6464, 5894, 57099, 1072, 3329, 2932, 2876, 79444, 2730, 5588, 207, 867, 8877, 6714, 11315, 10049",304,2.091976059
GO:0010638~positive regulation of organelle organization,31,1.26E-06,"8396, 137886, 93974, 3265, 572, 375, 1017, 1950, 57026, 10015, 10971, 27183, 2648, 140609, 4361, 7332, 4089, 55072, 23236, 1490, 22885, 2932, 1487, 51377, 5588, 11034, 5601, 8877, 6714, 5902, 11315",304,2.729420287
GO:0051128~regulation of cellular component organization,77,2.27E-06,"6197, 5781, 5584, 8775, 3561, 55288, 55364, 1017, 84246, 57026, 27243, 119, 5810, 10298, 10015, 10971, 10611, 7332, 140609, 4067, 9874, 1072, 22885, 163, 83700, 79643, 2876, 51571, 51377, 2035, 11034, 5588, 207, 6714, 5902, 11315, 8396, 137886, 6498, 10273, 8994, 93974, 3265, 3066, 84816, 572, 203245, 375, 3458, 3337, 55022, 1950, 7337, 5910, 3931, 5878, 27183, 30844, 2648, 4361, 3190, 4089, 5894, 1809, 55072, 59272, 23236, 1490, 80772, 2932, 1487, 867, 8877, 5601, 56648, 2539, 10049",304,1.696056507
GO:0051130~positive regulation of cellular component organization,46,1.13E-05,"8396, 5584, 137886, 6498, 10273, 93974, 3265, 3561, 572, 375, 1017, 3458, 1950, 84246, 57026, 10015, 10971, 27183, 2648, 140609, 4361, 7332, 3190, 4067, 4089, 1809, 55072, 23236, 59272, 1490, 22885, 163, 2932, 2876, 1487, 51377, 5588, 11034, 207, 867, 5601, 8877, 56648, 6714, 5902, 11315",304,1.991946616
GO:0033043~regulation of organelle organization,43,1.17E-04,"8396, 137886, 93974, 3265, 572, 375, 55288, 1017, 55022, 1950, 57026, 27243, 119, 5810, 5910, 10015, 10971, 27183, 2648, 140609, 4361, 7332, 4089, 9874, 55072, 23236, 1490, 22885, 2932, 83700, 79643, 51571, 2876, 1487, 51377, 5588, 11034, 207, 5601, 8877, 6714, 5902, 11315",304,1.85697717
GO:0006979~response to oxidative stress,25,4.77E-07,"9943, 3066, 9361, 374, 572, 55364, 1017, 10935, 10550, 7337, 318, 135112, 87178, 10314, 54936, 2081, 2876, 2730, 207, 5601, 8877, 6778, 6714, 2539, 11315",304,3.3670063
GO:0034599~cellular response to oxidative stress,20,5.13E-07,"2081, 3066, 9361, 55364, 1017, 2876, 10935, 10550, 207, 5601, 8877, 318, 135112, 6778, 87178, 6714, 10314, 2539, 11315, 54936",304,4.088043662
GO:0000302~response to reactive oxygen species,16,4.90E-06,"2081, 3066, 374, 572, 55364, 1017, 2876, 10935, 7337, 207, 5601, 8877, 6778, 6714, 11315, 54936",304,4.328107503
GO:0042542~response to hydrogen peroxide,12,6.06E-06,"2081, 374, 572, 55364, 2876, 10935, 7337, 3066, 8877, 6778, 6714, 11315",304,5.913402693
GO:0034614~cellular response to reactive oxygen species,12,8.87E-05,"2081, 55364, 1017, 10935, 207, 5601, 3066, 8877, 6778, 6714, 11315, 54936",304,4.43505202
GO:0010035~response to inorganic substance,22,3.14E-04,"2081, 140609, 3066, 23236, 9361, 374, 572, 55364, 1017, 2876, 10935, 7337, 207, 5601, 8877, 85365, 6778, 3931, 6714, 2539, 11315, 54936",304,2.432208238
GO:0070301~cellular response to hydrogen peroxide,7,0.003090938,"2081, 55364, 3066, 8877, 6778, 6714, 11315",304,4.88992915
GO:0006082~organic acid metabolic process,41,1.59E-06,"9146, 6774, 9061, 1384, 8050, 2194, 441024, 9261, 51181, 275, 117145, 3458, 445329, 54995, 55862, 60496, 4522, 5315, 1615, 10797, 284273, 9653, 4141, 37, 10380, 39, 4860, 114876, 1503, 2799, 2876, 587, 3028, 387522, 2730, 55577, 3421, 207, 5226, 8833, 11315",304,2.282252397
GO:0043436~oxoacid metabolic process,40,2.86E-06,"9146, 6774, 9061, 1384, 8050, 2194, 441024, 9261, 51181, 275, 117145, 3458, 445329, 54995, 55862, 60496, 4522, 5315, 1615, 10797, 284273, 9653, 4141, 37, 10380, 39, 114876, 1503, 2799, 2876, 587, 3028, 387522, 2730, 55577, 3421, 207, 5226, 8833, 11315",304,2.256222855
GO:0019752~carboxylic acid metabolic process,35,2.91E-05,"9146, 6774, 1384, 8050, 2194, 441024, 9261, 51181, 275, 117145, 3458, 54995, 55862, 60496, 4522, 5315, 1615, 10797, 284273, 4141, 37, 39, 114876, 1503, 2876, 587, 3028, 387522, 2730, 55577, 3421, 207, 5226, 8833, 11315",304,2.181291925
GO:0032787~monocarboxylic acid metabolic process,22,0.002291327,"37, 39, 6774, 1384, 8050, 114876, 2194, 9261, 51181, 117145, 2876, 3458, 3028, 387522, 54995, 55862, 60496, 5226, 207, 5315, 11315, 284273",304,2.074955099
GO:0072329~monocarboxylic acid catabolic process,8,0.006391883,"3028, 37, 39, 55862, 1384, 5226, 207, 51181",304,3.658652026
GO:0044093~positive regulation of molecular function,48,1.63E-05,"5584, 7424, 10273, 29, 6774, 116986, 3265, 3066, 374, 572, 3458, 3337, 1950, 10935, 10550, 119, 5579, 5910, 26092, 815, 959, 2081, 140609, 4361, 7332, 3190, 4067, 9910, 5894, 55072, 1490, 3329, 54662, 5905, 2932, 2776, 2730, 2035, 5588, 5687, 207, 4830, 5524, 7329, 8877, 6714, 11315, 7409",304,1.926335726
GO:0051338~regulation of transferase activity,31,5.87E-05,"9146, 8396, 7424, 10273, 116986, 3265, 84959, 124790, 374, 572, 3458, 10614, 1950, 10935, 1915, 2081, 140609, 4361, 7332, 6464, 4067, 2932, 79643, 2776, 84313, 5588, 207, 867, 7329, 6714, 11315",304,2.239365281
GO:0043085~positive regulation of catalytic activity,35,5.89E-04,"7424, 10273, 29, 6774, 116986, 3265, 374, 572, 3458, 3337, 1950, 10550, 5910, 26092, 2081, 140609, 4361, 7332, 4067, 9910, 5894, 1490, 3329, 54662, 5905, 2932, 2776, 2730, 5588, 207, 5524, 7329, 6714, 11315, 7409",304,1.858744998
GO:0051336~regulation of hydrolase activity,32,9.00E-04,"6197, 9049, 93974, 29, 6774, 116986, 3265, 261726, 572, 3458, 3337, 10550, 5910, 26092, 815, 4067, 9910, 5894, 1490, 3329, 54662, 5905, 2932, 2876, 79444, 2776, 207, 5524, 6714, 11315, 10049, 7409",304,1.880046697
GO:0051345~positive regulation of hydrolase activity,21,0.0031718,"4067, 9910, 6774, 29, 116986, 3265, 1490, 3329, 54662, 572, 5905, 2932, 3458, 3337, 2776, 10550, 207, 5524, 5910, 26092, 7409",304,2.063293134
GO:0009968~negative regulation of signal transduction,35,0.008671895,"9146, 9125, 8396, 6198, 6498, 10273, 8994, 116986, 3066, 9241, 84959, 9361, 374, 55022, 5579, 3635, 4087, 4067, 4089, 5894, 59272, 27330, 2932, 79643, 51571, 2876, 79444, 84313, 2730, 5588, 5687, 207, 867, 6714, 11315",304,1.571269607
GO:0010648~negative regulation of cell communication,37,0.008999326,"9146, 9125, 8396, 5781, 6198, 6498, 10273, 8994, 116986, 3066, 9241, 84959, 9361, 374, 375, 55022, 5579, 3635, 4087, 4067, 4089, 5894, 59272, 27330, 2932, 79643, 51571, 2876, 79444, 84313, 2730, 5588, 5687, 207, 867, 6714, 11315",304,1.542331752
GO:0023057~negative regulation of signaling,37,0.009393742,"9146, 9125, 8396, 5781, 6198, 6498, 10273, 8994, 116986, 3066, 9241, 84959, 9361, 374, 375, 55022, 5579, 3635, 4087, 4067, 4089, 5894, 59272, 27330, 2932, 79643, 51571, 2876, 79444, 84313, 2730, 5588, 5687, 207, 867, 6714, 11315",304,1.537291452
