Proteins,Target name,EntrezGeneID,Uniprot,EntrezGeneIDString
CARD9_11405.150,CARD9,64170,Q9H257,64170
ACAD8_11406.82,ACAD8,27034,Q9UKU7,27034
PLS3_11407.57,PLS3,57048,Q9NRY6,57048
FBXL4.LRR4.and.LRR5_11416.23,FBXL4:LRR4 and LRR5,26235,Q9UKA2,26235
EHD4_11421.10,EHD4,30844,Q9H223,30844
DLX3_11422.2,DLX3,1747,O60479,1747
FAAA_11424.4,FAAA,2184,P16930,2184
RUFY1_11425.31,RUFY1,80230,Q96T51,80230
PDLI1_11428.31,PDLI1,9124,O00151,9124
hnRNP.C1.C2_11429.80,hnRNP C1/C2,3183,P07910,3183
DTX1_11430.49,DTX1,1840,Q86Y01,1840
RECQ1_11431.235,RECQ1,5965,P46063,5965
PQBP1_11432.11,PQBP1,10084,O60828,10084
TECT2_11433.11,TECT2,79867,Q96GX1,79867
AINX_11436.6,AINX,9118,Q16352,9118
DNJB2_11438.6,DNJB2,3300,P25686,3300
RHPN2_11439.88,RHPN2,85415,Q8IUC4,85415
SOCS.3_11440.58,SOCS-3,9021,O14543,9021
PYGL_11441.11,PYGL,5836,P06737,5836
DNER.CD_11442.1,DNER:CD,92737,Q8NFT8,92737
RPC6_11444.49,RPC6,10621,Q9H1D9,10621
GALK1_11448.34,GALK1,2584,P51570,2584
CAZA1_11449.22,CAZA1,829,P52907,829
Protein.disulfide.isomerase_11450.110,Protein disulfide-isomerase,5034,P07237,5034
EIF3G_11454.87,EIF3G,8666,O75821,8666
MAGBA_11456.2,MAGBA,139422,Q96LZ2,139422
GALE_11457.53,GALE,2582,Q14376,2582
PCBP1_11458.30,PCBP1,5093,Q15365,5093
ELL_11459.81,ELL,8178,P55199,8178
RBM9_11462.8,RBM9,23543,O43251,23543
RELB_11464.9,RELB,5971,Q01201,5971
GP135_11465.4,GP135,64582,Q8IZ08,64582
RBM19_11468.15,RBM19,9904,Q9Y4C8,9904
VPS4A_11476.43,VPS4A,27183,Q9UN37,27183
Aldehyde.dehydrogenase..class.3_11480.1,"Aldehyde dehydrogenase, class 3",218,P30838,218
TIMD3_11481.25,TIMD3,84868,Q8TDQ0,84868
ZN174_11486.26,ZN174,7727,Q15697,7727
Testican.1_11487.4,Testican-1,6695,Q08629,6695
UBL4A_11490.42,UBL4A,8266,P11441,8266
DYL2_11493.169,DYL2,140735,Q96FJ2,140735
ELL2_11494.4,ELL2,22936,O00472,22936
Apo.L1_11510.31,Apo L1,8542,O14791,8542
Apo.L1_11510.51,Apo L1,8542,O14791,8542
CD38_11513.92,CD38,952,P28907,952
CD59_11514.196,CD59,966,P13987,966
FABPL_11516.7,FABPL,2168,P07148,2168
HEM3_11530.37,HEM3,3145,P08397,3145
GI24.CD_11531.24,GI24:CD,64115,Q9H7M9,64115
LRIT3_11534.6,LRIT3,345193,Q3SXY7,345193
MYSM1_11536.9,MYSM1,114803,Q5VVJ2,114803
TFR2_11537.12,TFR2,7036,Q9UP52,7036
DCMC_11538.216,DCMC,23417,O95822,23417
ATPK_11539.4,ATPK,9551,P56134,9551
FOXO3A_11540.37,FOXO3A,2309,O43524,2309
TM230_11542.11,TM230,29058,Q96A57,29058
LIMA1_11543.84,LIMA1,51474,Q9UHB6,51474
PHF3_11544.39,PHF3,23469,Q92576,23469
HVEM_11545.9,HVEM,8764,Q92956,8764
CYGB_11546.7,CYGB,114757,Q8WWM9,114757
MUSK_11547.84,MUSK,4593,O15146,4593
MPIP1_11548.84,MPIP1,993,P30304,993
ISL1_11549.6,ISL1,3670,P61371,3670
HM20B_11551.16,HM20B,10362,Q9P0W2,10362
ARFG1_11556.19,ARFG1,55738,Q8N6T3,55738
SMUF1_11557.3,SMUF1,57154,Q9HCE7,57154
NFAC4_11560.76,NFAC4,4776,Q14934,4776
DPOE2_11562.9,DPOE2,5427,P56282,5427
SYTL4.C2.2_11563.51,SYTL4:C2 2,94121,Q96C24,94121
ZNF23_11565.58,ZNF23,7571,P17027,7571
Keratin.72_11566.48,Keratin 72,140807,Q14CN4,140807
ZNF10_11567.23,ZNF10,7556,P21506,7556
FKB1B_11568.2,FKB1B,2281,P68106,2281
BAP29_11570.94,BAP29,55973,Q9UHQ4,55973
NKG2E.ECD_11571.75,NKG2E:ECD,3823,Q07444,3823
DYN2_11572.4,DYN2,1785,P50570,1785
SRSF6_11573.3,SRSF6,6431,Q13247,6431
DNJA2_11582.63,DNJA2,10294,O60884,10294
LRRN1.ECD_11586.2,LRRN1:ECD,57633,Q6UXK5,57633
MGAP_11587.5,MGAP,23269,Q8IWI9,23269
RBM23_11590.5,RBM23,55147,Q86U06,55147
PRC1_11591.43,PRC1,9055,O43663,9055
ELAV1_11592.1,ELAV1,1994,Q15717,1994
MIG_11593.21,MIG,4283,Q07325,4283
ZN75D_11596.47,ZN75D,7626,P51815,7626
DHX8_11601.26,DHX8,1659,Q14562,1659
CPNE1.VWFA_11602.12,CPNE1:VWFA,8904,Q99829,8904
DNJB6_11606.22,DNJB6,10049,O75190,10049
BRD1_11607.15,BRD1,23774,O95696,23774
MLP3B_11608.5,MLP3B,81631,Q9GZQ8,81631
ERH_11614.29,ERH,2079,P84090,2079
DAPP1_11615.16,DAPP1,27071,Q9UN19,27071
HSF1_11616.9,HSF1,3297,Q00613,3297
LFA.1.alpha.L.chain_11617.1,LFA-1 alpha-L chain,3683,P20701,3683
MYB_11618.83,MYB,4602,P10242,4602
UB2V1_11626.7,UB2V1,387522,Q13404,387522
TRAF4_11629.36,TRAF4,9618,Q9BUZ4,9618
AHSA1_11633.89,AHSA1,10598,O95433,10598
RGS10_11634.32,RGS10,6001,O43665,6001
Transgelin.2_11636.33,Transgelin-2,8407,P37802,8407
B3GT2_11638.42,B3GT2,8707,O43825,8707
DTX3L_11643.73,DTX3L,151636,Q8TDB6,151636
P4HA1_11645.9,P4HA1,5033,P13674,5033
Carbohydrate.sulfotransferase.9_11646.4,Carbohydrate sulfotransferase 9,83539,Q7L1S5,83539
Frizzled.10.CD_11647.6,Frizzled-10:CD,11211,Q9ULW2,11211
SMAP1_11649.3,SMAP1,60682,Q8IYB5,60682
AGO1_11651.24,AGO1,26523,Q9UL18,26523
SC6A9_11653.69,SC6A9,6536,P48067,6536
NRSN1_11654.77,NRSN1,140767,Q8IZ57,140767
EVL_11656.110,EVL,51466,Q9UI08,51466
SOCS7_11657.86,SOCS7,30837,O14512,30837
EPN4_11659.31,EPN4,9685,Q14677,9685
NALP1_11661.11,NALP1,22861,Q9C000,22861
ARFG2_11664.32,ARFG2,84364,Q8N6H7,84364
RGS8_11666.72,RGS8,85397,P57771,85397
TENC1_11667.29,TENC1,23371,Q63HR2,23371
SO5A1_11669.39,SO5A1,81796,Q9H2Y9,81796
GP101_11670.18,GP101,83550,Q96P66,83550
BRPF1_11671.19,BRPF1,7862,P55201,7862
KI16B_11672.17,KI16B,55614,Q96L93,55614
ZDH14_11677.17,ZDH14,79683,Q8IZN3,79683
CXD2_11678.105,CXD2,57369,Q9UKL4,57369
NUPL_11681.8,NUPL,3267,P52594,3267
TXNIP_11682.7,TXNIP,10628,Q9H3M7,10628
GGA3_11683.19,GGA3,23163,Q9NZ52,23163
APC7_11690.47,APC7,51434,Q9UJX3,51434
SHC4_11692.21,SHC4,399694,Q6S5L8,399694
RABP2_11696.7,RABP2,1382,P29373,1382
TP4A2_11699.16,TP4A2,8073,Q12974,8073
LCN1_11708.2,LCN1,3933,P31025,3933
CPT1B_11709.29,CPT1B,1375,Q92523,1375
UN45A_11712.207,UN45A,55898,Q9H3U1,55898
PO2F1_11715.1,PO2F1,5451,P14859,5451
LRIT2_11716.28,LRIT2,340745,A6NDA9,340745
Met_11814.29,Met,4233,P08581,4233
JAK2_11816.84,JAK2,3717,O60674,3717
KS6B1_11817.1,KS6B1,6198,P23443,6198
PRGC1_11825.27,PRGC1,10891,Q9UBK2,10891
RORG_11827.7,RORG,6097,P51449,6097
SHP.2_11830.48,SHP-2,5781,Q06124,5781
FRDA_11833.83,FRDA,2395,Q16595,2395
discoidin.domain.receptor.1_11836.144,discoidin domain receptor 1,780,Q08345,780
GITR_11837.7,GITR,8784,Q9Y5U5,8784
FA38A_11838.130,FA38A,9780,Q92508,9780
TREM2_11851.21,TREM2,54209,Q9NZC2,54209
PCDGD_11872.9,PCDGD,56104,Q9Y5G3,56104
DLX4_11910.27,DLX4,1748,Q92988,1748
LRC4B.CD_11911.13,LRC4B:CD,94030,Q9NT99,94030
P34_11926.23,P34,79719,Q6PD74,79719
INT3_11934.9,INT3,65123,Q68E01,65123
EGF.CD_11949.25,EGF:CD,1950,P01133,1950
IGDC3.CD_11952.1,IGDC3:CD,9543,Q8IVU1,9543
RHG01.Rho.GAP_11955.1,RHG01:Rho-GAP,392,Q07960,392
RABP1_11967.23,RABP1,1381,P29762,1381
S100A2_11969.5,S100A2,6273,P29034,6273
PTPRH_11988.24,PTPRH,5794,Q9HD43,5794
EMC1_11989.35,EMC1,23065,Q8N766,23065
ZO1_12001.7,ZO1,7082,Q07157,7082
CD7_12008.3,CD7,924,P09564,924
PTPS_12014.19,PTPS,5805,Q03393,5805
CBL_12016.60,CBL,867,P22681,867
TPK1_12018.84,TPK1,27010,Q9H3S4,27010
PMGE_12020.39,PMGE,669,P07738,669
SMAD4_12022.12,SMAD4,4089,Q13485,4089
Desmin_12030.82,Desmin,1674,P17661,1674
BUB1_12033.3,BUB1,699,O43683,699
CAP.1_12034.28,CAP 1,10487,Q01518,10487
HS71L_12041.33,HS71L,3305,P34931,3305
TADBP_12046.51,TADBP,23435,Q13148,23435
Myostatin_12077.32,Myostatin,2660,O14793,2660
KS6A1_12329.21,KS6A1,6195,Q15418,6195
EF2K_12332.7,EF2K,29904,O00418,29904
RPIA_12333.87,RPIA,22934,P49247,22934
cSHMT_12334.25,cSHMT,6470,P34896,6470
EGFLA_12338.27,EGFLA,133584,Q63HQ2,133584
SYAC_12340.17,SYAC,16,P49588,16
DUS6_12341.8,DUS6,1848,Q16828,1848
CENB2_12343.14,CENB2,23527,Q15057,23527
APC10_12345.4,APC10,10393,Q9UM13,10393
CCM2_12347.29,CCM2,83605,Q9BSQ5,83605
SYSM_12348.46,SYSM,54938,Q9NP81,54938
ETS2_12350.86,ETS2,2114,P15036,2114
STAT1_12351.25,STAT1,6772,P42224,6772
ARRD3_12352.70,ARRD3,57561,Q96B67,57561
RRFM_12355.223,RRFM,92399,Q96E11,92399
Sorcin_12356.65,Sorcin,6717,P30626,6717
SNP29_12357.41,SNP29,9342,O95721,9342
IGBP1_12358.6,IGBP1,3476,P78318,3476
RRAS2_12361.102,RRAS2,22800,P62070,22800
TRIB2_12363.70,TRIB2,28951,Q92519,28951
RUVB1_12365.108,RUVB1,8607,Q9Y265,8607
CRGD_12366.16,CRGD,1421,P07320,1421
MACOI_12367.52,MACOI,55219,Q8N5G2,55219
PCAF_12368.18,PCAF,8850,Q92831,8850
Apo.F_12370.30,Apo F,319,Q13790,319
Tropomyosin.alpha.3.chain_12372.50,Tropomyosin alpha-3 chain,7170,P06753,7170
TRA2B_12373.73,TRA2B,6434,P62995,6434
PA1B3_12374.8,PA1B3,5050,Q15102,5050
p19.INK4d_12376.85,p19-INK4d,1032,P55273,1032
TPSN_12378.71,TPSN,6892,O15533,6892
CBR1_12381.26,CBR1,873,P16152,873
DDX58_12382.2,DDX58,23586,O95786,23586
CSN7B_12384.92,CSN7B,64708,Q9H9Q2,64708
CAN3_12385.4,CAN3,825,P20807,825
AMPB_12386.11,AMPB,6051,Q9H4A4,6051
PDLI4_12387.7,PDLI4,8572,P50479,8572
ORC6_12389.4,ORC6,23594,Q9Y5N6,23594
PDZD7_12391.27,PDZD7,79955,Q9H5P4,79955
ARL1_12392.30,ARL1,400,P40616,400
CP054_12394.53,CP054,283897,Q6UWD8,283897
SYDM_12395.86,SYDM,55157,Q6PI48,55157
HIBCH_12396.19,HIBCH,26275,Q6NVY1,26275
PAX4_12398.15,PAX4,0,O43316,0
CCD50_12399.194,CCD50,152137,Q8IVM0,152137
UBE2T_12400.25,UBE2T,29089,Q9NPD8,29089
STALP_12401.3,STALP,57559,Q96FJ0,57559
RB39B_12403.30,RB39B,116442,Q96DA2,116442
ARHI_12406.119,ARHI,9077,O95661,9077
RB22A_12408.333,RB22A,57403,Q9UL26,57403
RAB7B_12409.90,RAB7B,338382,Q96AH8,338382
MAX_12411.60,MAX,4149,P61244,4149
X14.3.3.protein.beta.alpha_12414.31,14-3-3 protein beta/alpha,7529,P31946,7529
EDF1_12415.122,EDF1,8721,O60869,8721
TPRKB_12417.46,TPRKB,51002,Q9Y3C4,51002
GPD1L_12420.10,GPD1L,23171,Q8N335,23171
LX15B_12422.143,LX15B,247,O15296,247
A1CF_12423.38,A1CF,29974,Q9NQ94,29974
THYN1_12424.107,THYN1,29087,Q9P016,29087
ARF6_12425.104,ARF6,382,P62330,382
MOL1B_12426.19,MOL1B,55233,Q9H8S9,55233
MPIP2_12427.8,MPIP2,994,P30305,994
LYPL1_12428.2,LYPL1,127018,Q5VWZ2,127018
PAIP1_12430.78,PAIP1,10605,Q9H074,10605
PELO_12431.13,PELO,53918,Q9BRX2,53918
CYBP_12432.23,CYBP,27101,Q9HB71,27101
ARL11_12433.8,ARL11,115761,Q969Q4,115761
K0174_12434.25,K0174,9798,P53990,9798
GST.omega.1_12436.84,GST omega-1,9446,P78417,9446
ULK3_12437.18,ULK3,25989,Q6PHR2,25989
X3MG_12438.127,3MG,4350,P29372,4350
ISGF3_12439.67,ISGF3,10379,Q00978,10379
RHOD_12442.4,RHOD,29984,O00212,29984
NR5A2_12444.39,NR5A2,2494,O00482,2494
ANR27_12445.50,ANR27,84079,Q96NW4,84079
GST.A1.1_12446.49,GST A1-1,2938,P08263,2938
NMT1_12448.246,NMT1,4836,P30419,4836
PPIH_12449.16,PPIH,10465,O43447,10465
PMVK_12450.42,PMVK,10654,Q15126,10654
BACH1_12451.62,BACH1,571,O14867,571
SV422_12452.32,SV422,84787,Q86Y97,84787
NXF1_12453.161,NXF1,10482,Q9UBU9,10482
NTM1A_12454.105,NTM1A,28989,Q9BV86,28989
MYNN_12455.48,MYNN,55892,Q9NPC7,55892
F263_12456.5,F263,5209,Q16875,5209
MTND_12457.10,MTND,55256,Q9BV57,55256
CHP1_12458.79,CHP1,11261,Q99653,11261
PKHA1_12459.13,PKHA1,59338,Q9HB21,59338
PSA7_12460.18,PSA7,5688,O14818,5688
SIRT5_12461.8,SIRT5,23408,Q9NXA8,23408
SETMR_12462.20,SETMR,6419,Q53H47,6419
KLH13_12463.7,KLH13,90293,Q9P2N7,90293
ROA1_12466.7,ROA1,3178,P09651,3178
MARE1_12469.19,MARE1,22919,Q15691,22919
STAU1_12471.47,STAU1,6780,O95793,6780
KCTD5_12473.48,KCTD5,54442,Q9NXV2,54442
CLIC5_12475.48,CLIC5,53405,Q9NZA1,53405
TIGAR_12476.50,TIGAR,57103,Q9NQ88,57103
TSN_12477.42,TSN,7247,Q15631,7247
RL30_12478.15,RL30,6156,P62888,6156
KAP1_12479.50,KAP1,5575,P31321,5575
OTUD5_12480.9,OTUD5,55593,Q96G74,55593
BPTF_12482.5,BPTF,2186,Q12830,2186
RORB_12483.62,RORB,6096,Q92753,6096
PIPNB_12484.67,PIPNB,23760,P48739,23760
GLRX2_12486.8,GLRX2,51022,Q9NS18,51022
MCTS1_12488.9,MCTS1,28985,Q9ULC4,28985
LTOR3_12490.92,LTOR3,8649,Q9UHA4,8649
CLIC4_12491.23,CLIC4,25932,Q9Y696,25932
OTUB2_12493.42,OTUB2,78990,Q96DC9,78990
GBRL2_12494.99,GBRL2,11345,P60520,11345
SDOS_12497.29,SDOS,84309,Q9BRJ7,84309
TX1B3_12498.12,TX1B3,30851,O14907,30851
SH3G2_12499.108,SH3G2,6456,Q99962,6456
SAE2_12500.88,SAE2,10054,Q9UBT2,10054
TBCA_12501.10,TBCA,6902,O75347,6902
SPR1_12503.5,SPR1,8111,Q15743,8111
LMOD1_12504.26,LMOD1,25802,P29536,25802
IP3KC_12507.16,IP3KC,80271,Q96DU7,80271
CHMP3_12508.9,CHMP3,100526767,Q9Y3E7,100526767
COMD1_12509.115,COMD1,150684,Q8N668,150684
STAP1_12510.3,STAP1,26228,Q9ULZ2,26228
S41A2_12511.83,S41A2,84102,Q96JW4,84102
GLTP_12513.8,GLTP,51228,Q9NZD2,51228
METTL1_12514.16,METTL1,4234,Q9UBP6,4234
UCK2_12515.45,UCK2,7371,Q9BZX2,7371
TEAD4_12516.13,TEAD4,7004,Q15561,7004
TFAR19_12517.52,TFAR19,9141,O14737,9141
PB1_12518.289,PB1,55193,Q86U86,55193
CDN2C_12521.3,CDN2C,1031,P42773,1031
RD23B_12522.6,RD23B,5887,P54727,5887
SAT2_12524.18,SAT2,112483,Q96F10,112483
THA_12527.50,THA,7067,P10827,7067
WRIP1_12528.40,WRIP1,56897,Q96S55,56897
FKBP6_12529.32,FKBP6,8468,O75344,8468
CKS.1_12530.14,CKS-1,1163,P61024,1163
ERVV1_12531.5,ERVV1,0,B6SEH8,0
UB2R1_12532.28,UB2R1,997,P49427,997
CYH2_12533.135,CYH2,9266,Q99418,9266
CACO2_12534.10,CACO2,10241,Q13137,10241
XRCC1_12535.2,XRCC1,7515,P18887,7515
MTMR6_12536.46,MTMR6,9107,Q9Y217,9107
PURA_12537.88,PURA,5813,Q00577,5813
RGS7_12538.19,RGS7,6000,P49802,6000
RHOG_12540.25,RHOG,391,P84095,391
ZN560_12543.76,ZN560,147741,Q96MR9,147741
SMTN_12546.1,SMTN,6525,P53814,6525
RRAGC_12548.75,RRAGC,64121,Q9HB90,64121
PTGD2_12549.33,PTGD2,27306,O60760,27306
ITCH_12551.3,ITCH,83737,Q96J02,83737
VRK1_12553.5,VRK1,7443,Q99986,7443
RA51D_12554.10,RA51D,5892,O75771,5892
UBE2C_12556.7,UBE2C,11065,O00762,11065
NOVA1_12557.18,NOVA1,4857,P51513,4857
UBS3B_12558.3,UBS3B,84959,Q8TF42,84959
NT5C_12560.9,NT5C,30833,Q8TCD5,30833
PKN1_12562.1,PKN1,5585,Q16512,5585
TFIP8_12563.2,TFIP8,25816,O95379,25816
NIP7_12564.9,NIP7,51388,Q9Y221,51388
KEAP1_12568.14,KEAP1,9817,Q14145,9817
TCP.1.epsilon_12569.25,TCP-1-epsilon,22948,P48643,22948
ARL3_12571.14,ARL3,403,P36405,403
EFS_12572.236,EFS,10278,O43281,10278
TRIM3_12573.80,TRIM3,10612,O75382,10612
Endothelin.2_12574.36,Endothelin 2,1907,P20800,1907
C1TC_12575.30,C1TC,4522,P11586,4522
MAGE.3_12576.21,MAGE-3,4102,P43357,4102
FLAP.endonuclease.1_12577.100,FLAP endonuclease-1,2237,P39748,2237
ARF3_12578.13,ARF3,377,P61204,377
PSB5_12580.7,PSB5,5693,P28074,5693
IMPA2_12581.39,IMPA2,3613,O14732,3613
ARAF_12583.77,ARAF,369,P10398,369
ERCC1_12585.39,ERCC1,2067,P07992,2067
ARL2_12587.65,ARL2,402,P36404,402
Oligophrenin.1_12591.27,Oligophrenin-1,4983,O60890,4983
PDRG1_12593.33,PDRG1,81572,Q9NUG6,81572
GRAN_12594.5,GRAN,25801,P28676,25801
TMOD1_12595.11,TMOD1,7111,P28289,7111
Autophagy.protein.5_12597.68,Autophagy protein 5,9474,Q9H1Y0,9474
URP2_12599.10,URP2,83706,Q86UX7,83706
PABP4_12603.87,PABP4,8761,Q13310,8761
SCMH1_12604.16,SCMH1,22955,Q96GD3,22955
Exosome.component.3_12605.1,Exosome component 3,51010,Q9NQT5,51010
PSB1_12612.37,PSB1,5689,P20618,5689
NRBP_12616.45,NRBP,29959,Q9UHY1,29959
STK24_12617.2,STK24,8428,Q9Y6E0,8428
Aldo.keto.reductase.1C1_12618.50,Aldo-keto reductase 1C1,1645,Q04828,1645
Protein.phophatase.2Ca_12619.14,Protein phophatase 2Ca,5494,P35813,5494
Septin.11_12620.3,Septin-11,55752,Q9NVA2,55752
PP2AAA_12621.55,PP2AAA,5518,P30153,5518
ASH1L_12622.96,ASH1L,55870,Q9NR48,55870
JARD2_12623.84,JARD2,3720,Q92833,3720
KLHL7_12625.138,KLHL7,55975,Q8IXQ5,55975
SENP7_12626.6,SENP7,57337,Q9BQF6,57337
ATG7_12627.97,ATG7,10533,O95352,10533
LANC2_12628.31,LANC2,55915,Q9NS86,55915
ARFP2_12630.8,ARFP2,23647,P53365,23647
ARY1_12632.14,ARY1,9,P18440,9
PTN9_12633.3,PTN9,5780,P43378,5780
BCAR3.Ras.GEF_12634.79,BCAR3:Ras-GEF,8412,O75815,8412
TRDMT_12635.9,TRDMT,1787,O14717,1787
SMYD2_12636.113,SMYD2,56950,Q9NRG4,56950
CACP_12637.7,CACP,1384,P43155,1384
I5P2_12641.3,I5P2,3633,P32019,3633
ARRB1_12643.4,ARRB1,408,P49407,408
PURA2_12644.63,PURA2,159,P30520,159
RPE_12646.2,RPE,6120,Q96AT9,6120
SETD2_12647.52,SETD2,29072,Q9BYW2,29072
Malate.dehydrogenase.2_12649.80,Malate dehydrogenase 2,4191,P40926,4191
GNAI3_12650.43,GNAI3,2773,P08754,2773
PDK2_12651.21,PDK2,5164,Q15119,5164
SAHH2_12652.37,SAHH2,10768,O43865,10768
CSNK1G2_12653.13,CSNK1G2,1455,P78368,1455
SNAB_12655.30,SNAB,63908,Q9H115,63908
KLC1_12656.1,KLC1,3831,Q07866,3831
FCL_12657.2,FCL,7264,Q13630,7264
PANK3_12658.72,PANK3,79646,Q9H999,79646
GTPB9_12659.13,GTPB9,29789,Q9NTK5,29789
GBRL1_12661.44,GBRL1,23710,Q9H0R8,23710
ECH1_12662.82,ECH1,1891,Q13011,1891
THTR_12663.1,THTR,7263,Q16762,7263
PTN13_12664.19,PTN13,5783,Q12923,5783
ILF2_12665.16,ILF2,3608,Q12905,3608
GUAD_12667.2,GUAD,9615,Q9Y2T3,9615
VPS4B_12668.7,VPS4B,9525,O75351,9525
HECW1_12669.30,HECW1,23072,Q76N89,23072
RAD1_12670.15,RAD1,5810,O60671,5810
ST1B1_12671.35,ST1B1,27284,O43704,27284
SYDC_12675.14,SYDC,1615,P14868,1615
PACN1_12676.1,PACN1,29993,Q9BY11,29993
FLII_12677.164,FLII,2314,Q13045,2314
SNRPA_12678.66,SNRPA,6626,P09012,6626
UBP21_12681.63,UBP21,27005,Q9UK80,27005
KAT3_12682.5,KAT3,56267,Q6YP21,56267
DPYL5_12683.156,DPYL5,56896,Q9BPU6,56896
ADSV_12684.5,ADSV,85477,Q9Y6U3,85477
HOME2_12685.57,HOME2,9455,Q9NSB8,9455
THTM_12686.15,THTM,4357,P25325,4357
DECR_12687.2,DECR,1666,Q16698,1666
KS6A6_12688.115,KS6A6,27330,Q9UK32,27330
ARC1B_12689.56,ARC1B,10095,O15143,10095
X10.Sep_12690.33,10-Sep,151011,Q9P0V9,151011
GLYM_12691.44,GLYM,6472,P34897,6472
DOT1L_12692.56,DOT1L,84444,Q8TEK3,84444
SH3L1_12693.2,SH3L1,6451,O75368,6451
DIM1_12694.28,DIM1,27292,Q9UNQ2,27292
KLH12_12695.62,KLH12,59349,Q53G59,59349
ANM3_12696.166,ANM3,10196,O60678,10196
PI42A_12697.30,PI42A,5305,P48426,5305
IMA4_12698.72,IMA4,3840,O00629,3840
TCP.1.theta_12699.28,TCP-1-theta,10694,P50990,10694
ACLY_12700.9,ACLY,47,P53396,47
EIF1B_12701.1,EIF1B,10289,O60739,10289
PELI2_12702.13,PELI2,57161,Q9HAT8,57161
NEK7_12703.6,NEK7,140609,Q8TDX7,140609
SH2D3_12704.26,SH2D3,10044,Q8N5H7,10044
HERC1_12705.9,HERC1,8925,Q15751,8925
MRCKA_12706.2,MRCKA,8476,Q5VT25,8476
DPYL3_12707.26,DPYL3,1809,Q14195,1809
LMBL2_12708.91,LMBL2,83746,Q969R5,83746
H1X_12709.63,H1X,8971,Q92522,8971
CXA8_12711.19,CXA8,2703,P48165,2703
HM20A_12712.9,HM20A,10363,Q9NP66,10363
RGS19_12713.365,RGS19,10287,P49795,10287
AP1G2_12714.38,AP1G2,8906,O75843,8906
DCP1B_12715.30,DCP1B,196513,Q8IZD4,196513
ZN175_12716.3,ZN175,7728,Q9Y473,7728
TOX3_12717.65,TOX3,27324,O15405,27324
PIN4_12718.43,PIN4,5303,Q9Y237,5303
UBQL4_12720.71,UBQL4,56893,Q9NRR5,56893
TAXB1_12721.4,TAXB1,8887,Q86VP1,8887
CIRBP_12724.81,CIRBP,1153,Q14011,1153
RFXAP_12726.3,RFXAP,5994,O00287,5994
FPRP_12727.7,FPRP,5738,Q9P2B2,5738
PSMG3_12729.12,PSMG3,84262,Q9BT73,84262
KNTC2_12730.3,KNTC2,10403,O14777,10403
PKHA7_12731.12,PKHA7,144100,Q6IQ23,144100
MPP7_12732.13,MPP7,143098,Q5T2T1,143098
KIF22_12734.112,KIF22,3835,Q14807,3835
CSDE1_12735.39,CSDE1,7812,O75534,7812
PLSI_12737.12,PLSI,5357,Q14651,5357
NISCH_12738.43,NISCH,11188,Q9Y2I1,11188
FEV_12740.55,FEV,54738,Q99581,54738
TMM8B_12742.160,TMM8B,51754,A6NDV4,51754
BAG5_12743.18,BAG5,9529,Q9UL15,9529
CYH4_12746.4,CYH4,27128,Q9UIA0,27128
RBM3_12747.89,RBM3,5935,P98179,5935
BRDT_12748.6,BRDT,676,Q58F21,676
LFA.1.beta.2_12750.9,LFA-1 beta-2,3689,P05107,3689
ZHX1_12751.26,ZHX1,11244,Q9UKY1,11244
APBB2.PID.1_12753.6,APBB2:PID 1,323,Q92870,323
CSDC2_12754.14,CSDC2,27254,Q9Y534,27254
BACH2_12756.3,BACH2,60468,Q9BYV9,60468
GRID2_12758.47,GRID2,2895,O43424,2895
DRBP76_12759.47,DRBP76,3609,Q12906,3609
ZN774_12760.34,ZN774,342132,Q6NX45,342132
APBB2.PID.2_12761.12,APBB2:PID 2,323,Q92870,323
ZN334_12763.69,ZN334,55713,Q9HCZ1,55713
ELMO1_12764.3,ELMO1,9844,Q92556,9844
GP142_12766.33,GP142,350383,Q7Z601,350383
PPR3B_12768.3,PPR3B,79660,Q86XI6,79660
ZN180_12771.19,ZN180,7733,Q9UJW8,7733
NUP98_12772.8,NUP98,4928,P52948,4928
HCN1_12774.12,HCN1,348980,O60741,348980
HMGB3_12775.6,HMGB3,3149,O15347,3149
SF01_12777.11,SF01,7536,Q15637,7536
PRDM4_12779.30,PRDM4,11108,Q9UKN5,11108
TRBP2_12781.2,TRBP2,6895,Q15633,6895
HNRPM_12783.29,HNRPM,4670,P52272,4670
APBB3.PID.1_12784.10,APBB3:PID 1,10307,O95704,10307
KAISO_12785.49,KAISO,10009,Q86T24,10009
GDE5_12786.61,GDE5,56261,Q9NPB8,56261
ZN134_12787.47,ZN134,7693,P52741,7693
SGF29_12788.6,SGF29,112869,Q96ES7,112869
CCD51_12790.10,CCD51,79714,Q96ER9,79714
PIWL1_12793.4,PIWL1,9271,Q96J94,9271
NALP4_12794.6,NALP4,147945,Q96MN2,147945
ZN566_12795.2,ZN566,84924,Q969W8,84924
NUDT3_12796.44,NUDT3,11165,O95989,11165
S4A8_12798.46,S4A8,9498,Q2Y0W8,9498
DJC27_12799.65,DJC27,51277,Q9NZQ0,51277
TPPP2_12800.5,TPPP2,122664,P59282,122664
IRF2_12801.33,IRF2,3660,P14316,3660
ZN329_12803.9,ZN329,79673,Q86UD4,79673
GMEB2_12804.5,GMEB2,26205,Q9UKD1,26205
RHG30_12807.89,RHG30,257106,Q7Z6I6,257106
CHSP1_12808.103,CHSP1,23589,Q9Y2V2,23589
ZN415_12811.55,ZN415,55786,Q09FC8,55786
