"Protein","Nominal_pvalue","formula","fold_change","adjusted_pvalue","Target","Entrez"
"KLRG2.N.term_10762.2",0.893974919299793," ~ Study_group + (1|maskID)",-0.0126079350844064,0.999937631057378,"KLRG2:N-term","346689"
"GPR64_10767.52",0.243030144936602," ~ Study_group + (1|maskID)",-0.0636170746890599,0.999937631057378,"GPR64","10149"
"CGAT2_10772.21",0.159703520090354," ~ Study_group + (1|maskID)",-0.0681236083213122,0.999937631057378,"CGAT2","55454"
"RAB3D_10780.10",0.419451889986115," ~ Study_group + (1|maskID)",0.0883566212567666,0.999937631057378,"RAB3D","9545"
"CLC4G_10781.19",0.140007109979045," ~ Study_group + (1|maskID)",-0.127409110788918,0.999937631057378,"CLC4G","339390"
"LRC52_10785.8",0.440616249935027," ~ Study_group + (1|maskID) + Methotrexate",-0.956760224129646,0.999937631057378,"LRC52","440699"
"CLM2_10798.4",0.24988143467457," ~ Study_group + (1|maskID)",-0.179284204164163,0.999937631057378,"CLM2","342510"
"Collagen.binding.protein_10800.15",0.854522978034017," ~ Study_group + (1|maskID)",-0.0412107612418156,0.999937631057378,"Collagen-binding protein","871"
"Ephrin.A2_10801.11",0.841836041991432," ~ Study_group + (1|maskID) + Smoking",-0.0167651179671704,0.999937631057378,"Ephrin-A2","1943"
"HSP.70_10803.22",0.217770021975523," ~ Study_group + (1|maskID) + Smoking",-0.243333232686829,0.999937631057378,"HSP 70","3303"
"KLRB1_10809.14",0.404343228602349," ~ Study_group + (1|maskID) + Age + Prednisone",-0.749196664313893,0.999937631057378,"KLRB1","3820"
"CD1A_10814.7",0.0999333641146378," ~ Study_group + (1|maskID)",-0.0857621921194172,0.999937631057378,"CD1A","909"
"HABP4_10815.2",0.342402860353967," ~ Study_group + (1|maskID)",-0.020854621506459,0.999937631057378,"HABP4","22927"
"PILRA.isoform.FDF03.M14_10816.150",0.154448778140468," ~ Study_group + (1|maskID)",0.404102450143249,0.999937631057378,"PILRA isoform FDF03-M14","29992"
"TO20L_10817.26",0.163901963444408," ~ Study_group + (1|maskID)",-0.110920213189576,0.999937631057378,"TO20L","387990"
"ASM_10818.36",0.0470472227066561," ~ Study_group + (1|maskID)",-0.254618440884155,0.999937631057378,"ASM","6609"
"fibulin.1_10819.108",0.322396321687034," ~ Study_group + (1|maskID) + Age",-0.121137092036599,0.999937631057378,"fibulin 1","2192"
"VSI10_10825.12",0.737165413664455," ~ Study_group + (1|maskID) + Methotrexate",-0.0550476700017455,0.999937631057378,"VSI10","54621"
"LIGO3_10827.67",0.722183068038665," ~ Study_group + (1|maskID)",-0.0117539491055435,0.999937631057378,"LIGO3","645191"
"K0494.N.term_10830.5",0.979653586766198," ~ Study_group + (1|maskID) + Smoking",0.000547243194035886,0.999937631057378,"K0494:N-term","9813"
"B4GT6_10832.24",0.154495329477361," ~ Study_group + (1|maskID)",0.113041121834575,0.999937631057378,"B4GT6","9331"
"HHIP_10833.64",0.145809231123718," ~ Study_group + (1|maskID)",0.123558779756202,0.999937631057378,"HHIP","64399"
"A4GCT_10835.25",0.57559652722864," ~ Study_group + (1|maskID)",-0.12927086368871,0.999937631057378,"A4GCT","51146"
"GCNT4_10842.7",0.219051467467736," ~ Study_group + (1|maskID)",-0.0402046303513338,0.999937631057378,"GCNT4","51301"
"SIG15_10847.1",0.435578147892245," ~ Study_group + (1|maskID)",-0.0439948854365646,0.999937631057378,"SIG15","284266"
"BTNL3_10848.137",0.902748394368293," ~ Study_group + (1|maskID)",-0.00285148084470305,0.999937631057378,"BTNL3","10917"
"IL27B_10851.77",0.882760399941538," ~ Study_group + (1|maskID) + Age",0.00385678326626728,0.999937631057378,"IL27B","10148"
"HNRDL_10852.114",0.984323025020797," ~ Study_group + (1|maskID)",-0.00303407331042196,0.999937631057378,"HNRDL","9987"
"GCNT4_10854.15",0.972451255752584," ~ Study_group + (1|maskID)",-0.00264983732930422,0.999937631057378,"GCNT4","51301"
"PLXB2_10855.55",0.222479644295255," ~ Study_group + (1|maskID)",0.160077875231772,0.999937631057378,"PLXB2","23654"
"P4R3A_10866.60",0.234318182534929," ~ Study_group + (1|maskID) + Age",-0.148169800673141,0.999937631057378,"P4R3A","55671"
"Spastin.MIT_10870.32",0.968783759137183," ~ Study_group + (1|maskID)",-0.00505606884327255,0.999937631057378,"Spastin:MIT","6683"
"BRAT1_10876.300",0.163799554129058," ~ Study_group + (1|maskID)",-0.256092596892127,0.999937631057378,"BRAT1","221927"
"F163B_10880.38",0.295899964318484," ~ Study_group + (1|maskID)",-0.066952896458661,0.999937631057378,"F163B","642968"
"Desmocollin.1_10882.12",0.485127600843255," ~ Study_group + (1|maskID)",-0.0277412837360129,0.999937631057378,"Desmocollin-1","1823"
"CF089_10885.36",0.279810107992867," ~ Study_group + (1|maskID)",-0.218114858527227,0.999937631057378,"CF089","221477"
"MRAP2_10889.2",0.243916754995345," ~ Study_group + (1|maskID) + Age + Prednisone",-0.228822243217293,0.999937631057378,"MRAP2","112609"
"LCTL_10890.135",0.603071083168225," ~ Study_group + (1|maskID)",0.0142175160008419,0.999937631057378,"LCTL","197021"
"OSMR_10892.8",0.856860484563054," ~ Study_group + (1|maskID)",-0.0190186832773654,0.999937631057378,"OSMR","9180"
"Secretagogin_10894.25",0.250277465081158," ~ Study_group + (1|maskID)",-0.0707611741873378,0.999937631057378,"Secretagogin","10590"
"TM11B_10895.28",0.754116346247897," ~ Study_group + (1|maskID)",-0.0220167956655493,0.999937631057378,"TM11B","132724"
"STMN2_10900.272",0.898077679755459," ~ Study_group + (1|maskID)",-0.0114692881950533,0.999937631057378,"STMN2","11075"
"APRV1_10902.53",0.357452677489628," ~ Study_group + (1|maskID)",-1.80751868565362,0.999937631057378,"APRV1","151516"
"STX8_10903.50",0.785203822473876," ~ Study_group + (1|maskID)",0.0369708379768538,0.999937631057378,"STX8","9482"
"NTRI_10907.116",0.538616639576211," ~ Study_group + (1|maskID)",0.0630156711780071,0.999937631057378,"NTRI","50863"
"GLT13_10908.2",0.75611650230957," ~ Study_group + (1|maskID)",0.0163098609265976,0.999937631057378,"GLT13","114805"
"CEAM4_10910.6",0.0577042421709032," ~ Study_group + (1|maskID)",-0.199748590557377,0.999937631057378,"CEAM4","1089"
"PLA2R_10916.44",0.192251539788422," ~ Study_group + (1|maskID) + Smoking",0.18625486201775,0.999937631057378,"PLA2R","22925"
"GBGT2_10917.40",0.669816062012053," ~ Study_group + (1|maskID) + Age",0.0136471529092053,0.999937631057378,"GBGT2","2793"
"NEUFC_10924.258",0.245826118286787," ~ Study_group + (1|maskID)",0.046085955378052,0.999937631057378,"NEUFC","124936"
"CABP8_10933.107",0.4910252124554," ~ Study_group + (1|maskID) + Age",-0.150618848217943,0.999937631057378,"CABP8","83698"
"sLFA.3_10938.13",0.103263171521684," ~ Study_group + (1|maskID) + Smoking",-0.0802041427452267,0.999937631057378,"sLFA-3","965"
"PKHA4_10939.16",0.0245970078312702," ~ Study_group + (1|maskID)",-0.0697461596646558,0.999937631057378,"PKHA4","57664"
"SRCA_10940.25",0.8841358692212," ~ Study_group + (1|maskID)",0.0127407737915832,0.999937631057378,"SRCA","6345"
"Syntaxin.6_10945.11",0.877509680220735," ~ Study_group + (1|maskID)",-0.00846336657312728,0.999937631057378,"Syntaxin-6","10228"
"PLD3_10948.14",0.755772509408943," ~ Study_group + (1|maskID)",-0.0555194770622733,0.999937631057378,"PLD3","23646"
"RLA2_10949.59",0.0146707851512279," ~ Study_group + (1|maskID) + Sex",-0.127463064716264,0.999937631057378,"RLA2","6181"
"CLC2A_10953.14",0.510036154934586," ~ Study_group + (1|maskID)",0.031906184818679,0.999937631057378,"CLC2A","387836"
"CLC10_10955.4",0.305848525888192," ~ Study_group + (1|maskID)",-0.0445436582604443,0.999937631057378,"CLC10","10462"
"GCSH_10956.82",0.575613346791291," ~ Study_group + (1|maskID)",-0.0876962128483763,0.999937631057378,"GCSH","2653"
"BET1L_10959.125",0.457176429681043," ~ Study_group + (1|maskID) + Age",-0.076891694598993,0.999937631057378,"BET1L","51272"
"TIG3_10961.15",0.0161154348525848," ~ Study_group + (1|maskID)",-0.18552945090183,0.999937631057378,"TIG3","5920"
"a2.HS.Glycoprotein_10966.1",0.225405120724143," ~ Study_group + (1|maskID)",-0.184900123312861,0.999937631057378,"a2-HS-Glycoprotein","197"
"PRL_10967.12",0.662624990865659," ~ Study_group + (1|maskID)",-0.076008508111193,0.999937631057378,"PRL","5617"
"NAR3_10970.3",0.444304574163243," ~ Study_group + (1|maskID)",0.0529509275261152,0.999937631057378,"NAR3","419"
"ISK7_10974.20",0.191408182088707," ~ Study_group + (1|maskID) + Age",0.09470994349292,0.999937631057378,"ISK7","84651"
"MUCL1_10975.59",0.200463661455685," ~ Study_group + (1|maskID)",-0.0477776122540657,0.999937631057378,"MUCL1","118430"
"MUC1.region.3_10976.44",0.279270462470277," ~ Study_group + (1|maskID) + Prednisone",-0.626040797690347,0.999937631057378,"MUC1:region 3","4582"
"UCMA_10977.55",0.0804325951995269," ~ Study_group + (1|maskID)",-0.0727003895139175,0.999937631057378,"UCMA","221044"
"SOM2_10978.39",0.64905480279416," ~ Study_group + (1|maskID)",0.102806095373984,0.999937631057378,"SOM2","2689"
"ACES_10980.11",0.206981538988074," ~ Study_group + (1|maskID) + Sex + Smoking",0.138983428026045,0.999937631057378,"ACES","43"
"NRG3_10981.56",0.556138645717599," ~ Study_group + (1|maskID)",0.0252810161128036,0.999937631057378,"NRG3","10718"
"LRRK2_10990.21",0.271607266622944," ~ Study_group + (1|maskID)",-0.444187957988707,0.999937631057378,"LRRK2","120892"
"Osteocalcin_11067.13",0.321821837812827," ~ Study_group + (1|maskID)",0.360496502477608,0.999937631057378,"Osteocalcin","632"
"IL.5_11071.1",0.887191827146772," ~ Study_group + (1|maskID)",-0.00376742739690327,0.999937631057378,"IL-5","3567"
"GPDA_11081.1",0.352617392524869," ~ Study_group + (1|maskID)",-0.307254880118712,0.999937631057378,"GPDA","2819"
"NSE_11083.23",0.922880782318865," ~ Study_group + (1|maskID)",0.0225474402860391,0.999937631057378,"NSE","2026"
"IgA_11089.7",0.0995387310824065," ~ Study_group + (1|maskID) + Age",-0.205590941269677,0.999937631057378,"IgA","3493 3494"
"LPPL_11094.104",0.0562651947975541," ~ Study_group + (1|maskID)",-0.0858249093442606,0.999937631057378,"LPPL","1178"
"HEMK2_11096.57",0.2732131863832," ~ Study_group + (1|maskID)",-0.0637054539824453,0.999937631057378,"HEMK2","29104"
"PDXK_11098.1",0.380550458722527," ~ Study_group + (1|maskID)",0.0911501688602818,0.999937631057378,"PDXK","8566"
"TLR4_11101.18",0.715919479867061," ~ Study_group + (1|maskID) + Methotrexate",-0.051707809648764,0.999937631057378,"TLR4","7099"
"REG4_11102.22",0.741989740338498," ~ Study_group + (1|maskID) + Age",0.0247240503584069,0.999937631057378,"REG4","83998"
"HSP.27_11103.24",0.986746454512185," ~ Study_group + (1|maskID)",-0.00324300160756647,0.999937631057378,"HSP 27","3315"
"YKL.40_11104.13",0.952509574405546," ~ Study_group + (1|maskID)",0.00962448906057439,0.999937631057378,"YKL-40","1116"
"Alpha.enolase_11105.171",0.964211050989217," ~ Study_group + (1|maskID)",0.00901256304879154,0.999937631057378,"Alpha enolase","2023"
"TEN3_11107.25",0.6755164202837," ~ Study_group + (1|maskID) + Methotrexate",0.002734086356954,0.999937631057378,"TEN3","55714"
"SVEP1.Sushi.15.18_11109.56",0.415231627032313," ~ Study_group + (1|maskID) + Age",-0.0975956246518711,0.999937631057378,"SVEP1:Sushi 15-18","79987"
"TM119_11110.4",0.572905587393963," ~ Study_group + (1|maskID)",-0.018978807489882,0.999937631057378,"TM119","338773"
"KISHA_11112.18",0.307506168436757," ~ Study_group + (1|maskID)",-0.0290763013454555,0.999937631057378,"KISHA","153339"
"CK087_11116.16",0.131576977267237," ~ Study_group + (1|maskID)",0.137867593974127,0.999937631057378,"CK087","399947"
"SPT20_11117.2",0.470752664927681," ~ Study_group + (1|maskID)",0.0645169993815333,0.999937631057378,"SPT20","64847"
"RAB17_11118.107",0.873192216047058," ~ Study_group + (1|maskID)",-0.0169047720797099,0.999937631057378,"RAB17","64284"
"NAT14_11120.49",0.329288835249653," ~ Study_group + (1|maskID)",-0.0940706586891435,0.999937631057378,"NAT14","57106"
"VWC2_11121.56",0.729775994627879," ~ Study_group + (1|maskID) + Age",-0.0532946150225497,0.999937631057378,"VWC2","375567"
"SPG21_11122.97",0.984304815329429," ~ Study_group + (1|maskID)",-0.0026083639427584,0.999937631057378,"SPG21","51324"
"TRIO_11126.102",0.142457315954691," ~ Study_group + (1|maskID) + Age",-0.0828217367056249,0.999937631057378,"TRIO","7204"
"T132C.CD_11128.29",0.134749876128045," ~ Study_group + (1|maskID) + Methotrexate",0.107984020675268,0.999937631057378,"T132C:CD","92293"
"BMP15_11129.66",0.500145660508829," ~ Study_group + (1|maskID) + Age",0.205451659189189,0.999937631057378,"BMP15","9210"
"CACB4_11130.158",0.881325487397277," ~ Study_group + (1|maskID)",0.0110375003186163,0.999937631057378,"CACB4","785"
"RF1ML_11134.30",0.573408854300182," ~ Study_group + (1|maskID)",0.0724333290350469,0.999937631057378,"RF1ML","54516"
"RM55_11135.5",0.331190364860434," ~ Study_group + (1|maskID)",-0.210053677421666,0.999937631057378,"RM55","128308"
"IL3RB.CD_11137.43",0.0372693291352287," ~ Study_group + (1|maskID)",-0.0757199855853152,0.999937631057378,"IL3RB:CD","1439"
"RUNX3_11138.16",0.622682078723086," ~ Study_group + (1|maskID) + Methotrexate",0.0513512570455951,0.999937631057378,"RUNX3","864"
"CO1A1.C.term.propeptide_11140.56",0.0801061456719496," ~ Study_group + (1|maskID)",-0.221469998386471,0.999937631057378,"CO1A1:C-term propeptide","1277"
"ANGL1.C.term_11142.11",0.059050358943739," ~ Study_group + (1|maskID)",-0.117661445525086,0.999937631057378,"ANGL1:C-term","9068"
"NOE3.N.term_11143.32",0.209302024786437," ~ Study_group + (1|maskID)",-0.125795898382447,0.999937631057378,"NOE3:N-term","118427"
"DB116_11144.10",0.355468319919597," ~ Study_group + (1|maskID)",0.147441414169957,0.999937631057378,"DB116","245930"
"K154L_11145.72",0.675031346553518," ~ Study_group + (1|maskID)",0.0847262000463752,0.999937631057378,"K154L","25758"
"TBX22_11146.4",0.18419163662855," ~ Study_group + (1|maskID) + Age",-0.0589058721967827,0.999937631057378,"TBX22","50945"
"TRML1.ITIM_11147.17",0.323562036000145," ~ Study_group + (1|maskID) + Smoking",-0.0865090295062218,0.999937631057378,"TRML1:ITIM","340205"
"TLR1.CD_11149.3",0.910878196761753," ~ Study_group + (1|maskID)",0.00583034450214046,0.999937631057378,"TLR1:CD","7096"
"Collagen.a1.VI._11150.3",0.194698077778717," ~ Study_group + (1|maskID)",-0.139554074159474,0.999937631057378,"Collagen a1(VI)","1291"
"kallikrein.13_11152.46",0.898962517623562," ~ Study_group + (1|maskID) + Sex",0.020833573105274,0.999937631057378,"kallikrein 13","26085"
"NF2L1_11154.3",0.370430246832822," ~ Study_group + (1|maskID)",0.0952055364699395,0.999937631057378,"NF2L1","4779"
"CO6A5_11155.16",0.332804075274021," ~ Study_group + (1|maskID)",0.476069441032531,0.999937631057378,"CO6A5","256076"
"HSP.70_11157.35",0.310150620109929," ~ Study_group + (1|maskID)",-0.0834043935008269,0.999937631057378,"HSP 70","3303"
"BICR1_11158.40",0.248880241576346," ~ Study_group + (1|maskID) + Sex",0.118789404667564,0.999937631057378,"BICR1","92558"
"MUL1.CD_11159.14",0.59553064497062," ~ Study_group + (1|maskID) + Methotrexate",0.00686189332003444,0.999937631057378,"MUL1:CD","79594"
"RN122_11160.56",0.391786327871681," ~ Study_group + (1|maskID)",-0.0903959708273478,0.999937631057378,"RN122","79845"
"SPG20_11161.5",0.97262185934237," ~ Study_group + (1|maskID)",0.00400255043159136,0.999937631057378,"SPG20","23111"
"EQTN_11162.37",0.0783611787663935," ~ Study_group + (1|maskID)",-0.184587089195036,0.999937631057378,"EQTN","54586"
"F162B_11163.7",0.237742959083894," ~ Study_group + (1|maskID)",0.372345241709024,0.999937631057378,"F162B","221303"
"TEN2_11164.7",0.912072242495185," ~ Study_group + (1|maskID)",0.00615569462138917,0.999937631057378,"TEN2","57451"
"MTMR1_11167.6",0.603661103542986," ~ Study_group + (1|maskID)",-0.0255578696647196,0.999937631057378,"MTMR1","8776"
"MEG10_11168.3",0.874039660408401," ~ Study_group + (1|maskID)",-0.00747453920671638,0.999937631057378,"MEG10","84466"
"filamin.A.CH2_11171.25",0.879208171168942," ~ Study_group + (1|maskID)",0.0280446937876367,0.999937631057378,"filamin A:CH2","2316"
"MILR1_11173.29",0.490230159659627," ~ Study_group + (1|maskID)",-0.0312969398731517,0.999937631057378,"MILR1","284021"
"THS7A.TSP.type.1.domain.6_11174.8",0.128180230358012," ~ Study_group + (1|maskID)",-0.139593888497808,0.999937631057378,"THS7A:TSP type-1 domain 6","221981"
"PCAT2_11175.45",0.923401034067573," ~ Study_group + (1|maskID)",0.00413102478630364,0.999937631057378,"PCAT2","54947"
"K2C5_11177.16",0.752946932944422," ~ Study_group + (1|maskID)",-0.0567998939759591,0.999937631057378,"K2C5","3852"
"SVEP1.EGF.like.domains.4.6_11178.21",0.184644240110553," ~ Study_group + (1|maskID) + Age",-0.173411841799027,0.999937631057378,"SVEP1:EGF-like domains 4-6","79987"
"TSSK1_11179.7",0.294963826406078," ~ Study_group + (1|maskID) + Methotrexate",-0.585470083315414,0.999937631057378,"TSSK1","83942"
"SMRC1_11180.17",0.711164649548577," ~ Study_group + (1|maskID)",-0.021587042061209,0.999937631057378,"SMRC1","6599"
"CgA_11184.51",0.257661400101245," ~ Study_group + (1|maskID)",0.296022850136424,0.999937631057378,"CgA","1113"
"GCH1_11185.145",0.390959414323054," ~ Study_group + (1|maskID)",0.114046985389846,0.999937631057378,"GCH1","2643"
"TMM52_11186.12",0.520410407851412," ~ Study_group + (1|maskID)",0.0368165755377462,0.999937631057378,"TMM52","339456"
"CL12A_11187.11",0.664042655423667," ~ Study_group + (1|maskID)",-0.040952039587776,0.999937631057378,"CL12A","160364"
"YMEL1_11190.129",0.284731271606763," ~ Study_group + (1|maskID)",0.100987562655336,0.999937631057378,"YMEL1","10730"
"TINAL_11192.168",0.875582044816466," ~ Study_group + (1|maskID) + Smoking",0.0183727237377596,0.999937631057378,"TINAL","64129"
"HNF1A_11193.27",0.230009133762498," ~ Study_group + (1|maskID)",0.718585869847508,0.999937631057378,"HNF1A","6927"
"SIT1_11194.6",0.357050254432207," ~ Study_group + (1|maskID) + Methotrexate",-0.191818197330116,0.999937631057378,"SIT1","27240"
"Collagen.alpha.3.VI..BPTI.Kunitz.inhibitor_11196.31",0.215609651217054," ~ Study_group + (1|maskID) + Age",-0.164936028056039,0.999937631057378,"Collagen alpha-3(VI):BPTI/Kunitz inhibitor","1293"
"CR3L1_11198.37",0.518549229803061," ~ Study_group + (1|maskID)",0.113547130246781,0.999937631057378,"CR3L1","90993"
"C1QR1_11200.52",0.884610813611561," ~ Study_group + (1|maskID) + Smoking",-0.0159445037184468,0.999937631057378,"C1QR1","22918"
"TRUA_11201.19",0.705368289247559," ~ Study_group + (1|maskID)",-0.0231140827537457,0.999937631057378,"TRUA","80324"
"TBX5_11202.70",0.46260917296764," ~ Study_group + (1|maskID)",-0.01910067501041,0.999937631057378,"TBX5","6910"
"KPYR_11203.97",0.487256305484191," ~ Study_group + (1|maskID) + Prednisone",0.142582414725339,0.999937631057378,"KPYR","5313"
"CXAR_11204.80",0.482537225580261," ~ Study_group + (1|maskID) + Smoking + Prednisone",0.0924180016370909,0.999937631057378,"CXAR","1525"
"Integrin.beta.7_11205.10",0.957422578510684," ~ Study_group + (1|maskID) + Age",-0.049548914679177,0.999937631057378,"Integrin beta-7","3695"
"Macrophage.scavenger.receptor.CD_11207.3",0.616303454812902," ~ Study_group + (1|maskID)",0.0711308029328723,0.999937631057378,"Macrophage scavenger receptor:CD","4481"
"NAGPA_11208.15",0.697229914248713," ~ Study_group + (1|maskID) + Smoking",0.0382370239787924,0.999937631057378,"NAGPA","51172"
"TBCE_11211.7",0.992655034818498," ~ Study_group + (1|maskID)",0.00160699850489198,0.999937631057378,"TBCE","6905"
"TXND5_11212.7",0.0178521150244716," ~ Study_group + (1|maskID)",-0.145535088014251,0.999937631057378,"TXND5","81567"
