Protein,Nominal_pvalue,formula,Active_mean,Inactive_mean,fold_change,adjusted_pvalue,Target,Entrez
Prokineticin.2_10754.113,0.026016824, ~ Study_group + (1|maskID) + Prednisone,3916.432574,2802.451926,0.482850496,0.999937631,Prokineticin-2,60675
UCN3_10756.34,0.754878105, ~ Study_group + (1|maskID),983.1633519,965.1181667,0.026725546,0.999937631,UCN3,114131
KERA_10758.2,0.7009832, ~ Study_group + (1|maskID),1898.999519,1929.860315,-0.023256888,0.999937631,KERA,11081
GRIA4_10760.107,0.596192365, ~ Study_group + (1|maskID),4829.387222,4485.17337,0.106676392,0.999937631,GRIA4,2893
TMED2_10761.5,0.420144377, ~ Study_group + (1|maskID),563.4016852,569.9398704,-0.016645842,0.999937631,TMED2,10959
KLRG2.N.term_10762.2,0.893974919, ~ Study_group + (1|maskID),756.4584074,763.0981852,-0.012607935,0.999937631,KLRG2:N-term,346689
GPR64_10767.52,0.243030145, ~ Study_group + (1|maskID),547.8112593,572.5080556,-0.063617075,0.999937631,GPR64,10149
CGAT2_10772.21,0.15970352, ~ Study_group + (1|maskID),269.7593148,282.8027963,-0.068123608,0.999937631,CGAT2,55454
RAB3D_10780.10,0.41945189, ~ Study_group + (1|maskID),159.2841111,149.8216111,0.088356621,0.999937631,RAB3D,9545
CLC4G_10781.19,0.14000711, ~ Study_group + (1|maskID),4426.842778,4835.574315,-0.127409111,0.999937631,CLC4G,339390
LRC52_10785.8,0.44061625, ~ Study_group + (1|maskID) + Methotrexate,937.3538148,1819.353444,-0.956760224,0.999937631,LRC52,440699
CLM2_10798.4,0.249881435, ~ Study_group + (1|maskID),612.5117222,693.560463,-0.179284204,0.999937631,CLM2,342510
Collagen.binding.protein_10800.15,0.854522978, ~ Study_group + (1|maskID),2301.635574,2368.330111,-0.041210761,0.999937631,Collagen-binding protein,871
Ephrin.A2_10801.11,0.841836042, ~ Study_group + (1|maskID) + Smoking,2793.338333,2825.988204,-0.016765118,0.999937631,Ephrin-A2,1943
HSP.70_10803.22,0.217770022, ~ Study_group + (1|maskID) + Smoking,3280.387074,3883.074241,-0.243333233,0.999937631,HSP 70,3303
KLRB1_10809.14,0.404343229, ~ Study_group + (1|maskID) + Age + Prednisone,803.9274074,1351.286704,-0.749196664,0.999937631,KLRB1,3820
CD1A_10814.7,0.099933364, ~ Study_group + (1|maskID),773.1236667,820.4761481,-0.085762192,0.999937631,CD1A,909
HABP4_10815.2,0.34240286, ~ Study_group + (1|maskID),312.8864444,317.4421667,-0.020854622,0.999937631,HABP4,22927
PILRA.isoform.FDF03.M14_10816.150,0.154448778, ~ Study_group + (1|maskID),3223.514741,2436.030389,0.40410245,0.999937631,PILRA isoform FDF03-M14,29992
TO20L_10817.26,0.163901963, ~ Study_group + (1|maskID),2952.780963,3188.75787,-0.110920213,0.999937631,TO20L,387990
ASM_10818.36,0.047047223, ~ Study_group + (1|maskID),850.5445556,1014.716815,-0.254618441,0.999937631,ASM,6609
fibulin.1_10819.108,0.322396322, ~ Study_group + (1|maskID) + Age,5342.726981,5810.705704,-0.121137092,0.999937631,fibulin 1,2192
VSI10_10825.12,0.737165414, ~ Study_group + (1|maskID) + Methotrexate,764.2255185,793.9488704,-0.05504767,0.999937631,VSI10,54621
LIGO3_10827.67,0.722183068, ~ Study_group + (1|maskID),196.0331296,197.6367778,-0.011753949,0.999937631,LIGO3,645191
K0494.N.term_10830.5,0.979653587, ~ Study_group + (1|maskID) + Smoking,312.1673519,312.048963,0.000547243,0.999937631,K0494:N-term,9813
B4GT6_10832.24,0.154495329, ~ Study_group + (1|maskID),931.0043333,860.8409815,0.113041122,0.999937631,B4GT6,9331
HHIP_10833.64,0.145809231, ~ Study_group + (1|maskID),904.3678519,830.1378519,0.12355878,0.999937631,HHIP,64399
A4GCT_10835.25,0.575596527, ~ Study_group + (1|maskID),1245.502556,1362.256944,-0.129270864,0.999937631,A4GCT,51146
GCNT4_10842.7,0.219051467, ~ Study_group + (1|maskID),511.9749815,526.4432222,-0.04020463,0.999937631,GCNT4,51301
SIG15_10847.1,0.435578148, ~ Study_group + (1|maskID),1112.911352,1147.372278,-0.043994885,0.999937631,SIG15,284266
BTNL3_10848.137,0.902748394, ~ Study_group + (1|maskID),383.9611667,384.7208148,-0.002851481,0.999937631,BTNL3,10917
IL27B_10851.77,0.8827604, ~ Study_group + (1|maskID) + Age,17610.2257,17563.21083,0.003856783,0.999937631,IL27B,10148
HNRDL_10852.114,0.984323025, ~ Study_group + (1|maskID),15453.17796,15485.71111,-0.003034073,0.999937631,HNRDL,9987
GCNT4_10854.15,0.972451256, ~ Study_group + (1|maskID),2473.446963,2477.994185,-0.002649837,0.999937631,GCNT4,51301
PLXB2_10855.55,0.222479644, ~ Study_group + (1|maskID),4972.03337,4449.854315,0.160077875,0.999937631,PLXB2,23654
P4R3A_10866.60,0.234318183, ~ Study_group + (1|maskID) + Age,4946.305167,5481.311222,-0.148169801,0.999937631,P4R3A,55671
Spastin.MIT_10870.32,0.968783759, ~ Study_group + (1|maskID),8507.340407,8537.207537,-0.005056069,0.999937631,Spastin:MIT,6683
BRAT1_10876.300,0.163799554, ~ Study_group + (1|maskID),654.0836111,781.1327037,-0.256092597,0.999937631,BRAT1,221927
F163B_10880.38,0.295899964, ~ Study_group + (1|maskID),3216.8415,3369.647667,-0.066952896,0.999937631,F163B,642968
Desmocollin.1_10882.12,0.485127601, ~ Study_group + (1|maskID),780.1328148,795.2789815,-0.027741284,0.999937631,Desmocollin-1,1823
CF089_10885.36,0.279810108, ~ Study_group + (1|maskID),1592.32737,1852.215333,-0.218114859,0.999937631,CF089,221477
MRAP2_10889.2,0.243916755, ~ Study_group + (1|maskID) + Age + Prednisone,1431.912389,1678.026463,-0.228822243,0.999937631,MRAP2,112609
LCTL_10890.135,0.603071083, ~ Study_group + (1|maskID),853.6499074,845.2786481,0.014217516,0.999937631,LCTL,197021
OSMR_10892.8,0.856860485, ~ Study_group + (1|maskID),1611.153074,1632.533111,-0.019018683,0.999937631,OSMR,9180
Secretagogin_10894.25,0.250277465, ~ Study_group + (1|maskID),192.5255741,202.203963,-0.070761174,0.999937631,Secretagogin,10590
TM11B_10895.28,0.754116346, ~ Study_group + (1|maskID),765.1891296,776.9561481,-0.022016796,0.999937631,TM11B,132724
STMN2_10900.272,0.89807768, ~ Study_group + (1|maskID),1339.775426,1350.468963,-0.011469288,0.999937631,STMN2,11075
APRV1_10902.53,0.357452677, ~ Study_group + (1|maskID),641.9238333,2246.988463,-1.807518686,0.999937631,APRV1,151516
STX8_10903.50,0.785203822, ~ Study_group + (1|maskID),3488.749315,3400.48163,0.036970838,0.999937631,STX8,9482
NTRI_10907.116,0.53861664, ~ Study_group + (1|maskID),12857.30252,12307.79504,0.063015671,0.999937631,NTRI,50863
GLT13_10908.2,0.756116502, ~ Study_group + (1|maskID),1044.258333,1032.519333,0.016309861,0.999937631,GLT13,114805
CEAM4_10910.6,0.057704242, ~ Study_group + (1|maskID),582.7657778,669.3054444,-0.199748591,0.999937631,CEAM4,1089
PLA2R_10916.44,0.19225154, ~ Study_group + (1|maskID) + Smoking,4540.941648,3990.962259,0.186254862,0.999937631,PLA2R,22925
GBGT2_10917.40,0.669816062, ~ Study_group + (1|maskID) + Age,353.0894074,349.7651111,0.013647153,0.999937631,GBGT2,2793
NEUFC_10924.258,0.245826118, ~ Study_group + (1|maskID),77.02855556,74.60681481,0.046085955,0.999937631,NEUFC,124936
CABP8_10933.107,0.491025212, ~ Study_group + (1|maskID) + Age,1059.740852,1176.360593,-0.150618848,0.999937631,CABP8,83698
sLFA.3_10938.13,0.103263172, ~ Study_group + (1|maskID) + Smoking,1195.392111,1263.729833,-0.080204143,0.999937631,sLFA-3,965
PKHA4_10939.16,0.024597008, ~ Study_group + (1|maskID),265.0265556,278.1538519,-0.06974616,0.999937631,PKHA4,57664
SRCA_10940.25,0.884135869, ~ Study_group + (1|maskID),880.8645926,873.1197222,0.012740774,0.999937631,SRCA,6345
Syntaxin.6_10945.11,0.87750968, ~ Study_group + (1|maskID),3047.797296,3065.729315,-0.008463367,0.999937631,Syntaxin-6,10228
PLD3_10948.14,0.755772509, ~ Study_group + (1|maskID),553.9747407,575.708963,-0.055519477,0.999937631,PLD3,23646
RLA2_10949.59,0.014670785, ~ Study_group + (1|maskID) + Sex,415.6225741,454.0140926,-0.127463065,0.999937631,RLA2,6181
CLC2A_10953.14,0.510036155, ~ Study_group + (1|maskID),500.2447407,489.3029259,0.031906185,0.999937631,CLC2A,387836
CLC10_10955.4,0.305848526, ~ Study_group + (1|maskID),416.223037,429.2745,-0.044543658,0.999937631,CLC10,10462
GCSH_10956.82,0.575613347, ~ Study_group + (1|maskID),1416.498185,1505.272796,-0.087696213,0.999937631,GCSH,2653
BET1L_10959.125,0.45717643, ~ Study_group + (1|maskID) + Age,367.7045,387.8337963,-0.076891695,0.999937631,BET1L,51272
TIG3_10961.15,0.016115435, ~ Study_group + (1|maskID),1181.54963,1343.698704,-0.185529451,0.999937631,TIG3,5920
a2.HS.Glycoprotein_10966.1,0.225405121, ~ Study_group + (1|maskID),8754.814019,9951.932185,-0.184900123,0.999937631,a2-HS-Glycoprotein,197
PRL_10967.12,0.662624991, ~ Study_group + (1|maskID),2541.670074,2679.168426,-0.076008508,0.999937631,PRL,5617
NAR3_10970.3,0.444304574, ~ Study_group + (1|maskID),1419.538981,1368.382481,0.052950928,0.999937631,NAR3,419
ISK7_10974.20,0.191408182, ~ Study_group + (1|maskID) + Age,1516.87663,1420.495056,0.094709943,0.999937631,ISK7,84651
MUCL1_10975.59,0.200463661, ~ Study_group + (1|maskID),472.3072778,488.2105185,-0.047777612,0.999937631,MUCL1,118430
MUC1.region.3_10976.44,0.279270462, ~ Study_group + (1|maskID) + Prednisone,1502.791963,2319.29463,-0.626040798,0.999937631,MUC1:region 3,4582
UCMA_10977.55,0.080432595, ~ Study_group + (1|maskID),1014.209444,1066.627185,-0.07270039,0.999937631,UCMA,221044
SOM2_10978.39,0.649054803, ~ Study_group + (1|maskID),829.0856852,772.0611481,0.102806095,0.999937631,SOM2,2689
ACES_10980.11,0.206981539, ~ Study_group + (1|maskID) + Sex + Smoking,2053.973778,1865.334463,0.138983428,0.999937631,ACES,43
NRG3_10981.56,0.556138646, ~ Study_group + (1|maskID),499.8068333,491.1247778,0.025281016,0.999937631,NRG3,10718
LRRK2_10990.21,0.271607267, ~ Study_group + (1|maskID),2435.572574,3313.71363,-0.444187958,0.999937631,LRRK2,120892
Osteocalcin_11067.13,0.321821838, ~ Study_group + (1|maskID),1085.360111,845.3831667,0.360496502,0.999937631,Osteocalcin,632
IL.5_11071.1,0.887191827, ~ Study_group + (1|maskID),355.8030741,356.7334259,-0.003767427,0.999937631,IL-5,3567
GPDA_11081.1,0.352617393, ~ Study_group + (1|maskID),1832.464556,2267.401963,-0.30725488,0.999937631,GPDA,2819
NSE_11083.23,0.922880782, ~ Study_group + (1|maskID),776.2833519,764.2453704,0.02254744,0.999937631,NSE,2026
IgA_11089.7,0.099538731, ~ Study_group + (1|maskID) + Age,6127.587352,7066.080019,-0.205590941,0.999937631,IgA,3493 3494
LPPL_11094.104,0.056265195, ~ Study_group + (1|maskID),773.6130741,821.0312222,-0.085824909,0.999937631,LPPL,1178
HEMK2_11096.57,0.273213186, ~ Study_group + (1|maskID),2937.390944,3070.004444,-0.063705454,0.999937631,HEMK2,29104
PDXK_11098.1,0.380550459, ~ Study_group + (1|maskID),747.1293519,701.3856296,0.091150169,0.999937631,PDXK,8566
TLR4_11101.18,0.71591948, ~ Study_group + (1|maskID) + Methotrexate,250.9161852,260.0724074,-0.05170781,0.999937631,TLR4,7099
REG4_11102.22,0.74198974, ~ Study_group + (1|maskID) + Age,37569.63181,36931.27133,0.02472405,0.999937631,REG4,83998
HSP.27_11103.24,0.986746455, ~ Study_group + (1|maskID),3463.054444,3470.847722,-0.003243002,0.999937631,HSP 27,3315
YKL.40_11104.13,0.952509574, ~ Study_group + (1|maskID),21482.38665,21339.55059,0.009624489,0.999937631,YKL-40,1116
Alpha.enolase_11105.171,0.964211051, ~ Study_group + (1|maskID),19718.60044,19595.80167,0.009012563,0.999937631,Alpha enolase,2023
TEN3_11107.25,0.67551642, ~ Study_group + (1|maskID) + Methotrexate,409.5958704,408.8203704,0.002734086,0.999937631,TEN3,55714
SVEP1.Sushi.15.18_11109.56,0.415231627, ~ Study_group + (1|maskID) + Age,3200.407852,3424.400389,-0.097595625,0.999937631,SVEP1:Sushi 15-18,79987
TM119_11110.4,0.572905587, ~ Study_group + (1|maskID),375.4239815,380.3953519,-0.018978807,0.999937631,TM119,338773
KISHA_11112.18,0.307506168, ~ Study_group + (1|maskID),223.7563148,228.3116852,-0.029076301,0.999937631,KISHA,153339
CK087_11116.16,0.131576977, ~ Study_group + (1|maskID),4561.2425,4145.537815,0.137867594,0.999937631,CK087,399947
SPT20_11117.2,0.470752665, ~ Study_group + (1|maskID),1590.629778,1521.064241,0.064516999,0.999937631,SPT20,64847
RAB17_11118.107,0.873192216, ~ Study_group + (1|maskID),9688.650481,9802.844926,-0.016904772,0.999937631,RAB17,64284
NAT14_11120.49,0.329288835, ~ Study_group + (1|maskID),2500.120704,2668.57287,-0.094070659,0.999937631,NAT14,57106
VWC2_11121.56,0.729775995, ~ Study_group + (1|maskID) + Age,5814.215556,6033.015019,-0.053294615,0.999937631,VWC2,375567
SPG21_11122.97,0.984304815, ~ Study_group + (1|maskID),1291.577833,1293.915093,-0.002608364,0.999937631,SPG21,51324
TRIO_11126.102,0.142457316, ~ Study_group + (1|maskID) + Age,423.6600926,448.6930926,-0.082821737,0.999937631,TRIO,7204
T132C.CD_11128.29,0.134749876, ~ Study_group + (1|maskID) + Methotrexate,382.2827407,354.7139444,0.107984021,0.999937631,T132C:CD,92293
BMP15_11129.66,0.500145661, ~ Study_group + (1|maskID) + Age,1456.745444,1263.387444,0.205451659,0.999937631,BMP15,9210
CACB4_11130.158,0.881325487, ~ Study_group + (1|maskID),522.880537,518.8954444,0.0110375,0.999937631,CACB4,785
RF1ML_11134.30,0.573408854, ~ Study_group + (1|maskID),910.4428519,865.8608148,0.072433329,0.999937631,RF1ML,54516
RM55_11135.5,0.331190365, ~ Study_group + (1|maskID),848.2355926,981.1805926,-0.210053677,0.999937631,RM55,128308
IL3RB.CD_11137.43,0.037269329, ~ Study_group + (1|maskID),566.8650556,597.4116296,-0.075719986,0.999937631,IL3RB:CD,1439
RUNX3_11138.16,0.622682079, ~ Study_group + (1|maskID) + Methotrexate,834.8054074,805.613963,0.051351257,0.999937631,RUNX3,864
CO1A1.C.term.propeptide_11140.56,0.080106146, ~ Study_group + (1|maskID),1431.985759,1669.582222,-0.221469998,0.999937631,CO1A1:C-term propeptide,1277
ANGL1.C.term_11142.11,0.059050359, ~ Study_group + (1|maskID),883.2287778,958.2809074,-0.117661446,0.999937631,ANGL1:C-term,9068
NOE3.N.term_11143.32,0.209302025, ~ Study_group + (1|maskID),1259.955352,1374.749259,-0.125795898,0.999937631,NOE3:N-term,118427
DB116_11144.10,0.35546832, ~ Study_group + (1|maskID),530.8504444,479.2784444,0.147441414,0.999937631,DB116,245930
K154L_11145.72,0.675031347, ~ Study_group + (1|maskID),744.491463,702.0282593,0.0847262,0.999937631,K154L,25758
TBX22_11146.4,0.184191637, ~ Study_group + (1|maskID) + Age,552.6117778,575.6421296,-0.058905872,0.999937631,TBX22,50945
TRML1.ITIM_11147.17,0.323562036, ~ Study_group + (1|maskID) + Smoking,347.0423148,368.4887593,-0.08650903,0.999937631,TRML1:ITIM,340205
TLR1.CD_11149.3,0.910878197, ~ Study_group + (1|maskID),872.954537,869.4337963,0.005830345,0.999937631,TLR1:CD,7096
Collagen.a1.VI._11150.3,0.194698078, ~ Study_group + (1|maskID),2881.699667,3174.378278,-0.139554074,0.999937631,Collagen a1(VI),1291
kallikrein.13_11152.46,0.898962518, ~ Study_group + (1|maskID) + Sex,4904.392963,4834.078852,0.020833573,0.999937631,kallikrein 13,26085
NF2L1_11154.3,0.370430247, ~ Study_group + (1|maskID),1131.068519,1058.837204,0.095205536,0.999937631,NF2L1,4779
CO6A5_11155.16,0.332804075, ~ Study_group + (1|maskID),479.6912222,344.8661667,0.476069441,0.999937631,CO6A5,256076
HSP.70_11157.35,0.31015062, ~ Study_group + (1|maskID),2716.310852,2877.972852,-0.083404394,0.999937631,HSP 70,3303
BICR1_11158.40,0.248880242, ~ Study_group + (1|maskID) + Sex,947.2565,872.385463,0.118789405,0.999937631,BICR1,92558
MUL1.CD_11159.14,0.595530645, ~ Study_group + (1|maskID) + Methotrexate,253.1978333,251.9964074,0.006861893,0.999937631,MUL1:CD,79594
RN122_11160.56,0.391786328, ~ Study_group + (1|maskID),1437.38963,1530.33463,-0.090395971,0.999937631,RN122,79845
SPG20_11161.5,0.972621859, ~ Study_group + (1|maskID),699.6568519,697.7184444,0.00400255,0.999937631,SPG20,23111
EQTN_11162.37,0.078361179, ~ Study_group + (1|maskID),249.0521296,283.0456667,-0.184587089,0.999937631,EQTN,54586
F162B_11163.7,0.237742959, ~ Study_group + (1|maskID),1897.85313,1466.140241,0.372345242,0.999937631,F162B,221303
TEN2_11164.7,0.912072242, ~ Study_group + (1|maskID),2617.868074,2606.721944,0.006155695,0.999937631,TEN2,57451
MTMR1_11167.6,0.603661104, ~ Study_group + (1|maskID),590.7837407,601.3429444,-0.02555787,0.999937631,MTMR1,8776
MEG10_11168.3,0.87403966, ~ Study_group + (1|maskID),521.6622037,524.3719259,-0.007474539,0.999937631,MEG10,84466
filamin.A.CH2_11171.25,0.879208171, ~ Study_group + (1|maskID),1532.877167,1503.367167,0.028044694,0.999937631,filamin A:CH2,2316
MILR1_11173.29,0.49023016, ~ Study_group + (1|maskID),493.9946852,504.8281852,-0.03129694,0.999937631,MILR1,284021
THS7A.TSP.type.1.domain.6_11174.8,0.12818023, ~ Study_group + (1|maskID),1725.093278,1900.354093,-0.139593888,0.999937631,THS7A:TSP type-1 domain 6,221981
PCAT2_11175.45,0.923401034, ~ Study_group + (1|maskID),1032.189315,1029.237963,0.004131025,0.999937631,PCAT2,54947
K2C5_11177.16,0.752946933, ~ Study_group + (1|maskID),2135.762593,2221.526241,-0.056799894,0.999937631,K2C5,3852
SVEP1.EGF.like.domains.4.6_11178.21,0.18464424, ~ Study_group + (1|maskID) + Age,1854.557611,2091.425963,-0.173411842,0.999937631,SVEP1:EGF-like domains 4-6,79987
TSSK1_11179.7,0.294963826, ~ Study_group + (1|maskID) + Methotrexate,733.1282407,1100.079333,-0.585470083,0.999937631,TSSK1,83942
SMRC1_11180.17,0.71116465, ~ Study_group + (1|maskID),1140.573667,1157.768389,-0.021587042,0.999937631,SMRC1,6599
CgA_11184.51,0.2576614, ~ Study_group + (1|maskID),45354.66326,36941.13115,0.29602285,0.999937631,CgA,1113
GCH1_11185.145,0.390959414, ~ Study_group + (1|maskID),809.5865556,748.0518889,0.114046985,0.999937631,GCH1,2643
TMM52_11186.12,0.520410408, ~ Study_group + (1|maskID),382.1064444,372.4787222,0.036816576,0.999937631,TMM52,339456
CL12A_11187.11,0.664042655, ~ Study_group + (1|maskID),1910.092537,1965.088889,-0.04095204,0.999937631,CL12A,160364
YMEL1_11190.129,0.284731272, ~ Study_group + (1|maskID),1108.911111,1033.942648,0.100987563,0.999937631,YMEL1,10730
TINAL_11192.168,0.875582045, ~ Study_group + (1|maskID) + Smoking,4055.192963,4003.877519,0.018372724,0.999937631,TINAL,64129
HNF1A_11193.27,0.230009134, ~ Study_group + (1|maskID),847.5806481,515.0686667,0.71858587,0.999937631,HNF1A,6927
SIT1_11194.6,0.357050254, ~ Study_group + (1|maskID) + Methotrexate,379.1462037,433.0616667,-0.191818197,0.999937631,SIT1,27240
Collagen.alpha.3.VI..BPTI.Kunitz.inhibitor_11196.31,0.215609651, ~ Study_group + (1|maskID) + Age,2994.568426,3357.259667,-0.164936028,0.999937631,Collagen alpha-3(VI):BPTI/Kunitz inhibitor,1293
CR3L1_11198.37,0.51854923, ~ Study_group + (1|maskID),1018.461278,941.3766667,0.11354713,0.999937631,CR3L1,90993
C1QR1_11200.52,0.884610814, ~ Study_group + (1|maskID) + Smoking,5177.536704,5235.07563,-0.015944504,0.999937631,C1QR1,22918
TRUA_11201.19,0.705368289, ~ Study_group + (1|maskID),231.423963,235.1615741,-0.023114083,0.999937631,TRUA,80324
TBX5_11202.70,0.462609173, ~ Study_group + (1|maskID),507.0718148,513.8298704,-0.019100675,0.999937631,TBX5,6910
KPYR_11203.97,0.487256305, ~ Study_group + (1|maskID) + Prednisone,5999.503741,5434.92737,0.142582415,0.999937631,KPYR,5313
CXAR_11204.80,0.482537226, ~ Study_group + (1|maskID) + Smoking + Prednisone,2814.928407,2640.260407,0.092418002,0.999937631,CXAR,1525
Integrin.beta.7_11205.10,0.957422579, ~ Study_group + (1|maskID) + Age,11011.45619,11396.21056,-0.049548915,0.999937631,Integrin beta-7,3695
Macrophage.scavenger.receptor.CD_11207.3,0.616303455, ~ Study_group + (1|maskID),645.7126852,614.6484815,0.071130803,0.999937631,Macrophage scavenger receptor:CD,4481
NAGPA_11208.15,0.697229914, ~ Study_group + (1|maskID) + Smoking,6411.363759,6243.669796,0.038237024,0.999937631,NAGPA,51172
TBCE_11211.7,0.992655035, ~ Study_group + (1|maskID),6795.335704,6787.770685,0.001606999,0.999937631,TBCE,6905
TXND5_11212.7,0.017852115, ~ Study_group + (1|maskID),6057.727481,6700.699759,-0.145535088,0.999937631,TXND5,81567
DNJB9_11214.40,0.407015645, ~ Study_group + (1|maskID),18985.41837,20159.36996,-0.08655876,0.999937631,DNJB9,4189
CAD15.CD_11215.6,0.254617434, ~ Study_group + (1|maskID),4340.22063,5140.764111,-0.244214432,0.999937631,CAD15:CD,1013
CTBP1_11217.16,0.278092046, ~ Study_group + (1|maskID),720.5316481,791.9077222,-0.136270529,0.999937631,CTBP1,1487
TPMT_11218.84,0.243241965, ~ Study_group + (1|maskID),3591.293593,4797.248407,-0.417703546,0.999937631,TPMT,7172
FGFP3_11219.95,0.30433465, ~ Study_group + (1|maskID) + Age,1202.571556,1148.066963,0.066915948,0.999937631,FGFP3,143282
CJ105_11220.53,0.109180518, ~ Study_group + (1|maskID),390.2217407,371.6025926,0.070533591,0.999937631,CJ105,414152
TM154_11223.1,0.439058816, ~ Study_group + (1|maskID),758.1303704,729.8041111,0.054936682,0.999937631,TM154,201799
